"wd_netc","mae_netc","wd_spd","mae_spd","n_years","n_samples","n_clusters","tau","w_prec"
85.1864751055693,230.4382912,53.5670718775139,237.061856,1999,1250,9,0.5,3
59.7224031942523,84.2046352,26.4737952352442,89.0999528,4999,1250,9,0.5,3
35.3081624487222,111.99352,33.0313850076679,120.1847,499,50,3,1,3
76.1467589052763,64.5232,65.2728260483898,63.6065,1999,50,3,1,3
86.8632652533844,119.20948,114.336062693386,140.29614,4999,50,3,1,3
19.1295013510246,39.290076,25.1012765125982,46.387796,499,250,3,1,3
21.9168605817105,78.526636,41.0930899822334,86.853028,1999,250,3,1,3
32.5533516947437,119.86652,51.8273824735393,126.104616,4999,250,3,1,3
17.8825767980724,51.8933808,25.2411201234288,60.6687912,499,1250,3,1,3
31.3952377371867,98.2967712,55.2267548200033,114.171296,1999,1250,3,1,3
131.182610818391,47.4907112,124.106722704055,48.4042448,4999,1250,3,1,3
22.4406090955049,49.64802,19.459162131139,51.14444,499,50,6,1,3
89.2451851691039,53.65916,82.4056879040226,59.7541,1999,50,6,1,3
84.87699287411,79.9218,75.4656094028591,82.65948,4999,50,6,1,3
15.3392167499413,78.699268,22.8555336130895,88.928556,499,250,6,1,3
13.5168629017387,60.7251,19.4035403510007,62.381172,1999,250,6,1,3
71.1207564753135,126.720924,61.6384178798513,134.08352,4999,250,6,1,3
18.2794433687255,89.825168,27.148956377376,100.2063416,499,1250,6,1,3
