"iter","model","start","n_years","n_samples","n_clusters","elapsed"
48,"SPD",8898,3000,1000,6,0.0173189640045166
49,"CKDE",43114,3000,1000,6,1.24737215042114
49,"BGMM",43114,3000,1000,6,50.3605279922485
49,"DPMM",43114,3000,1000,6,26.718631029129
49,"NetC14",43114,3000,1000,6,8.4818959236145
49,"SPD",43114,3000,1000,6,0.0113601684570312
50,"CKDE",13896,3000,1000,6,1.28727912902832
50,"BGMM",13896,3000,1000,6,41.2894449234009
50,"DPMM",13896,3000,1000,6,24.6456530094147
50,"NetC14",13896,3000,1000,6,8.99973702430725
50,"SPD",13896,3000,1000,6,0.0160830020904541
51,"CKDE",11883,3000,1000,6,1.27768301963806
51,"BGMM",11883,3000,1000,6,45.5501019954681
51,"DPMM",11883,3000,1000,6,26.1169428825378
51,"NetC14",11883,3000,1000,6,8.77581906318665
51,"SPD",11883,3000,1000,6,0.0183508396148682
52,"CKDE",25141,3000,1000,6,1.38296818733215
52,"BGMM",25141,3000,1000,6,49.4718310832977
52,"DPMM",25141,3000,1000,6,22.9252700805664
52,"NetC14",25141,3000,1000,6,9.13715815544128
52,"SPD",25141,3000,1000,6,0.0185208320617676
53,"CKDE",36772,3000,1000,6,1.24945902824402
53,"BGMM",36772,3000,1000,6,31.140643119812
53,"DPMM",36772,3000,1000,6,21.3719260692596
53,"NetC14",36772,3000,1000,6,7.12033081054688
53,"SPD",36772,3000,1000,6,0.0135531425476074
54,"CKDE",25003,3000,1000,6,1.21452593803406
54,"BGMM",25003,3000,1000,6,48.4891929626465
54,"DPMM",25003,3000,1000,6,25.3213329315186
54,"NetC14",25003,3000,1000,6,8.47117495536804
54,"SPD",25003,3000,1000,6,0.0144791603088379
55,"CKDE",28985,3000,1000,6,1.26974415779114
55,"BGMM",28985,3000,1000,6,49.1163690090179
55,"DPMM",28985,3000,1000,6,22.7011752128601
55,"NetC14",28985,3000,1000,6,8.18167185783386
55,"SPD",28985,3000,1000,6,0.0136721134185791
56,"CKDE",7412,3000,1000,6,1.18544793128967
56,"BGMM",7412,3000,1000,6,41.8264999389648
56,"DPMM",7412,3000,1000,6,29.7169868946075
56,"NetC14",7412,3000,1000,6,7.55511903762817
56,"SPD",7412,3000,1000,6,0.017657995223999
57,"CKDE",235,3000,1500,6,1.28328704833984
57,"BGMM",235,3000,1500,6,47.7963850498199
57,"DPMM",235,3000,1500,6,31.6265029907227
57,"NetC14",235,3000,1500,6,7.42678594589233
57,"SPD",235,3000,1500,6,0.0261240005493164
58,"CKDE",3650,3000,1500,6,1.39852809906006
58,"BGMM",3650,3000,1500,6,46.2004640102386
58,"DPMM",3650,3000,1500,6,36.0022869110107
58,"NetC14",3650,3000,1500,6,7.56219506263733
58,"SPD",3650,3000,1500,6,0.0292749404907227
59,"CKDE",32916,3000,1500,6,1.43739080429077
59,"BGMM",32916,3000,1500,6,42.7031581401825
59,"DPMM",32916,3000,1500,6,35.3455829620361
59,"NetC14",32916,3000,1500,6,10.5782840251923
59,"SPD",32916,3000,1500,6,0.0197250843048096
60,"CKDE",41186,3000,1500,6,1.36644077301025
60,"BGMM",41186,3000,1500,6,46.3876039981842
60,"DPMM",41186,3000,1500,6,36.5919930934906
60,"NetC14",41186,3000,1500,6,8.07284116744995
60,"SPD",41186,3000,1500,6,0.0165700912475586
61,"CKDE",11759,3000,1500,6,1.7837610244751
61,"BGMM",11759,3000,1500,6,44.4003551006317
61,"DPMM",11759,3000,1500,6,34.5796880722046
61,"NetC14",11759,3000,1500,6,10.430037021637
61,"SPD",11759,3000,1500,6,0.0290951728820801
62,"CKDE",27232,3000,1500,6,1.462397813797
62,"BGMM",27232,3000,1500,6,62.8828139305115
62,"DPMM",27232,3000,1500,6,41.2852699756622
62,"NetC14",27232,3000,1500,6,9.18612790107727
62,"SPD",27232,3000,1500,6,0.0195841789245605
63,"CKDE",26388,3000,1500,6,1.29274606704712
63,"BGMM",26388,3000,1500,6,48.8569469451904
63,"DPMM",26388,3000,1500,6,31.7468159198761
63,"NetC14",26388,3000,1500,6,8.60967898368835
63,"SPD",26388,3000,1500,6,0.0201690196990967
64,"CKDE",25331,3000,1500,6,1.31199288368225
64,"BGMM",25331,3000,1500,6,57.9219431877136
64,"DPMM",25331,3000,1500,6,41.2423980236053
64,"NetC14",25331,3000,1500,6,9.11217999458313
64,"SPD",25331,3000,1500,6,0.0209698677062988
65,"CKDE",8302,3000,1500,6,1.22162294387817
65,"BGMM",8302,3000,1500,6,49.2334129810333
65,"DPMM",8302,3000,1500,6,42.0534799098969
65,"NetC14",8302,3000,1500,6,8.96460485458374
65,"SPD",8302,3000,1500,6,0.0295240879058838
66,"CKDE",23457,3000,1500,6,1.29774594306946
66,"BGMM",23457,3000,1500,6,51.5857679843903
66,"DPMM",23457,3000,1500,6,38.0823979377747
66,"NetC14",23457,3000,1500,6,9.50853705406189
66,"SPD",23457,3000,1500,6,0.0258400440216064
67,"CKDE",24685,3000,1500,6,1.35251188278198
67,"BGMM",24685,3000,1500,6,56.7979891300201
67,"DPMM",24685,3000,1500,6,37.0083479881287
67,"NetC14",24685,3000,1500,6,8.99484300613403
67,"SPD",24685,3000,1500,6,0.0292179584503174
68,"CKDE",45008,3000,1500,6,1.4014208316803
68,"BGMM",45008,3000,1500,6,30.5882649421692
68,"DPMM",45008,3000,1500,6,41.3647789955139
68,"NetC14",45008,3000,1500,6,7.03555607795715
68,"SPD",45008,3000,1500,6,0.015955924987793
69,"CKDE",35347,3000,1500,6,1.29414200782776
69,"BGMM",35347,3000,1500,6,47.6278159618378
69,"DPMM",35347,3000,1500,6,40.1089560985565
69,"NetC14",35347,3000,1500,6,8.22410106658936
69,"SPD",35347,3000,1500,6,0.0188131332397461
70,"CKDE",43636,3000,1500,6,1.32927417755127
70,"BGMM",43636,3000,1500,6,45.9974589347839
70,"DPMM",43636,3000,1500,6,29.3486108779907
70,"NetC14",43636,3000,1500,6,7.87271404266357
70,"SPD",43636,3000,1500,6,0.0193829536437988
71,"CKDE",26100,3000,1500,6,1.26059293746948
71,"BGMM",26100,3000,1500,6,53.3810219764709
71,"DPMM",26100,3000,1500,6,36.8096840381622
71,"NetC14",26100,3000,1500,6,9.13574385643005
71,"SPD",26100,3000,1500,6,0.0196859836578369
72,"CKDE",9179,3000,1500,6,1.37375211715698
72,"BGMM",9179,3000,1500,6,57.3320438861847
72,"DPMM",9179,3000,1500,6,28.9205570220947
72,"NetC14",9179,3000,1500,6,8.74746012687683
72,"SPD",9179,3000,1500,6,0.0301620960235596
73,"CKDE",16874,3000,1500,6,1.26424598693848
73,"BGMM",16874,3000,1500,6,47.5344061851501
73,"DPMM",16874,3000,1500,6,31.0760900974274
73,"NetC14",16874,3000,1500,6,8.3905291557312
73,"SPD",16874,3000,1500,6,0.0260210037231445
74,"CKDE",14067,3000,1500,6,1.3457019329071
74,"BGMM",14067,3000,1500,6,49.8486568927765
74,"DPMM",14067,3000,1500,6,26.5476779937744
74,"NetC14",14067,3000,1500,6,7.72122192382812
74,"SPD",14067,3000,1500,6,0.0227200984954834
75,"CKDE",26597,3000,1500,6,1.21569299697876
75,"BGMM",26597,3000,1500,6,48.4705309867859
75,"DPMM",26597,3000,1500,6,40.9523129463196
75,"NetC14",26597,3000,1500,6,7.55501794815063
75,"SPD",26597,3000,1500,6,0.0208179950714111
76,"CKDE",46404,3000,1500,6,1.27899599075317
76,"BGMM",46404,3000,1500,6,27.2566609382629
76,"DPMM",46404,3000,1500,6,23.4803709983826
76,"NetC14",46404,3000,1500,6,6.99803900718689
76,"SPD",46404,3000,1500,6,0.0207760334014893
77,"CKDE",3538,3000,1500,6,1.35517501831055
77,"BGMM",3538,3000,1500,6,48.5598192214966
77,"DPMM",3538,3000,1500,6,38.8880770206451
77,"NetC14",3538,3000,1500,6,7.63858294487
77,"SPD",3538,3000,1500,6,0.0261659622192383
78,"CKDE",45517,3000,1500,6,1.29384303092957
78,"BGMM",45517,3000,1500,6,27.6028709411621
78,"DPMM",45517,3000,1500,6,36.3447360992432
78,"NetC14",45517,3000,1500,6,6.45976495742798
78,"SPD",45517,3000,1500,6,0.0178940296173096
79,"CKDE",32233,3000,1500,6,1.20512008666992
79,"BGMM",32233,3000,1500,6,45.4143090248108
79,"DPMM",32233,3000,1500,6,38.1828639507294
79,"NetC14",32233,3000,1500,6,8.92878198623657
79,"SPD",32233,3000,1500,6,0.0180420875549316
80,"CKDE",6947,3000,1500,6,1.32773089408875
80,"BGMM",6947,3000,1500,6,45.048287153244
80,"DPMM",6947,3000,1500,6,45.863224029541
80,"NetC14",6947,3000,1500,6,8.10648083686829
80,"SPD",6947,3000,1500,6,0.0290660858154297
81,"CKDE",24659,3000,1500,6,1.62605714797974
81,"BGMM",24659,3000,1500,6,50.9725399017334
81,"DPMM",24659,3000,1500,6,41.37082695961
81,"NetC14",24659,3000,1500,6,11.427258014679
81,"SPD",24659,3000,1500,6,0.0251178741455078
82,"CKDE",14217,3000,1500,6,1.48356699943542
82,"BGMM",14217,3000,1500,6,55.7742989063263
82,"DPMM",14217,3000,1500,6,40.1062178611755
82,"NetC14",14217,3000,1500,6,8.86566090583801
82,"SPD",14217,3000,1500,6,0.0219030380249023
83,"CKDE",35188,3000,1500,6,1.24509382247925
83,"BGMM",35188,3000,1500,6,50.8828649520874
83,"DPMM",35188,3000,1500,6,36.7724370956421
83,"NetC14",35188,3000,1500,6,8.92840719223022
83,"SPD",35188,3000,1500,6,0.0192830562591553
84,"CKDE",28662,3000,1500,6,1.13495302200317
84,"BGMM",28662,3000,1500,6,55.2372660636902
84,"DPMM",28662,3000,1500,6,39.2019801139832
84,"NetC14",28662,3000,1500,6,9.33683896064758
84,"SPD",28662,3000,1500,6,0.015765905380249
85,"CKDE",26047,3000,2000,6,1.42413806915283
85,"BGMM",26047,3000,2000,6,62.1571428775787
85,"DPMM",26047,3000,2000,6,49.2284488677979
85,"NetC14",26047,3000,2000,6,9.49096894264221
85,"SPD",26047,3000,2000,6,0.0338339805603027
86,"CKDE",42817,3000,2000,6,1.3487868309021
86,"BGMM",42817,3000,2000,6,48.00341796875
86,"DPMM",42817,3000,2000,6,61.7154698371887
86,"NetC14",42817,3000,2000,6,8.07804703712463
86,"SPD",42817,3000,2000,6,0.028364896774292
87,"CKDE",16603,3000,2000,6,1.41207385063171
87,"BGMM",16603,3000,2000,6,64.6153149604797
87,"DPMM",16603,3000,2000,6,52.6004569530487
87,"NetC14",16603,3000,2000,6,10.3814270496368
87,"SPD",16603,3000,2000,6,0.033581018447876
88,"CKDE",7841,3000,2000,6,1.35131597518921
88,"BGMM",7841,3000,2000,6,65.7936789989471
88,"DPMM",7841,3000,2000,6,63.2913980484009
88,"NetC14",7841,3000,2000,6,10.0484020709991
88,"SPD",7841,3000,2000,6,0.0359618663787842
89,"CKDE",5543,3000,2000,6,1.23858785629272
89,"BGMM",5543,3000,2000,6,58.4516398906708
89,"DPMM",5543,3000,2000,6,59.9896910190582
89,"NetC14",5543,3000,2000,6,8.66529703140259
89,"SPD",5543,3000,2000,6,0.0346710681915283
90,"CKDE",45347,3000,2000,6,1.46524214744568
90,"BGMM",45347,3000,2000,6,32.4885880947113
90,"DPMM",45347,3000,2000,6,37.0838520526886
90,"NetC14",45347,3000,2000,6,7.25282001495361
90,"SPD",45347,3000,2000,6,0.0361688137054443
91,"CKDE",18934,3000,2000,6,1.35504508018494
91,"BGMM",18934,3000,2000,6,56.8997011184692
91,"DPMM",18934,3000,2000,6,52.3011229038239
91,"NetC14",18934,3000,2000,6,8.89222693443298
91,"SPD",18934,3000,2000,6,0.0332448482513428
92,"CKDE",324,3000,2000,6,1.4407069683075
92,"BGMM",324,3000,2000,6,57.6685929298401
92,"DPMM",324,3000,2000,6,44.4717690944672
92,"NetC14",324,3000,2000,6,7.73089718818665
92,"SPD",324,3000,2000,6,0.0341310501098633
93,"CKDE",29002,3000,2000,6,1.4776771068573
93,"BGMM",29002,3000,2000,6,63.8063359260559
93,"DPMM",29002,3000,2000,6,41.522115945816
93,"NetC14",29002,3000,2000,6,9.22252202033997
93,"SPD",29002,3000,2000,6,0.0247559547424316
94,"CKDE",30744,3000,2000,6,1.56110310554504
94,"BGMM",30744,3000,2000,6,60.416100025177
94,"DPMM",30744,3000,2000,6,45.9507360458374
94,"NetC14",30744,3000,2000,6,8.37578392028809
94,"SPD",30744,3000,2000,6,0.0196080207824707
95,"CKDE",19529,3000,2000,6,1.27965712547302
95,"BGMM",19529,3000,2000,6,51.3187959194183
95,"DPMM",19529,3000,2000,6,53.2521991729736
95,"NetC14",19529,3000,2000,6,8.22651195526123
95,"SPD",19529,3000,2000,6,0.0294790267944336
96,"CKDE",5907,3000,2000,6,1.30150604248047
96,"BGMM",5907,3000,2000,6,51.3213670253754
96,"DPMM",5907,3000,2000,6,51.7400381565094
96,"NetC14",5907,3000,2000,6,7.75165915489197
96,"SPD",5907,3000,2000,6,0.0387217998504639
97,"CKDE",10830,3000,2000,6,1.31358599662781
97,"BGMM",10830,3000,2000,6,58.4577388763428
97,"DPMM",10830,3000,2000,6,54.622955083847
97,"NetC14",10830,3000,2000,6,7.53054094314575
97,"SPD",10830,3000,2000,6,0.0367519855499268
98,"CKDE",14014,3000,2000,6,1.22830891609192
98,"BGMM",14014,3000,2000,6,42.5503451824188
98,"DPMM",14014,3000,2000,6,45.4781968593597
98,"NetC14",14014,3000,2000,6,7.05077600479126
98,"SPD",14014,3000,2000,6,0.0292069911956787
99,"CKDE",33127,3000,2000,6,1.29182887077332
99,"BGMM",33127,3000,2000,6,43.0748729705811
99,"DPMM",33127,3000,2000,6,49.4650030136108
99,"NetC14",33127,3000,2000,6,9.05355405807495
99,"SPD",33127,3000,2000,6,0.0258910655975342
100,"CKDE",28814,3000,2000,6,1.21474599838257
100,"BGMM",28814,3000,2000,6,48.1522238254547
100,"DPMM",28814,3000,2000,6,52.2972559928894
100,"NetC14",28814,3000,2000,6,7.80476903915405
100,"SPD",28814,3000,2000,6,0.0263171195983887
101,"CKDE",17725,3000,2000,6,1.72232389450073
101,"BGMM",17725,3000,2000,6,48.8914968967438
101,"DPMM",17725,3000,2000,6,54.1212108135223
101,"NetC14",17725,3000,2000,6,10.3642771244049
101,"SPD",17725,3000,2000,6,0.0463781356811523
102,"CKDE",1112,3000,2000,6,1.52887916564941
102,"BGMM",1112,3000,2000,6,58.328489780426
102,"DPMM",1112,3000,2000,6,58.3808310031891
102,"NetC14",1112,3000,2000,6,9.03333282470703
102,"SPD",1112,3000,2000,6,0.0372600555419922
103,"CKDE",36438,3000,2000,6,1.6252269744873
103,"BGMM",36438,3000,2000,6,40.0120229721069
103,"DPMM",36438,3000,2000,6,50.0935640335083
103,"NetC14",36438,3000,2000,6,8.41733288764954
103,"SPD",36438,3000,2000,6,0.0247089862823486
104,"CKDE",29063,3000,2000,6,1.45611715316772
104,"BGMM",29063,3000,2000,6,69.857479095459
104,"DPMM",29063,3000,2000,6,54.4668591022491
104,"NetC14",29063,3000,2000,6,9.49915909767151
104,"SPD",29063,3000,2000,6,0.0301589965820312
105,"CKDE",11880,3000,2000,6,1.38514399528503
105,"BGMM",11880,3000,2000,6,53.4413080215454
105,"DPMM",11880,3000,2000,6,46.9023721218109
