"iter","model","start","n_years","n_samples","n_clusters","elapsed"
105,"NetC14",11880,3000,2000,6,10.8086941242218
105,"SPD",11880,3000,2000,6,0.0361919403076172
106,"CKDE",8873,3000,2000,6,1.29909706115723
106,"BGMM",8873,3000,2000,6,64.8545761108398
106,"DPMM",8873,3000,2000,6,57.5550000667572
106,"NetC14",8873,3000,2000,6,9.67677688598633
106,"SPD",8873,3000,2000,6,0.0527119636535645
107,"CKDE",43501,3000,2000,6,1.44426202774048
107,"BGMM",43501,3000,2000,6,47.7432010173798
107,"DPMM",43501,3000,2000,6,44.9218871593475
107,"NetC14",43501,3000,2000,6,9.12184810638428
107,"SPD",43501,3000,2000,6,0.0318129062652588
108,"CKDE",44691,3000,2000,6,1.40162110328674
108,"BGMM",44691,3000,2000,6,34.7750549316406
108,"DPMM",44691,3000,2000,6,49.7560038566589
108,"NetC14",44691,3000,2000,6,7.77256298065186
108,"SPD",44691,3000,2000,6,0.0270769596099854
109,"CKDE",15333,3000,2000,6,1.41747188568115
109,"BGMM",15333,3000,2000,6,68.5279350280762
109,"DPMM",15333,3000,2000,6,62.8381958007812
109,"NetC14",15333,3000,2000,6,9.89279079437256
109,"SPD",15333,3000,2000,6,0.0228080749511719
110,"CKDE",33861,3000,2000,6,1.45234608650208
110,"BGMM",33861,3000,2000,6,60.6081821918488
110,"DPMM",33861,3000,2000,6,50.6123130321503
110,"NetC14",33861,3000,2000,6,8.93592596054077
110,"SPD",33861,3000,2000,6,0.0287210941314697
111,"CKDE",15062,3000,2000,6,1.40023398399353
111,"BGMM",15062,3000,2000,6,66.1040449142456
111,"DPMM",15062,3000,2000,6,42.0620679855347
111,"NetC14",15062,3000,2000,6,9.09445190429688
111,"SPD",15062,3000,2000,6,0.0282258987426758
112,"CKDE",17778,3000,2000,6,1.39418005943298
112,"BGMM",17778,3000,2000,6,54.8145129680634
112,"DPMM",17778,3000,2000,6,49.206554889679
112,"NetC14",17778,3000,2000,6,8.19809103012085
112,"SPD",17778,3000,2000,6,0.0311808586120605
113,"CKDE",34643,3000,2500,6,1.52758193016052
113,"BGMM",34643,3000,2500,6,58.6250870227814
113,"DPMM",34643,3000,2500,6,76.0567870140076
113,"NetC14",34643,3000,2500,6,9.46274900436401
113,"SPD",34643,3000,2500,6,0.033207893371582
114,"CKDE",32374,3000,2500,6,1.50572395324707
114,"BGMM",32374,3000,2500,6,57.400838136673
114,"DPMM",32374,3000,2500,6,52.568690776825
114,"NetC14",32374,3000,2500,6,11.3483588695526
114,"SPD",32374,3000,2500,6,0.0351119041442871
115,"CKDE",43196,3000,2500,6,1.53763008117676
115,"BGMM",43196,3000,2500,6,50.249233007431
115,"DPMM",43196,3000,2500,6,67.1273407936096
115,"NetC14",43196,3000,2500,6,7.71923112869263
115,"SPD",43196,3000,2500,6,0.0342340469360352
116,"CKDE",42869,3000,2500,6,1.48652219772339
116,"BGMM",42869,3000,2500,6,49.4437868595123
116,"DPMM",42869,3000,2500,6,64.5067229270935
116,"NetC14",42869,3000,2500,6,7.66376900672913
116,"SPD",42869,3000,2500,6,0.0326149463653564
117,"CKDE",10364,3000,2500,6,1.41685080528259
117,"BGMM",10364,3000,2500,6,49.3931429386139
117,"DPMM",10364,3000,2500,6,56.1583490371704
117,"NetC14",10364,3000,2500,6,8.09847402572632
117,"SPD",10364,3000,2500,6,0.0418901443481445
118,"CKDE",36028,3000,2500,6,1.3367919921875
118,"BGMM",36028,3000,2500,6,40.8225920200348
118,"DPMM",36028,3000,2500,6,63.578125
118,"NetC14",36028,3000,2500,6,7.05998682975769
118,"SPD",36028,3000,2500,6,0.0273520946502686
119,"CKDE",40410,3000,2500,6,1.33376407623291
119,"BGMM",40410,3000,2500,6,42.5772190093994
119,"DPMM",40410,3000,2500,6,57.7367608547211
119,"NetC14",40410,3000,2500,6,7.39179086685181
119,"SPD",40410,3000,2500,6,0.0364949703216553
120,"CKDE",12012,3000,2500,6,1.28590989112854
120,"BGMM",12012,3000,2500,6,38.8973679542542
120,"DPMM",12012,3000,2500,6,62.7931709289551
120,"NetC14",12012,3000,2500,6,7.80590105056763
120,"SPD",12012,3000,2500,6,0.0468780994415283
121,"CKDE",30935,3000,2500,6,1.88609504699707
121,"BGMM",30935,3000,2500,6,57.2055530548096
121,"DPMM",30935,3000,2500,6,74.1856188774109
121,"NetC14",30935,3000,2500,6,9.51603198051453
121,"SPD",30935,3000,2500,6,0.0261521339416504
122,"CKDE",2678,3000,2500,6,1.67899703979492
122,"BGMM",2678,3000,2500,6,70.2133131027222
122,"DPMM",2678,3000,2500,6,81.1126179695129
122,"NetC14",2678,3000,2500,6,9.95136094093323
122,"SPD",2678,3000,2500,6,0.0481081008911133
123,"CKDE",31699,3000,2500,6,1.47244191169739
123,"BGMM",31699,3000,2500,6,63.3466808795929
123,"DPMM",31699,3000,2500,6,58.7509191036224
123,"NetC14",31699,3000,2500,6,9.40462207794189
123,"SPD",31699,3000,2500,6,0.0314409732818604
124,"CKDE",17773,3000,2500,6,1.45063591003418
124,"BGMM",17773,3000,2500,6,61.703469991684
124,"DPMM",17773,3000,2500,6,71.4241678714752
124,"NetC14",17773,3000,2500,6,11.112352848053
124,"SPD",17773,3000,2500,6,0.0408148765563965
125,"CKDE",36401,3000,2500,6,1.48565602302551
125,"BGMM",36401,3000,2500,6,50.9389381408691
125,"DPMM",36401,3000,2500,6,64.8052189350128
125,"NetC14",36401,3000,2500,6,8.68448996543884
125,"SPD",36401,3000,2500,6,0.033966064453125
126,"CKDE",29806,3000,2500,6,1.4420530796051
126,"BGMM",29806,3000,2500,6,59.8234438896179
126,"DPMM",29806,3000,2500,6,59.1651051044464
126,"NetC14",29806,3000,2500,6,9.86615300178528
126,"SPD",29806,3000,2500,6,0.0338568687438965
127,"CKDE",20876,3000,2500,6,1.50861406326294
127,"BGMM",20876,3000,2500,6,65.1182980537415
127,"DPMM",20876,3000,2500,6,75.9812688827515
127,"NetC14",20876,3000,2500,6,9.58126211166382
127,"SPD",20876,3000,2500,6,0.0349109172821045
128,"CKDE",11183,3000,2500,6,1.48417711257935
128,"BGMM",11183,3000,2500,6,60.6229050159454
128,"DPMM",11183,3000,2500,6,61.0741620063782
128,"NetC14",11183,3000,2500,6,8.82707715034485
128,"SPD",11183,3000,2500,6,0.0465331077575684
129,"CKDE",18330,3000,2500,6,1.46176719665527
129,"BGMM",18330,3000,2500,6,61.2595059871674
129,"DPMM",18330,3000,2500,6,74.6583249568939
129,"NetC14",18330,3000,2500,6,8.65898394584656
129,"SPD",18330,3000,2500,6,0.0512421131134033
130,"CKDE",24083,3000,2500,6,1.51503801345825
130,"BGMM",24083,3000,2500,6,63.3732659816742
130,"DPMM",24083,3000,2500,6,64.4876670837402
130,"NetC14",24083,3000,2500,6,9.49563884735107
130,"SPD",24083,3000,2500,6,0.0394191741943359
131,"CKDE",31986,3000,2500,6,1.3948290348053
131,"BGMM",31986,3000,2500,6,60.861310005188
131,"DPMM",31986,3000,2500,6,55.0354700088501
131,"NetC14",31986,3000,2500,6,9.63954901695251
131,"SPD",31986,3000,2500,6,0.0312387943267822
132,"CKDE",41536,3000,2500,6,1.479416847229
132,"BGMM",41536,3000,2500,6,62.6235330104828
132,"DPMM",41536,3000,2500,6,64.827024936676
132,"NetC14",41536,3000,2500,6,8.41653609275818
132,"SPD",41536,3000,2500,6,0.0418109893798828
133,"CKDE",37333,3000,2500,6,1.56415104866028
133,"BGMM",37333,3000,2500,6,53.169842004776
133,"DPMM",37333,3000,2500,6,68.2504110336304
133,"NetC14",37333,3000,2500,6,7.84523391723633
133,"SPD",37333,3000,2500,6,0.0386960506439209
134,"CKDE",23473,3000,2500,6,1.41083693504333
134,"BGMM",23473,3000,2500,6,59.6758179664612
134,"DPMM",23473,3000,2500,6,59.5132060050964
134,"NetC14",23473,3000,2500,6,8.21860003471375
134,"SPD",23473,3000,2500,6,0.0364909172058105
135,"CKDE",6875,3000,2500,6,1.21307301521301
135,"BGMM",6875,3000,2500,6,45.0388929843903
135,"DPMM",6875,3000,2500,6,59.8596210479736
135,"NetC14",6875,3000,2500,6,7.84488391876221
135,"SPD",6875,3000,2500,6,0.0510859489440918
136,"CKDE",499,3000,2500,6,1.37083196640015
136,"BGMM",499,3000,2500,6,44.3227069377899
136,"DPMM",499,3000,2500,6,56.9198408126831
136,"NetC14",499,3000,2500,6,7.52756094932556
136,"SPD",499,3000,2500,6,0.0471501350402832
137,"CKDE",6868,3000,2500,6,1.35311985015869
137,"BGMM",6868,3000,2500,6,42.735326051712
137,"DPMM",6868,3000,2500,6,63.3081109523773
137,"NetC14",6868,3000,2500,6,7.2683207988739
137,"SPD",6868,3000,2500,6,0.044562816619873
138,"CKDE",34033,3000,2500,6,1.30991291999817
138,"BGMM",34033,3000,2500,6,39.6824719905853
138,"DPMM",34033,3000,2500,6,58.0646481513977
138,"NetC14",34033,3000,2500,6,7.93326711654663
138,"SPD",34033,3000,2500,6,0.0316801071166992
139,"CKDE",29072,3000,2500,6,1.30607891082764
139,"BGMM",29072,3000,2500,6,43.18536901474
139,"DPMM",29072,3000,2500,6,69.1188950538635
139,"NetC14",29072,3000,2500,6,8.36467003822327
139,"SPD",29072,3000,2500,6,0.0343689918518066
140,"CKDE",13738,3000,2500,6,1.34010004997253
140,"BGMM",13738,3000,2500,6,39.4950978755951
140,"DPMM",13738,3000,2500,6,53.0895700454712
140,"NetC14",13738,3000,2500,6,7.23312783241272
140,"SPD",13738,3000,2500,6,0.0357840061187744
141,"CKDE",36200,3000,3000,6,1.93041515350342
141,"BGMM",36200,3000,3000,6,50.5265700817108
141,"DPMM",36200,3000,3000,6,86.6212060451508
141,"NetC14",36200,3000,3000,6,8.50929284095764
141,"SPD",36200,3000,3000,6,0.0309891700744629
142,"CKDE",22464,3000,3000,6,1.65483093261719
142,"BGMM",22464,3000,3000,6,81.875853061676
142,"DPMM",22464,3000,3000,6,87.7910988330841
142,"NetC14",22464,3000,3000,6,11.6027140617371
142,"SPD",22464,3000,3000,6,0.0432579517364502
143,"CKDE",42419,3000,3000,6,1.52578210830688
143,"BGMM",42419,3000,3000,6,58.6588859558105
143,"DPMM",42419,3000,3000,6,80.7729880809784
143,"NetC14",42419,3000,3000,6,8.93087792396545
143,"SPD",42419,3000,3000,6,0.0385260581970215
144,"CKDE",41007,3000,3000,6,1.57930898666382
144,"BGMM",41007,3000,3000,6,67.0024440288544
144,"DPMM",41007,3000,3000,6,71.5025079250336
144,"NetC14",41007,3000,3000,6,9.83728313446045
144,"SPD",41007,3000,3000,6,0.038470983505249
145,"CKDE",11935,3000,3000,6,1.50746202468872
145,"BGMM",11935,3000,3000,6,76.3784840106964
145,"DPMM",11935,3000,3000,6,76.5915679931641
145,"NetC14",11935,3000,3000,6,9.859295129776
145,"SPD",11935,3000,3000,6,0.0556559562683105
146,"CKDE",18808,3000,3000,6,1.48424696922302
146,"BGMM",18808,3000,3000,6,81.1231038570404
146,"DPMM",18808,3000,3000,6,96.6189548969269
146,"NetC14",18808,3000,3000,6,9.83523511886597
146,"SPD",18808,3000,3000,6,0.0480890274047852
147,"CKDE",43055,3000,3000,6,1.49703598022461
147,"BGMM",43055,3000,3000,6,71.8567900657654
147,"DPMM",43055,3000,3000,6,90.7397530078888
147,"NetC14",43055,3000,3000,6,10.0682141780853
147,"SPD",43055,3000,3000,6,0.0370810031890869
148,"CKDE",37053,3000,3000,6,1.51796102523804
148,"BGMM",37053,3000,3000,6,50.4362480640411
148,"DPMM",37053,3000,3000,6,76.4786560535431
148,"NetC14",37053,3000,3000,6,8.38912200927734
148,"SPD",37053,3000,3000,6,0.0394160747528076
149,"CKDE",35315,3000,3000,6,1.48000907897949
149,"BGMM",35315,3000,3000,6,55.3361570835114
149,"DPMM",35315,3000,3000,6,76.5860230922699
149,"NetC14",35315,3000,3000,6,8.82178211212158
149,"SPD",35315,3000,3000,6,0.0412638187408447
150,"CKDE",22232,3000,3000,6,1.48280596733093
150,"BGMM",22232,3000,3000,6,69.6701579093933
150,"DPMM",22232,3000,3000,6,91.4698450565338
150,"NetC14",22232,3000,3000,6,9.33093094825745
150,"SPD",22232,3000,3000,6,0.0440881252288818
151,"CKDE",19979,3000,3000,6,1.49451589584351
151,"BGMM",19979,3000,3000,6,66.9524240493774
151,"DPMM",19979,3000,3000,6,85.4823319911957
151,"NetC14",19979,3000,3000,6,11.280485868454
151,"SPD",19979,3000,3000,6,0.0638711452484131
152,"CKDE",42276,3000,3000,6,1.36747097969055
152,"BGMM",42276,3000,3000,6,53.4445290565491
152,"DPMM",42276,3000,3000,6,73.2074730396271
152,"NetC14",42276,3000,3000,6,7.95008778572083
152,"SPD",42276,3000,3000,6,0.0352840423583984
153,"CKDE",18188,3000,3000,6,1.3839590549469
153,"BGMM",18188,3000,3000,6,52.2118158340454
153,"DPMM",18188,3000,3000,6,59.9057312011719
153,"NetC14",18188,3000,3000,6,8.0422260761261
153,"SPD",18188,3000,3000,6,0.0527670383453369
154,"CKDE",31208,3000,3000,6,1.37143111228943
154,"BGMM",31208,3000,3000,6,46.5369789600372
154,"DPMM",31208,3000,3000,6,72.3895351886749
154,"NetC14",31208,3000,3000,6,7.96197390556335
154,"SPD",31208,3000,3000,6,0.0377888679504395
155,"CKDE",25543,3000,3000,6,1.37090277671814
155,"BGMM",25543,3000,3000,6,57.9868321418762
155,"DPMM",25543,3000,3000,6,74.063225030899
155,"NetC14",25543,3000,3000,6,8.00633597373962
155,"SPD",25543,3000,3000,6,0.0419938564300537
156,"CKDE",11239,3000,3000,6,1.3659508228302
156,"BGMM",11239,3000,3000,6,45.8309931755066
156,"DPMM",11239,3000,3000,6,86.7577159404755
156,"NetC14",11239,3000,3000,6,7.04947900772095
156,"SPD",11239,3000,3000,6,0.0555129051208496
157,"CKDE",9098,3000,3000,6,1.33719682693481
157,"BGMM",9098,3000,3000,6,42.7954211235046
157,"DPMM",9098,3000,3000,6,84.1327891349792
157,"NetC14",9098,3000,3000,6,7.26862502098083
157,"SPD",9098,3000,3000,6,0.0538318157196045
158,"CKDE",24627,3000,3000,6,1.38144397735596
158,"BGMM",24627,3000,3000,6,40.6172821521759
158,"DPMM",24627,3000,3000,6,66.5972828865051
158,"NetC14",24627,3000,3000,6,6.8260600566864
158,"SPD",24627,3000,3000,6,0.0391778945922852
159,"CKDE",37677,3000,3000,6,1.27520108222961
159,"BGMM",37677,3000,3000,6,28.6192290782928
159,"DPMM",37677,3000,3000,6,55.4611768722534
159,"NetC14",37677,3000,3000,6,7.29275798797607
159,"SPD",37677,3000,3000,6,0.0412278175354004
160,"CKDE",28800,3000,3000,6,1.28653192520142
160,"BGMM",28800,3000,3000,6,33.013514995575
160,"DPMM",28800,3000,3000,6,84.5679759979248
160,"NetC14",28800,3000,3000,6,7.02617907524109
160,"SPD",28800,3000,3000,6,0.0452401638031006
161,"CKDE",32168,3000,3000,6,1.95108699798584
161,"BGMM",32168,3000,3000,6,66.9164009094238
161,"DPMM",32168,3000,3000,6,81.6683070659637
161,"NetC14",32168,3000,3000,6,10.3583338260651
161,"SPD",32168,3000,3000,6,0.0381240844726562
162,"CKDE",358,3000,3000,6,1.69103288650513
162,"BGMM",358,3000,3000,6,66.6157209873199
162,"DPMM",358,3000,3000,6,94.6742990016937
162,"NetC14",358,3000,3000,6,10.9920260906219
162,"SPD",358,3000,3000,6,0.0610029697418213
163,"CKDE",38485,3000,3000,6,1.82717514038086
163,"BGMM",38485,3000,3000,6,74.8685529232025
163,"DPMM",38485,3000,3000,6,82.9670288562775
163,"NetC14",38485,3000,3000,6,10.9682791233063
163,"SPD",38485,3000,3000,6,0.0396108627319336
164,"CKDE",9885,3000,3000,6,1.5252251625061
164,"BGMM",9885,3000,3000,6,88.7596099376678
164,"DPMM",9885,3000,3000,6,84.3488750457764
164,"NetC14",9885,3000,3000,6,9.88972783088684
164,"SPD",9885,3000,3000,6,0.0475180149078369
165,"CKDE",37103,3000,3000,6,1.53247213363647
165,"BGMM",37103,3000,3000,6,69.5018360614777
165,"DPMM",37103,3000,3000,6,84.75461602211
165,"NetC14",37103,3000,3000,6,10.0047149658203
165,"SPD",37103,3000,3000,6,0.033195972442627
166,"CKDE",1567,3000,3000,6,1.67155718803406
166,"BGMM",1567,3000,3000,6,71.0905501842499
166,"DPMM",1567,3000,3000,6,96.7656960487366
166,"NetC14",1567,3000,3000,6,9.92375302314758
166,"SPD",1567,3000,3000,6,0.0604708194732666
167,"CKDE",12721,3000,3000,6,1.55684995651245
167,"BGMM",12721,3000,3000,6,79.3714280128479
167,"DPMM",12721,3000,3000,6,80.502897977829
167,"NetC14",12721,3000,3000,6,9.81483793258667
167,"SPD",12721,3000,3000,6,0.0528218746185303
168,"CKDE",8202,3000,3000,6,1.50331902503967
168,"BGMM",8202,3000,3000,6,66.3361949920654
168,"DPMM",8202,3000,3000,6,88.252240896225
168,"NetC14",8202,3000,3000,6,8.71665000915527
168,"SPD",8202,3000,3000,6,0.0524828433990479
169,"CKDE",3378,3000,3500,6,1.60444307327271
169,"BGMM",3378,3000,3500,6,72.7957339286804
169,"DPMM",3378,3000,3500,6,117.718857049942
169,"NetC14",3378,3000,3500,6,9.91771984100342
169,"SPD",3378,3000,3500,6,0.0591878890991211
170,"CKDE",4865,3000,3500,6,1.56759190559387
170,"BGMM",4865,3000,3500,6,71.6934909820557
170,"DPMM",4865,3000,3500,6,101.940433979034
170,"NetC14",4865,3000,3500,6,11.3378729820251
170,"SPD",4865,3000,3500,6,0.0672538280487061
171,"CKDE",38377,3000,3500,6,1.77730512619019
171,"BGMM",38377,3000,3500,6,59.5895030498505
171,"DPMM",38377,3000,3500,6,79.7712659835815
171,"NetC14",38377,3000,3500,6,8.62944984436035
171,"SPD",38377,3000,3500,6,0.0429461002349854
172,"CKDE",34732,3000,3500,6,1.48900699615479
172,"BGMM",34732,3000,3500,6,55.4683589935303
172,"DPMM",34732,3000,3500,6,97.3458950519562
172,"NetC14",34732,3000,3500,6,8.99208617210388
172,"SPD",34732,3000,3500,6,0.0452899932861328
173,"CKDE",7093,3000,3500,6,1.57186102867126
173,"BGMM",7093,3000,3500,6,56.9610869884491
173,"DPMM",7093,3000,3500,6,87.5778579711914
173,"NetC14",7093,3000,3500,6,9.27970814704895
173,"SPD",7093,3000,3500,6,0.0614290237426758
174,"CKDE",10486,3000,3500,6,1.38420677185059
174,"BGMM",10486,3000,3500,6,61.5369019508362
174,"DPMM",10486,3000,3500,6,77.6341488361359
174,"NetC14",10486,3000,3500,6,9.04822301864624
174,"SPD",10486,3000,3500,6,0.0624179840087891
175,"CKDE",6769,3000,3500,6,1.47397994995117
175,"BGMM",6769,3000,3500,6,42.4975578784943
175,"DPMM",6769,3000,3500,6,104.601191997528
175,"NetC14",6769,3000,3500,6,7.21335387229919
175,"SPD",6769,3000,3500,6,0.0603361129760742
176,"CKDE",43520,3000,3500,6,1.35326600074768
176,"BGMM",43520,3000,3500,6,42.1985111236572
176,"DPMM",43520,3000,3500,6,62.2349901199341
176,"NetC14",43520,3000,3500,6,8.06563282012939
176,"SPD",43520,3000,3500,6,0.0440678596496582
177,"CKDE",46136,3000,3500,6,1.44586992263794
177,"BGMM",46136,3000,3500,6,22.5111608505249
177,"DPMM",46136,3000,3500,6,53.6042029857635
177,"NetC14",46136,3000,3500,6,6.06867003440857
177,"SPD",46136,3000,3500,6,0.0430288314819336
178,"CKDE",43380,3000,3500,6,1.42849016189575
178,"BGMM",43380,3000,3500,6,35.063807964325
178,"DPMM",43380,3000,3500,6,84.1593019962311
178,"NetC14",43380,3000,3500,6,7.31199908256531
178,"SPD",43380,3000,3500,6,0.04268479347229
179,"CKDE",24901,3000,3500,6,1.41795611381531
179,"BGMM",24901,3000,3500,6,37.1338930130005
179,"DPMM",24901,3000,3500,6,96.3590919971466
179,"NetC14",24901,3000,3500,6,7.35782909393311
179,"SPD",24901,3000,3500,6,0.0552430152893066
180,"CKDE",1888,3000,3500,6,1.40291810035706
180,"BGMM",1888,3000,3500,6,32.2432770729065
180,"DPMM",1888,3000,3500,6,87.5057389736176
180,"NetC14",1888,3000,3500,6,7.23905086517334
180,"SPD",1888,3000,3500,6,0.0619869232177734
181,"CKDE",29751,3000,3500,6,1.86275792121887
181,"BGMM",29751,3000,3500,6,71.3281109333038
181,"DPMM",29751,3000,3500,6,100.212563991547
181,"NetC14",29751,3000,3500,6,10.5102272033691
181,"SPD",29751,3000,3500,6,0.0470259189605713
182,"CKDE",3013,3000,3500,6,1.55190300941467
182,"BGMM",3013,3000,3500,6,76.5086500644684
182,"DPMM",3013,3000,3500,6,126.768445014954
182,"NetC14",3013,3000,3500,6,10.7693507671356
182,"SPD",3013,3000,3500,6,0.0726261138916016
183,"CKDE",33450,3000,3500,6,1.80935907363892
183,"BGMM",33450,3000,3500,6,83.730329990387
183,"DPMM",33450,3000,3500,6,95.8232438564301
183,"NetC14",33450,3000,3500,6,12.9008078575134
183,"SPD",33450,3000,3500,6,0.0439178943634033
184,"CKDE",46332,3000,3500,6,1.65300488471985
184,"BGMM",46332,3000,3500,6,39.2733039855957
184,"DPMM",46332,3000,3500,6,75.1579201221466
184,"NetC14",46332,3000,3500,6,8.86083197593689
184,"SPD",46332,3000,3500,6,0.0468149185180664
185,"CKDE",14998,3000,3500,6,1.65106701850891
185,"BGMM",14998,3000,3500,6,93.8970861434937
185,"DPMM",14998,3000,3500,6,105.223968982697
185,"NetC14",14998,3000,3500,6,11.3830809593201
185,"SPD",14998,3000,3500,6,0.0403749942779541
186,"CKDE",18922,3000,3500,6,1.5822958946228
186,"BGMM",18922,3000,3500,6,74.983314037323
186,"DPMM",18922,3000,3500,6,97.8670258522034
186,"NetC14",18922,3000,3500,6,9.27957797050476
186,"SPD",18922,3000,3500,6,0.0687441825866699
187,"CKDE",7312,3000,3500,6,1.5748291015625
187,"BGMM",7312,3000,3500,6,72.7292938232422
187,"DPMM",7312,3000,3500,6,105.295040845871
187,"NetC14",7312,3000,3500,6,9.9829261302948
187,"SPD",7312,3000,3500,6,0.0642859935760498
188,"CKDE",42166,3000,3500,6,1.62038993835449
188,"BGMM",42166,3000,3500,6,62.9922931194305
188,"DPMM",42166,3000,3500,6,87.6019220352173
188,"NetC14",42166,3000,3500,6,9.65128111839294
188,"SPD",42166,3000,3500,6,0.0472168922424316
189,"CKDE",16112,3000,3500,6,1.58976197242737
189,"BGMM",16112,3000,3500,6,79.7743871212006
189,"DPMM",16112,3000,3500,6,104.082854986191
189,"NetC14",16112,3000,3500,6,9.89944911003113
189,"SPD",16112,3000,3500,6,0.055366039276123
190,"CKDE",25765,3000,3500,6,1.31726598739624
190,"BGMM",25765,3000,3500,6,68.8716740608215
190,"DPMM",25765,3000,3500,6,112.327069997787
190,"NetC14",25765,3000,3500,6,9.61437892913818
190,"SPD",25765,3000,3500,6,0.0484800338745117
191,"CKDE",22841,3000,3500,6,1.71198797225952
191,"BGMM",22841,3000,3500,6,66.3374898433685
191,"DPMM",22841,3000,3500,6,72.276643037796
191,"NetC14",22841,3000,3500,6,8.78868508338928
191,"SPD",22841,3000,3500,6,0.0426900386810303
192,"CKDE",34744,3000,3500,6,1.47310090065002
192,"BGMM",34744,3000,3500,6,59.5221321582794
192,"DPMM",34744,3000,3500,6,81.3976898193359
192,"NetC14",34744,3000,3500,6,8.84509181976318
192,"SPD",34744,3000,3500,6,0.0370359420776367
193,"CKDE",39911,3000,3500,6,1.51704382896423
193,"BGMM",39911,3000,3500,6,52.4532420635223
193,"DPMM",39911,3000,3500,6,92.7860240936279
193,"NetC14",39911,3000,3500,6,8.5144579410553
193,"SPD",39911,3000,3500,6,0.0447070598602295
194,"CKDE",39992,3000,3500,6,1.4622209072113
194,"BGMM",39992,3000,3500,6,52.7175769805908
194,"DPMM",39992,3000,3500,6,79.2116498947144
194,"NetC14",39992,3000,3500,6,8.60368990898132
194,"SPD",39992,3000,3500,6,0.0439701080322266
195,"CKDE",36001,3000,3500,6,1.46758389472961
195,"BGMM",36001,3000,3500,6,42.1650309562683
195,"DPMM",36001,3000,3500,6,95.9947230815887
195,"NetC14",36001,3000,3500,6,8.01122903823853
195,"SPD",36001,3000,3500,6,0.0442001819610596
196,"CKDE",29707,3000,3500,6,1.40193390846252
196,"BGMM",29707,3000,3500,6,36.752571105957
196,"DPMM",29707,3000,3500,6,80.6015608310699
196,"NetC14",29707,3000,3500,6,7.24335694313049
196,"SPD",29707,3000,3500,6,0.0488979816436768
197,"CKDE",40018,3000,4000,6,1.41041421890259
197,"BGMM",40018,3000,4000,6,35.4430999755859
197,"DPMM",40018,3000,4000,6,114.045596122742
197,"NetC14",40018,3000,4000,6,7.35496687889099
197,"SPD",40018,3000,4000,6,0.0501790046691895
198,"CKDE",4749,3000,4000,6,1.4417450428009
198,"BGMM",4749,3000,4000,6,34.8429431915283
198,"DPMM",4749,3000,4000,6,108.847804069519
198,"NetC14",4749,3000,4000,6,7.1638457775116
198,"SPD",4749,3000,4000,6,0.0702598094940186
199,"CKDE",18725,3000,4000,6,1.43405485153198
199,"BGMM",18725,3000,4000,6,34.6977610588074
199,"DPMM",18725,3000,4000,6,91.0265290737152
199,"NetC14",18725,3000,4000,6,7.91900086402893
199,"SPD",18725,3000,4000,6,0.0659840106964111
200,"CKDE",20496,3000,4000,6,1.42593598365784
200,"BGMM",20496,3000,4000,6,42.6460499763489
200,"DPMM",20496,3000,4000,6,92.7805910110474
200,"NetC14",20496,3000,4000,6,8.08202195167542
200,"SPD",20496,3000,4000,6,0.0545480251312256
201,"CKDE",6989,3000,4000,6,2.0482120513916
201,"BGMM",6989,3000,4000,6,77.6519031524658
201,"DPMM",6989,3000,4000,6,114.640516996384
201,"NetC14",6989,3000,4000,6,11.4026432037354
201,"SPD",6989,3000,4000,6,0.0768840312957764
202,"CKDE",13233,3000,4000,6,1.72943496704102
202,"BGMM",13233,3000,4000,6,86.3725929260254
202,"DPMM",13233,3000,4000,6,121.826533079147
202,"NetC14",13233,3000,4000,6,13.5939471721649
202,"SPD",13233,3000,4000,6,0.0615839958190918
203,"CKDE",21907,3000,4000,6,1.74622797966003
203,"BGMM",21907,3000,4000,6,86.4449639320374
203,"DPMM",21907,3000,4000,6,99.8567891120911
203,"NetC14",21907,3000,4000,6,11.1753859519958
203,"SPD",21907,3000,4000,6,0.078812837600708
204,"CKDE",31087,3000,4000,6,1.62362694740295
204,"BGMM",31087,3000,4000,6,81.9121301174164
204,"DPMM",31087,3000,4000,6,118.88898396492
204,"NetC14",31087,3000,4000,6,11.002228975296
204,"SPD",31087,3000,4000,6,0.0469310283660889
205,"CKDE",43322,3000,4000,6,1.70690083503723
205,"BGMM",43322,3000,4000,6,87.3022840023041
205,"DPMM",43322,3000,4000,6,85.4357481002808
205,"NetC14",43322,3000,4000,6,11.7894020080566
205,"SPD",43322,3000,4000,6,0.0571160316467285
206,"CKDE",33079,3000,4000,6,1.71143007278442
206,"BGMM",33079,3000,4000,6,80.7205369472504
206,"DPMM",33079,3000,4000,6,99.1771140098572
206,"NetC14",33079,3000,4000,6,10.6049880981445
206,"SPD",33079,3000,4000,6,0.0507299900054932
207,"CKDE",28418,3000,4000,6,1.66943001747131
207,"BGMM",28418,3000,4000,6,90.6475620269775
207,"DPMM",28418,3000,4000,6,121.547855138779
207,"NetC14",28418,3000,4000,6,10.9104709625244
207,"SPD",28418,3000,4000,6,0.0616569519042969
208,"CKDE",8160,3000,4000,6,1.75582194328308
208,"BGMM",8160,3000,4000,6,82.9937920570374
208,"DPMM",8160,3000,4000,6,122.116320133209
208,"NetC14",8160,3000,4000,6,10.0150830745697
208,"SPD",8160,3000,4000,6,0.076024055480957
209,"CKDE",36192,3000,4000,6,1.72231292724609
209,"BGMM",36192,3000,4000,6,42.1924500465393
