"iter","model","start","n_years","n_samples","n_clusters","e_clusters","mae_oracle","mse_oracle","elapsed","tvd","wd","mae","mse"
154,"BGMM",26882,12500,250,1,9,194.036992,74893.074648,29.2701001167297,0.018834046894429,50.1128260825383,195.003552,75477.799784
154,"DPMM",26882,12500,250,1,1,194.036992,74893.074648,4.29904198646545,0.0142086380758141,36.5443528839434,194.112953720956,74952.0332516992
154,"NetC14",26882,12500,250,1,12,194.036992,74893.074648,11.5739018917084,0.0225367360673828,48.9898440523655,194.323104,75227.311584
154,"SPD",26882,12500,250,1,NA,194.036992,74893.074648,0.0207018852233887,0.0823516860587288,39.40691007213,196.001656,76435.348896
155,"CKDE",23361,12500,250,1,NA,113.697076,23257.108196,3.2650511264801,0.0635234503189916,92.334862618722,113.938348,23407.802956
155,"BGMM",23361,12500,250,1,9,113.697076,23257.108196,31.477725982666,0.0493820974921209,73.1832984200742,113.858508,23419.977124
155,"DPMM",23361,12500,250,1,1,113.697076,23257.108196,4.29960203170776,0.0263297420184411,39.9209429066297,113.42023873129,23222.3554057073
155,"NetC14",23361,12500,250,1,6,113.697076,23257.108196,11.8037869930267,0.0448799174104189,60.0039973645199,113.567124,23228.958892
155,"SPD",23361,12500,250,1,NA,113.697076,23257.108196,0.0177760124206543,0.0943647632718615,58.619076541516,116.587892,24680.8651
156,"CKDE",7127,12500,250,1,NA,85.68448,14810.674728,3.46274399757385,0.0435849758902069,60.1556319675719,85.94486,14921.287044
156,"BGMM",7127,12500,250,1,9,85.68448,14810.674728,29.1929378509521,0.0185211637718752,52.7740220273099,85.817492,14827.317364
156,"DPMM",7127,12500,250,1,1,85.68448,14810.674728,5.08044791221619,0.0177839631464835,40.0629730431704,85.8196592443242,14835.4475979199
156,"NetC14",7127,12500,250,1,8,85.68448,14810.674728,15.2100040912628,0.0228762598004967,60.2555471020554,85.92,14901.192784
156,"SPD",7127,12500,250,1,NA,85.68448,14810.674728,0.0171959400177002,0.114619258757107,52.1085056409407,86.67122,15212.242748
157,"CKDE",33152,12500,250,1,NA,110.235332,26027.701668,3.57950496673584,0.0436313307880794,49.6008462561121,113.310624,27883.754104
157,"BGMM",33152,12500,250,1,9,110.235332,26027.701668,31.6201460361481,0.0207024614931527,18.7342478589711,109.290584,25333.815256
157,"DPMM",33152,12500,250,1,1,110.235332,26027.701668,4.66965198516846,0.0230111147639299,22.5053329214126,109.474568662542,25534.3841386066
157,"NetC14",33152,12500,250,1,5,110.235332,26027.701668,14.2431530952454,0.019819139412598,14.0073493614307,109.167008,25254.963568
157,"SPD",33152,12500,250,1,NA,110.235332,26027.701668,0.0262157917022705,0.0698328798722217,30.7609766475193,123.203524,35392.738796
158,"CKDE",19201,12500,250,1,NA,90.745128,14423.605992,3.63625192642212,0.0356735657437175,126.136825752034,90.703752,14418.789104
158,"BGMM",19201,12500,250,1,9,90.745128,14423.605992,25.4049520492554,0.0272605557535879,51.5733009852013,90.768672,14408.150768
158,"DPMM",19201,12500,250,1,1,90.745128,14423.605992,4.23444700241089,0.0352922226808366,44.7802572993387,90.958219108033,14476.4069821229
158,"NetC14",19201,12500,250,1,7,90.745128,14423.605992,12.9847609996796,0.0350167237280945,64.8941749029968,90.987896,14501.137968
158,"SPD",19201,12500,250,1,NA,90.745128,14423.605992,0.0177128314971924,0.103976811191976,58.3391593975431,91.309124,14608.090028
159,"CKDE",17357,12500,250,1,NA,97.213856,17192.701224,3.79860210418701,0.0818795929895584,137.145288460901,97.965156,17447.802852
159,"BGMM",17357,12500,250,1,9,97.213856,17192.701224,23.4714829921722,0.0677918502944756,98.7759644187932,97.892508,17440.550492
159,"DPMM",17357,12500,250,1,1,97.213856,17192.701224,4.51243591308594,0.0406480962633918,71.3525771645671,96.85950336983,17065.9680601049
159,"NetC14",17357,12500,250,1,10,97.213856,17192.701224,12.0153939723969,0.0779251279926187,108.283293684535,97.565772,17335.55706
159,"SPD",17357,12500,250,1,NA,97.213856,17192.701224,0.0167210102081299,0.115104120128315,103.859406014013,99.209612,18060.429796
160,"CKDE",17571,12500,250,1,NA,90.247324,14871.658348,3.6341598033905,0.071913862930896,137.373221054377,90.197252,14788.778612
160,"BGMM",17571,12500,250,1,7,90.247324,14871.658348,24.3993330001831,0.0631660357024351,92.0232533597868,90.370524,14960.058228
160,"DPMM",17571,12500,250,1,1,90.247324,14871.658348,4.44230318069458,0.0544258521916673,87.3001859081301,90.4283232698058,14929.7781646746
160,"NetC14",17571,12500,250,1,5,90.247324,14871.658348,12.3350710868835,0.0738154175639518,98.0591851154485,90.347728,14886.966776
160,"SPD",17571,12500,250,1,NA,90.247324,14871.658348,0.0183889865875244,0.112897073670977,90.6116090197462,92.914524,16016.52202
161,"CKDE",29551,12500,250,1,NA,117.076688,22878.368016,3.29713010787964,0.0580113027796296,25.2235288813994,116.022564,22461.474796
161,"BGMM",29551,12500,250,1,9,117.076688,22878.368016,27.1167860031128,0.0386974537326044,32.2092686000287,117.001044,22865.365324
161,"DPMM",29551,12500,250,1,5,117.076688,22878.368016,7.35327219963074,0.0933564310007017,29.910556087315,117.984153122929,23002.929093415
161,"NetC14",29551,12500,250,1,4,117.076688,22878.368016,12.2531678676605,0.0265927324399523,12.0796889998193,116.8336,22764.347512
161,"SPD",29551,12500,250,1,NA,117.076688,22878.368016,0.0173108577728271,0.0349975007900108,21.9057892184392,118.108504,23240.468272
162,"CKDE",35395,12500,250,1,NA,135.798616,32152.18364,3.77948713302612,0.0516977165876892,75.8699971214534,136.828448,32788.024488
162,"BGMM",35395,12500,250,1,9,135.798616,32152.18364,25.7830438613892,0.0275517890261318,40.0843516977995,135.694748,32178.458076
162,"DPMM",35395,12500,250,1,2,135.798616,32152.18364,4.47187805175781,0.00985113518222233,19.7290586600567,135.74002446925,32213.4709064889
162,"NetC14",35395,12500,250,1,9,135.798616,32152.18364,12.282567024231,0.0362171529923733,42.4974646355428,135.632332,31997.018348
162,"SPD",35395,12500,250,1,NA,135.798616,32152.18364,0.0178110599517822,0.0717866896756793,55.556114031207,139.772076,35073.523372
163,"CKDE",14865,12500,250,1,NA,122.126196,28476.692212,3.58806085586548,0.0592465697785805,56.3052088884737,121.726104,28302.88892
163,"BGMM",14865,12500,250,1,9,122.126196,28476.692212,35.3258681297302,0.0268133651742555,26.1122516934709,121.985892,28417.862092
163,"DPMM",14865,12500,250,1,2,122.126196,28476.692212,4.51201391220093,0.0126718839799663,17.7946774973382,122.636478894417,28631.8586884892
163,"NetC14",14865,12500,250,1,5,122.126196,28476.692212,17.8032579421997,0.0339123428412266,36.8429128231047,122.413304,28560.882528
163,"SPD",14865,12500,250,1,NA,122.126196,28476.692212,0.0180511474609375,0.111107124282424,42.9655264828014,123.374008,28988.390768
164,"CKDE",28308,12500,250,1,NA,200.20914,74454.366244,4.21324300765991,0.0665368574573031,181.873158775103,200.681892,74668.55506
164,"BGMM",28308,12500,250,1,9,200.20914,74454.366244,38.5534710884094,0.0575254776020883,109.244019855035,199.904004,74453.198748
164,"DPMM",28308,12500,250,1,1,200.20914,74454.366244,5.02264404296875,0.0415623840282428,104.196687556958,200.33035175315,74517.1041323628
164,"NetC14",28308,12500,250,1,10,200.20914,74454.366244,17.5064089298248,0.0659742698653979,105.045355119209,200.083996,74533.810772
164,"SPD",28308,12500,250,1,NA,200.20914,74454.366244,0.023827075958252,0.0849090918557949,99.099070098105,201.19928,75088.885504
165,"CKDE",29623,12500,250,1,NA,109.830432,22035.171712,3.5196681022644,0.0592357349275052,415.022182331352,110.577064,22645.693088
165,"BGMM",29623,12500,250,1,9,109.830432,22035.171712,40.4166648387909,0.0512023610517598,54.4756795234688,110.402284,22377.074916
165,"DPMM",29623,12500,250,1,1,109.830432,22035.171712,4.45114207267761,0.0718109637008593,83.2204305359462,112.827475305962,23161.562886966
165,"NetC14",29623,12500,250,1,5,109.830432,22035.171712,13.7359249591827,0.0480730810194103,57.3122067146392,109.749056,22030.095448
165,"SPD",29623,12500,250,1,NA,109.830432,22035.171712,0.0185379981994629,0.0687360897898894,57.4297304710262,113.365984,24316.506272
166,"CKDE",28835,12500,250,1,NA,154.264904,41297.744392,3.34401702880859,0.0593426969198376,57.5517672009156,161.151636,46442.847196
166,"BGMM",28835,12500,250,1,9,154.264904,41297.744392,42.0318958759308,0.0128886123764005,13.2325804158491,154.757656,41838.081584
166,"DPMM",28835,12500,250,1,1,154.264904,41297.744392,4.27334094047546,0.0107246473482254,15.7357226045858,154.54068170716,41399.3605542913
166,"NetC14",28835,12500,250,1,6,154.264904,41297.744392,14.2270650863647,0.0276606133853572,25.1947731859094,158.066632,44246.410464
166,"SPD",28835,12500,250,1,NA,154.264904,41297.744392,0.01963210105896,0.0785968988433196,51.1892404987452,175.474376,59867.440488
167,"CKDE",35718,12500,250,1,NA,212.318088,80963.167576,3.78314995765686,0.083163872627974,214.105775362658,213.132656,81341.97552
167,"BGMM",35718,12500,250,1,9,212.318088,80963.167576,43.3889198303223,0.0273858082855583,40.7976765764277,212.415192,80942.622928
167,"DPMM",35718,12500,250,1,1,212.318088,80963.167576,5.15327405929565,0.0223216213398838,33.8052277074497,212.491097798032,81029.5633261213
167,"NetC14",35718,12500,250,1,5,212.318088,80963.167576,17.8918387889862,0.0481020383419089,46.748144011723,212.974148,81682.750196
167,"SPD",35718,12500,250,1,NA,212.318088,80963.167576,0.0192840099334717,0.0907713746750462,60.2482420128063,217.277848,85116.704032
168,"CKDE",11483,12500,250,1,NA,68.155428,10334.826844,3.52048802375793,0.0339010578940581,138.374103220932,68.18914,10327.533276
168,"BGMM",11483,12500,250,1,9,68.155428,10334.826844,37.1871130466461,0.0372511122380079,35.5584064042545,68.411352,10479.405168
168,"DPMM",11483,12500,250,1,1,68.155428,10334.826844,5.11201691627502,0.0249865434372256,23.5881570102456,68.9156833034718,10541.8831829638
168,"NetC14",11483,12500,250,1,7,68.155428,10334.826844,16.9280529022217,0.0312134647383477,32.3094505204395,68.088644,10346.615524
168,"SPD",11483,12500,250,1,NA,68.155428,10334.826844,0.0210721492767334,0.0890520331731334,25.4210245474487,69.251484,10931.71542
169,"CKDE",1884,500,1250,1,NA,26.1841512,1150.71366,0.401060104370117,0.340275069755865,60.6612272046499,36.0686472,2026.3606824
169,"BGMM",1884,500,1250,1,9,26.1841512,1150.71366,24.4513111114502,0.0585413968704178,3.47576097350785,25.8367352,1135.8621688
169,"DPMM",1884,500,1250,1,2,26.1841512,1150.71366,22.0422050952911,0.0355437664111041,2.15356508949381,25.576850137268,1104.11361299038
169,"NetC14",1884,500,1250,1,5,26.1841512,1150.71366,4.89776515960693,0.135012717237465,8.45286948772937,29.8745184,1467.2549616
169,"SPD",1884,500,1250,1,NA,26.1841512,1150.71366,0.00310087203979492,0.366841087151615,30.9026757144052,47.201532,3992.3924296
170,"CKDE",30788,500,1250,1,NA,43.932548,3080.31446159999,0.319958209991455,0.187439080528185,37.3417591625987,48.3929688,3757.60841519999
170,"BGMM",30788,500,1250,1,9,43.932548,3080.31446159999,24.1920819282532,0.0589777083268827,6.27884981653844,43.9655008,3084.4556176
170,"DPMM",30788,500,1250,1,2,43.932548,3080.31446159999,21.5506210327148,0.0422104826473011,5.2668477948092,44.0291059802856,3094.10920614663
170,"NetC14",30788,500,1250,1,9,43.932548,3080.31446159999,5.04986000061035,0.0466194870510585,5.76085726403075,44.1935232,3112.04742400001
170,"SPD",30788,500,1250,1,NA,43.932548,3080.31446159999,0.00379800796508789,0.224321847616581,27.9741264043851,57.5157696,5292.39493280002
171,"CKDE",3250,500,1250,1,NA,25.8761688,1060.8993304,0.302214860916138,0.352283909702583,99.9240370795309,33.13512,1710.3377344
171,"BGMM",3250,500,1250,1,9,25.8761688,1060.8993304,24.0522351264954,0.165943907009769,7.73522770122557,24.7219744,975.3937968
171,"DPMM",3250,500,1250,1,4,25.8761688,1060.8993304,28.4008738994598,0.243118802904542,10.3069448142458,23.8893785047922,914.254226720384
171,"NetC14",3250,500,1250,1,4,25.8761688,1060.8993304,4.58638882637024,0.183699358216651,9.75092013896014,29.363192,1357.533168
171,"SPD",3250,500,1250,1,NA,25.8761688,1060.8993304,0.00296902656555176,0.325921025435595,22.1559039218523,41.9384088,2955.18724879999
172,"CKDE",32882,500,1250,1,NA,27.7781928,1209.9652024,0.281408071517944,0.571915079185825,75.5889258975616,66.8324928,6679.27832640002
172,"BGMM",32882,500,1250,1,9,27.7781928,1209.9652024,24.1703569889069,0.0760669864499644,2.6321966982573,28.3044504,1304.5358152
172,"DPMM",32882,500,1250,1,1,27.7781928,1209.9652024,21.4825699329376,0.0651453021109058,2.49194173766552,27.4585992541714,1204.0655860652
172,"NetC14",32882,500,1250,1,5,27.7781928,1209.9652024,4.70328497886658,0.291457473051328,17.2212566579809,39.6032512,2459.016952
172,"SPD",32882,500,1250,1,NA,27.7781928,1209.9652024,0.00351119041442871,0.660918817262415,78.7922388116933,96.3913288,13671.1024152
173,"CKDE",36606,500,1250,1,NA,31.8690304,1586.938392,0.348168849945068,0.390323320631455,47.3336920225321,54.0404592,5203.79366080002
173,"BGMM",36606,500,1250,1,9,31.8690304,1586.938392,28.9388279914856,0.136185098117294,6.61418928008294,29.7622672,1390.1800416
173,"DPMM",36606,500,1250,1,2,31.8690304,1586.938392,31.6843140125275,0.308003602594171,11.9530581238452,28.3194720357252,1718.91043918775
173,"NetC14",36606,500,1250,1,7,31.8690304,1586.938392,5.27326703071594,0.19470235013305,11.439808267605,38.7162904,2322.94957199999
173,"SPD",36606,500,1250,1,NA,31.8690304,1586.938392,0.00271797180175781,0.480808568673565,65.8402145758458,87.200076,14742.5627416
174,"CKDE",34311,500,1250,1,NA,46.1123496,3331.1221448,0.409589052200317,0.334561414845837,47.0694718261867,63.225416,6135.61044960001
174,"BGMM",34311,500,1250,1,9,46.1123496,3331.1221448,24.9012298583984,0.087327434705746,5.09983217516992,45.9294888,3341.94478639999
174,"DPMM",34311,500,1250,1,2,46.1123496,3331.1221448,28.2278890609741,0.154422342971672,7.60200585316896,45.658356489848,3298.80015988527
174,"NetC14",34311,500,1250,1,7,46.1123496,3331.1221448,5.03631711006165,0.0473442720465999,3.76822724992393,47.4971176,3532.5407672
174,"SPD",34311,500,1250,1,NA,46.1123496,3331.1221448,0.00317716598510742,0.414767869914323,53.5091684150693,84.500028,10815.8543784
175,"CKDE",2092,500,1250,1,NA,20.4066408,689.606989600001,0.343024969100952,0.324939170196306,257.998456552474,33.3111616,2650.34895519998
175,"BGMM",2092,500,1250,1,9,20.4066408,689.606989600001,26.5207109451294,0.0945463338695567,8.00826475088056,25.9420912,1410.24437760001
175,"DPMM",2092,500,1250,1,1,20.4066408,689.606989600001,34.0592122077942,0.0812647824564833,2.19076444688982,20.8922575786355,736.150038598754
175,"NetC14",2092,500,1250,1,7,20.4066408,689.606989600001,5.25634503364563,0.305805213589337,28.5052309265182,41.5883696,3607.75967519998
175,"SPD",2092,500,1250,1,NA,20.4066408,689.606989600001,0.00330805778503418,0.484577792086845,54.3657155541772,64.5813416,7261.99591599994
176,"CKDE",30071,500,1250,1,NA,18.537008,557.052987200001,0.326241970062256,0.410013559148659,105.450732306955,32.6926728,2142.4120136
176,"BGMM",30071,500,1250,1,9,18.537008,557.052987200001,26.2876379489899,0.0186236745817233,0.966809937514047,19.2533632,651.754457600003
176,"DPMM",30071,500,1250,1,1,18.537008,557.052987200001,22.3420679569244,0.122624247945628,3.06750659993029,18.6435556938295,551.79050900366
176,"NetC14",30071,500,1250,1,3,18.537008,557.052987200001,5.23655295372009,0.224992868603031,14.2421068216704,23.967696,988.400967999998
176,"SPD",30071,500,1250,1,NA,18.537008,557.052987200001,0.003173828125,0.390518767553651,43.5693603065434,52.263276,5802.69533519996
177,"CKDE",4391,500,1250,1,NA,31.1328704,1561.5012496,0.362836837768555,0.383954268028745,145.185431511555,44.6465192,3220.5041048
177,"BGMM",4391,500,1250,1,9,31.1328704,1561.5012496,23.0142660140991,0.155371070069752,8.01613308400134,34.449908,1898.87249840001
177,"DPMM",4391,500,1250,1,2,31.1328704,1561.5012496,29.4979560375214,0.602880482148853,68.8490675350579,74.4286981041004,8668.75420828362
177,"NetC14",4391,500,1250,1,5,31.1328704,1561.5012496,4.81396889686584,0.227663000878293,14.6228554288673,40.4039096,2606.9902472
177,"SPD",4391,500,1250,1,NA,31.1328704,1561.5012496,0.00366497039794922,0.549491219921303,54.8451342337232,76.064672,8546.41257440002
178,"CKDE",42352,500,1250,1,NA,33.5328624,1777.0145792,0.381367921829224,0.323530781524163,64.3783931349905,45.7206488,3269.87946799999
178,"BGMM",42352,500,1250,1,9,33.5328624,1777.0145792,23.1057729721069,0.166885589089299,6.5387890145784,31.8668408,1640.6462072
178,"DPMM",42352,500,1250,1,2,33.5328624,1777.0145792,27.5317370891571,0.116296472295569,5.78209042094709,31.3188958462292,1557.63809647988
178,"NetC14",42352,500,1250,1,5,33.5328624,1777.0145792,5.14416193962097,0.122576245227589,7.8998836773259,37.4278784,2207.4666912
178,"SPD",42352,500,1250,1,NA,33.5328624,1777.0145792,0.00325679779052734,0.402000622102135,37.9574430034642,62.077264,6193.54206720002
179,"CKDE",27036,500,1250,1,NA,30.625044,1491.1167208,0.346389055252075,0.227989181234879,25.6973828334347,35.6582544,2029.5345904
179,"BGMM",27036,500,1250,1,9,30.625044,1491.1167208,24.1274819374084,0.0414086989753714,2.5415274021361,31.3257984,1578.377576
179,"DPMM",27036,500,1250,1,2,30.625044,1491.1167208,23.2670948505402,0.020834771370668,1.48510687488113,31.0020476708969,1526.8346248823
179,"NetC14",27036,500,1250,1,5,30.625044,1491.1167208,5.31358981132507,0.0899155939797237,6.33344395476981,32.2342168,1652.7862024
179,"SPD",27036,500,1250,1,NA,30.625044,1491.1167208,0.00326204299926758,0.267122396798992,24.9004552988148,44.7368544,3254.94178399999
180,"CKDE",45558,500,1250,1,NA,29.8008744,1383.7329528,0.334246158599854,0.639771239324829,299.623443068455,130.0284288,23722.7613103998
180,"BGMM",45558,500,1250,1,9,29.8008744,1383.7329528,23.4485499858856,0.241731662475924,15.7227999459262,41.6580552,3366.62188239999
180,"DPMM",45558,500,1250,1,1,29.8008744,1383.7329528,23.3762381076813,0.0932434082461892,3.79008458224763,29.6975204186541,1392.78685809531
180,"NetC14",45558,500,1250,1,5,29.8008744,1383.7329528,5.01387906074524,0.177739878901384,12.485685680893,37.78202,2295.03736879999
180,"SPD",45558,500,1250,1,NA,29.8008744,1383.7329528,0.00297403335571289,0.637760325893144,131.354356107698,141.9383656,33266.3615352001
181,"CKDE",23692,500,1250,1,NA,23.0084712,837.250351200002,0.376828193664551,0.41315057810603,59.6855985387266,41.6774128,3350.30629759999
181,"BGMM",23692,500,1250,1,9,23.0084712,837.250351200002,24.3603360652924,0.0619125058074867,3.19152483284402,24.796004,1045.3376424
181,"DPMM",23692,500,1250,1,5,23.0084712,837.250351200002,30.711982011795,0.0361407332176595,2.40785280596698,24.7967740371401,1120.7918245062
181,"NetC14",23692,500,1250,1,4,23.0084712,837.250351200002,4.54144787788391,0.22477228074321,12.4408816295943,28.6587584,1330.3868144
181,"SPD",23692,500,1250,1,NA,23.0084712,837.250351200002,0.00278210639953613,0.473166558866702,54.6814532084946,67.9293656,9251.20036879996
182,"CKDE",23552,500,1250,1,NA,26.9608296,1141.5095176,0.274760961532593,0.352221752239263,47.8750321604495,38.6083536,2279.22928479999
182,"BGMM",23552,500,1250,1,9,26.9608296,1141.5095176,25.6922318935394,0.0296369136978612,1.26569313197839,27.7407592,1227.8374264
182,"DPMM",23552,500,1250,1,1,26.9608296,1141.5095176,22.444384098053,0.0318864308934106,1.18723928867591,26.5785500865497,1115.00142977307
182,"NetC14",23552,500,1250,1,4,26.9608296,1141.5095176,5.26715612411499,0.243811532699643,14.6981287006643,35.0778608,1959.4013936
182,"SPD",23552,500,1250,1,NA,26.9608296,1141.5095176,0.00294589996337891,0.48747531917343,38.0096371375366,55.0059448,4541.92379440002
183,"CKDE",3175,500,1250,1,NA,27.3534408,1246.1380344,0.377454042434692,0.256801954339643,25.482555524638,33.1525864,1762.9106296
183,"BGMM",3175,500,1250,1,9,27.3534408,1246.1380344,30.955039024353,0.0110378653265273,0.675477277058589,27.5548576,1265.4813952
183,"DPMM",3175,500,1250,1,2,27.3534408,1246.1380344,26.4345650672913,0.0622420923228972,2.53060037259848,26.9618295917473,1224.26044570041
183,"NetC14",3175,500,1250,1,6,27.3534408,1246.1380344,5.56152200698853,0.119675654285216,7.24966486777243,30.1822192,1505.3650816
183,"SPD",3175,500,1250,1,NA,27.3534408,1246.1380344,0.00385522842407227,0.320751865042572,21.2647990959645,39.8760904,2510.5675848
184,"CKDE",29480,500,1250,1,NA,31.528152,1563.1854944,0.393049955368042,0.502187057082335,120.808829046141,71.1418912,7344.22383520002
184,"BGMM",29480,500,1250,1,9,31.528152,1563.1854944,26.1751570701599,0.269413240277229,19.172692705874,45.80776,3655.41194880001
184,"DPMM",29480,500,1250,1,1,31.528152,1563.1854944,22.0131020545959,0.367089074480133,10.9736830033987,26.1438025884528,1130.25914898924
184,"NetC14",29480,500,1250,1,7,31.528152,1563.1854944,4.87968611717224,0.287105726980861,18.8111659985512,45.8157584,3266.73494239999
184,"SPD",29480,500,1250,1,NA,31.528152,1563.1854944,0.00296902656555176,0.673031432280476,82.469227656693,104.6983128,15283.5858248
185,"CKDE",25521,500,1250,1,NA,24.4740624,943.232328000002,0.367917060852051,0.368474719180081,28.8795551669949,35.4014016,1962.1608672
185,"BGMM",25521,500,1250,1,9,24.4740624,943.232328000002,25.1028220653534,0.0653817229693637,1.95928615911332,24.370572,955.567632800002
185,"DPMM",25521,500,1250,1,2,24.4740624,943.232328000002,21.6873180866241,0.090415065719903,2.65071282686392,23.6780909711762,889.456057148577
185,"NetC14",25521,500,1250,1,4,24.4740624,943.232328000002,5.08570003509521,0.232355939124939,12.7738953868377,30.5547784,1474.6077048
185,"SPD",25521,500,1250,1,NA,24.4740624,943.232328000002,0.00357794761657715,0.441886783412938,33.0585559758587,48.6510248,3700.5026344
186,"CKDE",7405,500,1250,1,NA,22.0069632,784.2953376,0.372201919555664,0.249187435312659,178.023006822714,23.2507152,895.0551232
186,"BGMM",7405,500,1250,1,9,22.0069632,784.2953376,31.2806820869446,0.0681584038818698,1.74935197720449,21.76216,770.860519999999
186,"DPMM",7405,500,1250,1,1,22.0069632,784.2953376,27.1041250228882,0.0204273530026544,1.20726360548567,22.0336209276007,784.172015459676
186,"NetC14",7405,500,1250,1,4,22.0069632,784.2953376,5.89790487289429,0.18389538964657,8.677544799446,25.0370416,1032.4298944
186,"SPD",7405,500,1250,1,NA,22.0069632,784.2953376,0.00274300575256348,0.297396979473287,17.5609583062693,34.422576,1959.5913936
187,"CKDE",1890,500,1250,1,NA,14.0321904,358.673686400001,0.373914957046509,0.44824731732089,59.8066430794684,58.2446904,7111.06043599993
187,"BGMM",1890,500,1250,1,9,14.0321904,358.673686400001,26.1644840240479,0.0911202631111336,9.27557023822351,20.6872032,1191.28214719999
187,"DPMM",1890,500,1250,1,1,14.0321904,358.673686400001,30.1640570163727,0.0358502661319995,3.84718496359945,16.8050903001403,803.707058301343
187,"NetC14",1890,500,1250,1,5,14.0321904,358.673686400001,5.25734901428223,0.345688755816431,34.2152367173373,40.0851864,3758.25150639999
187,"SPD",1890,500,1250,1,NA,14.0321904,358.673686400001,0.00315093994140625,0.546673116819958,67.066610692754,72.2541936,9382.13308319995
188,"CKDE",32179,500,1250,1,NA,28.1947736,1249.5958216,0.361397981643677,0.499926271012576,180.196762787764,87.830012,8864.611164
188,"BGMM",32179,500,1250,1,9,28.1947736,1249.5958216,28.1612839698792,0.273388726449704,11.3375559004622,24.8546344,967.2375608
188,"DPMM",32179,500,1250,1,4,28.1947736,1249.5958216,30.8967621326447,0.522042162856071,44.0354058764278,170.907612330256,51458.8440613134
188,"NetC14",32179,500,1250,1,7,28.1947736,1249.5958216,5.29269504547119,0.354645657381764,33.1153497822052,56.2906232,6720.07478640003
188,"SPD",32179,500,1250,1,NA,28.1947736,1249.5958216,0.00409603118896484,0.745180317478516,112.314800308677,132.239696,25173.8972912
189,"CKDE",41046,500,1250,1,NA,37.6726288,2237.4321984,0.344565153121948,0.348476381417258,73.5929164372278,54.0111416,4580.92773519999
189,"BGMM",41046,500,1250,1,9,37.6726288,2237.4321984,24.7442278862,0.0868881650011983,3.70598604156544,38.3859608,2387.61561839999
189,"DPMM",41046,500,1250,1,2,37.6726288,2237.4321984,24.8360111713409,0.0929508207097938,4.80502367652215,35.8010765478568,2060.94801378789
189,"NetC14",41046,500,1250,1,6,37.6726288,2237.4321984,5.58198118209839,0.124924727809544,8.539616620133,42.2113176,2792.02546799999
189,"SPD",41046,500,1250,1,NA,37.6726288,2237.4321984,0.00285005569458008,0.449069262277518,48.7883919765817,74.567396,8979.17593040003
190,"CKDE",26214,500,1250,1,NA,41.4803672,2738.3929144,0.411482095718384,0.241029238485268,78.516265971343,48.7094368,3818.8745792
190,"BGMM",26214,500,1250,1,9,41.4803672,2738.3929144,25.0916790962219,0.0311362798388416,3.23835082554912,41.4377456,2768.41880800001
190,"DPMM",26214,500,1250,1,1,41.4803672,2738.3929144,20.2506470680237,0.0316871714647587,3.45644763682519,41.1559698891682,2709.74006974093
190,"NetC14",26214,500,1250,1,7,41.4803672,2738.3929144,5.48473405838013,0.018471523863751,1.78804675517952,41.3610392,2718.37738639999
190,"SPD",26214,500,1250,1,NA,41.4803672,2738.3929144,0.00272321701049805,0.33994835559979,57.061089476462,82.4439264,12680.9459088001
191,"CKDE",41010,500,1250,1,NA,26.6804984,1119.41938,0.3454909324646,0.547035060887801,61.7525709532559,59.9917576,5334.34261520002
191,"BGMM",41010,500,1250,1,9,26.6804984,1119.41938,27.4268889427185,0.133450808141682,4.01453459424718,25.050156,1006.1011416
191,"DPMM",41010,500,1250,1,1,26.6804984,1119.41938,23.4606900215149,0.21102109248731,6.71351916897375,23.5302128424589,891.296057427804
191,"NetC14",41010,500,1250,1,5,26.6804984,1119.41938,5.17138290405273,0.286016979497971,16.7888366167978,38.2513856,2295.931544
191,"SPD",41010,500,1250,1,NA,26.6804984,1119.41938,0.00320315361022949,0.626508842926391,66.6469558350966,84.2595952,10593.3668032
192,"CKDE",537,500,1250,1,NA,20.8223936,700.409212800001,0.307306051254272,0.326011415981268,13.5156767087109,22.266108,783.774211999998
192,"BGMM",537,500,1250,1,9,20.8223936,700.409212800001,33.2741429805756,0.165506561601375,6.22149954930057,21.97558,785.680869599999
192,"DPMM",537,500,1250,1,5,20.8223936,700.409212800001,36.0618228912354,0.148102443135571,3.02184442373387,23.0265896568595,892.072740179749
192,"NetC14",537,500,1250,1,3,20.8223936,700.409212800001,5.87005114555359,0.0961532950755937,3.33928545103764,21.737188,766.031616800001
192,"SPD",537,500,1250,1,NA,20.8223936,700.409212800001,0.00316500663757324,0.156054044258933,8.83675224325132,24.7253528,1019.16742
193,"CKDE",38923,500,1250,1,NA,31.0907072,1517.768032,0.385515928268433,0.435738684692375,105.619991450458,55.6007328,4763.5387312
193,"BGMM",38923,500,1250,1,9,31.0907072,1517.768032,23.98583984375,0.125538904990126,8.01241324839065,36.6223176,2200.37381360001
193,"DPMM",38923,500,1250,1,2,31.0907072,1517.768032,24.1942329406738,0.0725229224994334,2.89681511770421,30.8681294225479,1790.77798068719
193,"NetC14",38923,500,1250,1,6,31.0907072,1517.768032,4.80628204345703,0.252627701700176,16.1346516197247,42.1777824,2786.0341088
193,"SPD",38923,500,1250,1,NA,31.0907072,1517.768032,0.00368499755859375,0.582484519784078,60.8264526250607,81.89648,10055.5720432
194,"CKDE",18493,500,1250,1,NA,19.912532,624.143531999999,0.341032028198242,0.243302133115699,15.9362638274699,23.8409848,903.863864799999
