"iter","model","start","n_years","n_samples","n_clusters","e_clusters","mae_oracle","mse_oracle","elapsed","tvd","wd","mae","mse"
25,"NetC14",39014,500,50,1,4,25.29078,1019.57134,5.04180312156677,0.116835238204493,6.23053426864696,29.16684,1366.84696
25,"SPD",39014,500,50,1,NA,25.29078,1019.57134,0.00023198127746582,0.474425789016913,62.2291911141103,72.12844,9161.73748
26,"CKDE",35489,500,50,1,NA,27.22304,1165.45804,0.199197053909302,0.653977118552523,105.274016069319,121.93704,23320.46356
26,"BGMM",35489,500,50,1,7,27.22304,1165.45804,22.9321630001068,0.538093352915909,51.8646600931679,75.48322,10520.47774
26,"DPMM",35489,500,50,1,2,27.22304,1165.45804,1.71854615211487,0.399782894657941,46.882094834401,64.2182741292876,8242.61399915833
26,"NetC14",35489,500,50,1,5,27.22304,1165.45804,4.8293571472168,0.756038824755802,98.4135614974449,116.53224,20653.89456
26,"SPD",35489,500,50,1,NA,27.22304,1165.45804,0.000176906585693359,0.699411620622802,134.762912110576,148.50236,35371.25356
27,"CKDE",9350,500,50,1,NA,21.51268,720.14624,0.232748985290527,0.155571083686115,31.2897594023524,23.90478,925.06902
27,"BGMM",9350,500,50,1,9,21.51268,720.14624,23.9970219135284,0.12587740109381,8.87254140182334,23.19878,859.07126
27,"DPMM",9350,500,50,1,4,21.51268,720.14624,2.23398518562317,0.18773796775907,7.72615871070684,23.9855238316412,1075.82878309253
27,"NetC14",9350,500,50,1,4,21.51268,720.14624,5.15846109390259,0.130184756377255,9.0307456121856,23.05152,835.22512
27,"SPD",9350,500,50,1,NA,21.51268,720.14624,0.000229835510253906,0.195747663644506,13.5771428819318,28.80504,1428.74588
28,"CKDE",28765,500,50,1,NA,27.70086,1209.46394,0.215126991271973,0.503327197343968,116.538364431065,61.46338,5921.91106
28,"BGMM",28765,500,50,1,9,27.70086,1209.46394,23.3635931015015,0.292898369531432,19.6205501220658,34.53242,1874.95746
28,"DPMM",28765,500,50,1,2,27.70086,1209.46394,1.7032470703125,0.212815960734644,13.719456718048,32.7215530175136,1758.69151965804
28,"NetC14",28765,500,50,1,5,27.70086,1209.46394,4.88588094711304,0.31729650002248,20.318054832101,41.5556,2695.83148
28,"SPD",28765,500,50,1,NA,27.70086,1209.46394,0.000253915786743164,0.615585045665737,65.37571938531,82.42714,10458.26346
29,"CKDE",42872,2500,50,1,NA,106.52612,18509.90572,0.988694906234741,0.341519631799048,89.9237948225662,134.20128,28866.91364
29,"BGMM",42872,2500,50,1,8,106.52612,18509.90572,25.5107009410858,0.166506015002552,71.710456731223,120.41786,24217.4001
29,"DPMM",42872,2500,50,1,2,106.52612,18509.90572,1.98047304153442,0.347113374240104,98.3691646539216,126.690359348138,24443.2409045074
29,"NetC14",42872,2500,50,1,8,106.52612,18509.90572,7.5894820690155,0.190842469070612,75.8846828189465,121.0982,23867.20496
29,"SPD",42872,2500,50,1,NA,106.52612,18509.90572,0.000826835632324219,0.301148657117184,127.515203834412,152.81314,37985.88154
30,"CKDE",27473,2500,50,1,NA,78.5079,9936.96014,1.00849485397339,0.0835929478384915,127.851513158677,78.68292,9947.37552
30,"BGMM",27473,2500,50,1,9,78.5079,9936.96014,26.009349822998,0.0476789865405085,16.310393245399,79.25404,10091.7322
30,"DPMM",27473,2500,50,1,5,78.5079,9936.96014,1.73300290107727,0.0367798708432614,6.52380133635836,78.4718818548613,9870.98313707679
30,"NetC14",27473,2500,50,1,5,78.5079,9936.96014,7.63046193122864,0.0319368869234799,7.67305419401686,78.98604,10050.0354
30,"SPD",27473,2500,50,1,NA,78.5079,9936.96014,0.000581026077270508,0.0842692959927861,16.4098730649254,85.48358,11790.77406
31,"CKDE",4064,2500,50,1,NA,72.25792,9615.60904,1.17762899398804,0.107589750629343,83.0870338993701,74.81882,10209.56834
31,"BGMM",4064,2500,50,1,6,72.25792,9615.60904,24.598237991333,0.0800858054910181,55.8397831602896,74.28482,9976.05978
31,"DPMM",4064,2500,50,1,2,72.25792,9615.60904,1.75747990608215,0.0786141840556299,42.0178048063939,74.3436967232179,10092.2640306382
31,"NetC14",4064,2500,50,1,11,72.25792,9615.60904,7.49315094947815,0.0705133505275657,42.1419908250616,72.86852,9767.16752
31,"SPD",4064,2500,50,1,NA,72.25792,9615.60904,0.00104880332946777,0.141529283393927,49.5488299532178,82.5483,11996.8503
32,"CKDE",16672,2500,50,1,NA,86.34906,11867.6807,1.23708009719849,0.242498912214273,117.410626756243,98.1442,15369.77596
32,"BGMM",16672,2500,50,1,9,86.34906,11867.6807,23.1383190155029,0.149183646743248,38.7467446422486,93.87784,14379.36784
32,"DPMM",16672,2500,50,1,4,86.34906,11867.6807,1.92464303970337,0.217617628863727,27.9310046155083,91.021033934939,13234.915623177
32,"NetC14",16672,2500,50,1,5,86.34906,11867.6807,8.06385278701782,0.0717889534076088,18.0005926665662,87.81716,12295.3074
32,"SPD",16672,2500,50,1,NA,86.34906,11867.6807,0.000702857971191406,0.255803201148218,59.5933491243343,113.58648,20678.21028
33,"CKDE",9382,2500,50,1,NA,77.12476,11511.79484,1.1530339717865,0.233402733945613,115.559671719999,98.88442,17576.6405
33,"BGMM",9382,2500,50,1,5,77.12476,11511.79484,23.8256769180298,0.0926782086914769,37.7953527159761,84.26466,13452.4855
33,"DPMM",9382,2500,50,1,2,77.12476,11511.79484,1.78404307365417,0.122167719872771,19.5041843785082,78.4241089375292,11762.3423315217
33,"NetC14",9382,2500,50,1,7,77.12476,11511.79484,7.75945806503296,0.131858534735013,36.1061461895892,87.9146,14428.80808
33,"SPD",9382,2500,50,1,NA,77.12476,11511.79484,0.000965118408203125,0.240028212379501,64.2599009697375,108.22428,20691.82364
34,"CKDE",38515,2500,50,1,NA,77.67514,9602.37806,0.97271990776062,0.191459773800228,38.3823804258182,82.53134,11213.35602
34,"BGMM",38515,2500,50,1,9,77.67514,9602.37806,26.1144599914551,0.195390810073304,31.7432924019744,83.60142,11142.73858
34,"DPMM",38515,2500,50,1,1,77.67514,9602.37806,1.98122000694275,0.165582153073811,24.4869659722913,83.0446988989919,10785.9267386648
34,"NetC14",38515,2500,50,1,4,77.67514,9602.37806,7.99627709388733,0.0628419502421435,15.5841373588496,80.11034,10299.69082
34,"SPD",38515,2500,50,1,NA,77.67514,9602.37806,0.000748157501220703,0.188021653615839,53.4136673312438,103.54748,18284.72472
35,"CKDE",1133,2500,50,1,NA,45.2871,3847.52266,1.06894493103027,0.0995217928630261,36.1145763535567,50.59784,4852.01116
35,"BGMM",1133,2500,50,1,8,45.2871,3847.52266,24.6075251102448,0.0493324270434913,23.494635207212,46.64318,4124.08142
35,"DPMM",1133,2500,50,1,2,45.2871,3847.52266,1.73071908950806,0.0377777343759423,13.685064307732,45.4924400821433,3870.41049777181
35,"NetC14",1133,2500,50,1,6,45.2871,3847.52266,7.81228017807007,0.0484396200004108,15.2470828582073,45.47916,3858.8144
35,"SPD",1133,2500,50,1,NA,45.2871,3847.52266,0.000977993011474609,0.131772042388008,25.9099809092184,54.26096,5868.74672
36,"CKDE",38280,2500,50,1,NA,72.59378,8695.06174,0.922283172607422,0.156028562701173,32.762265211354,77.95098,11150.55446
36,"BGMM",38280,2500,50,1,6,72.59378,8695.06174,24.9895670413971,0.118772210558523,25.0597705108187,79.19462,11405.69766
36,"DPMM",38280,2500,50,1,1,72.59378,8695.06174,2.10900902748108,0.140608144936363,20.9991996356807,88.7414732731507,13650.1583572984
36,"NetC14",38280,2500,50,1,4,72.59378,8695.06174,8.41806292533875,0.050003699008417,21.3221126717059,81.65132,13602.6558
36,"SPD",38280,2500,50,1,NA,72.59378,8695.06174,0.000725030899047852,0.124053290146255,57.1597486519762,103.76516,22731.5766
37,"CKDE",44292,2500,50,1,NA,151.31296,35764.11644,1.07298707962036,0.271116887538337,211.909056992065,180.4683,49843.91282
37,"BGMM",44292,2500,50,1,6,151.31296,35764.11644,23.5407609939575,0.467791730273302,192.688194642089,246.44922,86088.41766
37,"DPMM",44292,2500,50,1,2,151.31296,35764.11644,1.77356100082397,0.148407297145099,52.5136547788574,158.924959772087,40867.3989973841
37,"NetC14",44292,2500,50,1,10,151.31296,35764.11644,6.70666909217834,0.279185213719449,110.808234968432,189.5737,55192.34754
37,"SPD",44292,2500,50,1,NA,151.31296,35764.11644,0.000616073608398438,0.314622409120574,119.973880793973,224.6086,74320.46452
38,"CKDE",613,2500,50,1,NA,51.21238,4257.99654,1.04505014419556,0.101054297640595,44.0888862986157,54.05402,4774.80514
38,"BGMM",613,2500,50,1,5,51.21238,4257.99654,23.2322540283203,0.0550306802159696,20.8367816275154,51.40054,4313.36774
38,"DPMM",613,2500,50,1,1,51.21238,4257.99654,1.64749097824097,0.0483982872057112,16.1923550622587,51.0386347862798,4213.48681115545
38,"NetC14",613,2500,50,1,6,51.21238,4257.99654,6.84641408920288,0.0576787643120333,18.0121638584629,52.34324,4455.44096
38,"SPD",613,2500,50,1,NA,51.21238,4257.99654,0.00101709365844727,0.13271908775958,24.9494623073818,57.22792,5526.30228
39,"CKDE",35507,2500,50,1,NA,91.8731,14150.35938,0.799293041229248,0.439994937651689,67.2061173524502,144.99894,29649.03898
39,"BGMM",35507,2500,50,1,7,91.8731,14150.35938,26.0325300693512,0.15630210086985,24.239852844992,100.40724,18201.60796
39,"DPMM",35507,2500,50,1,2,91.8731,14150.35938,1.8675799369812,0.0823699482805781,9.18275940767308,128.153647081932,27633.8422085707
39,"NetC14",35507,2500,50,1,4,91.8731,14150.35938,7.56870698928833,0.155843904188143,38.4050707860798,103.41804,17901.74872
39,"SPD",35507,2500,50,1,NA,91.8731,14150.35938,0.000599145889282227,0.310205350607081,89.3017698609654,137.48926,33110.7081
40,"CKDE",23326,2500,50,1,NA,80.12482,10150.86814,1.23365807533264,0.264238252474167,137.912689090273,91.36894,12947.57878
40,"BGMM",23326,2500,50,1,9,80.12482,10150.86814,25.3086400032043,0.178778369126226,52.7511996608213,79.81392,10102.3588
40,"DPMM",23326,2500,50,1,1,80.12482,10150.86814,1.8420422077179,0.195774176129474,57.1810764846823,76.7000983643248,9229.94589454458
40,"NetC14",23326,2500,50,1,5,80.12482,10150.86814,7.38872790336609,0.165672677274176,53.1471779747487,82.42048,10673.18784
40,"SPD",23326,2500,50,1,NA,80.12482,10150.86814,0.000613927841186523,0.268975866549126,67.5080879669627,106.88096,17627.29148
41,"CKDE",103,2500,50,1,NA,54.71554,5585.75546,1.18336892127991,0.0480989347902892,17.4565392859596,55.34968,5713.33288
41,"BGMM",103,2500,50,1,8,54.71554,5585.75546,25.8374810218811,0.0333254887963588,11.034170265283,55.08764,5640.9354
41,"DPMM",103,2500,50,1,1,54.71554,5585.75546,1.95712399482727,0.0565690407288556,21.3126364998065,55.1077674883306,5676.46779372345
41,"NetC14",103,2500,50,1,8,54.71554,5585.75546,7.85616707801819,0.0346307574761727,15.8863714464956,55.10358,5673.17734
41,"SPD",103,2500,50,1,NA,54.71554,5585.75546,0.00110793113708496,0.0992992863894779,15.3800382744286,56.84844,5922.44564
42,"CKDE",1203,2500,50,1,NA,60.30278,6391.19914,1.29976201057434,0.186199347422825,78.021411463947,66.52984,7691.71304
42,"BGMM",1203,2500,50,1,9,60.30278,6391.19914,25.5580039024353,0.026011622948131,7.8953823939684,61.2859,6604.86806
42,"DPMM",1203,2500,50,1,1,60.30278,6391.19914,1.91004204750061,0.0667708350458874,9.2049989640994,61.5250672984018,6691.06168134849
42,"NetC14",1203,2500,50,1,4,60.30278,6391.19914,7.13518714904785,0.0661257002727046,14.2064786691656,63.27762,7010.08682
