"kld","mae","n_years","n_samples","n_clusters","tau","w_prec"
0.0238148919599098,66.299214,4999,500,9,10,1
0.0372634334755804,40.014472,499,1000,9,10,1
0.0125794116705929,127.480894,2499,1000,9,10,1
0.00992421886942906,115.079775,4999,1000,9,10,1
0.473186108545903,84.59146,499,50,3,4,1.5
0.0496600163633113,141.05228,2499,50,3,4,1.5
0.0624279594081694,105.2387,4999,50,3,4,1.5
0.137135440926665,35.885018,499,500,3,4,1.5
0.0400642620881655,94.381752,2499,500,3,4,1.5
0.0127169812232751,72.746526,4999,500,3,4,1.5
0.386539715692672,55.260411,499,1000,3,4,1.5
0.00497133687394649,45.701937,2499,1000,3,4,1.5
0.00642397859021226,120.588253,4999,1000,3,4,1.5
0.222026262783656,92.36346,499,50,6,4,1.5
0.0687981922767518,48.8016,2499,50,6,4,1.5
0.194613748052176,180.6931,4999,50,6,4,1.5
0.263975026367619,105.446754,499,500,6,4,1.5
0.0785676863579614,194.373376,2499,500,6,4,1.5
0.0150295211962411,165.71766,4999,500,6,4,1.5
0.328187075921921,70.642431,499,1000,6,4,1.5
0.0414421221462769,101.048551,2499,1000,6,4,1.5
0.00665158551240096,54.860911,4999,1000,6,4,1.5
0.114595203276161,50.39246,499,50,9,4,1.5
0.0258097853293757,116.6623,2499,50,9,4,1.5
0.066224066047946,183.2096,4999,50,9,4,1.5
0.220129656016182,129.831396,499,500,9,4,1.5
0.0278585764090609,79.117908,2499,500,9,4,1.5
0.0314197316395136,107.102706,4999,500,9,4,1.5
0.0353909988847417,54.114447,499,1000,9,4,1.5
0.0498088942169862,195.589545,2499,1000,9,4,1.5
0.00702887087929174,58.978982,4999,1000,9,4,1.5
0.178510744685025,43.67728,499,50,3,5,1.5
0.0737867935645585,44.77746,2499,50,3,5,1.5
0.0488557643874159,63.04388,4999,50,3,5,1.5
0.389843882196372,78.431276,499,500,3,5,1.5
0.0261788710267556,62.904172,2499,500,3,5,1.5
0.00860567470177197,96.71643,4999,500,3,5,1.5
0.140066318387171,49.409646,499,1000,3,5,1.5
0.00949461196723208,65.271528,2499,1000,3,5,1.5
0.0125847162550616,63.388738,4999,1000,3,5,1.5
0.352956275167749,54.60458,499,50,6,5,1.5
0.109554503625583,78.8805,2499,50,6,5,1.5
0.146474057076915,144.24388,4999,50,6,5,1.5
0.250624798621931,54.712138,499,500,6,5,1.5
0.0197240462884358,181.85216,2499,500,6,5,1.5
0.00879172877281283,58.33982,4999,500,6,5,1.5
0.158772787361921,66.127691,499,1000,6,5,1.5
0.0387430796720968,274.924461,2499,1000,6,5,1.5
0.00389374408571757,52.181203,4999,1000,6,5,1.5
0.284917761207957,121.21962,499,50,9,5,1.5
0.110057110157185,148.2326,2499,50,9,5,1.5
0.166604422818824,68.30676,4999,50,9,5,1.5
0.106986301839794,39.695992,499,500,9,5,1.5
0.0221647728951447,81.546958,2499,500,9,5,1.5
0.0195694173711339,79.39042,4999,500,9,5,1.5
0.0265516479271214,75.06425,499,1000,9,5,1.5
0.0394030422136951,125.788529,2499,1000,9,5,1.5
0.010949556859494,72.710953,4999,1000,9,5,1.5
1.06926387238591,168.5344,499,50,3,7,1.5
0.0697710431824433,55.63546,2499,50,3,7,1.5
0.110511029521033,78.00292,4999,50,3,7,1.5
0.243905111394591,56.82205,499,500,3,7,1.5
0.00299740778593657,60.696778,2499,500,3,7,1.5
0.00992909392170939,60.317402,4999,500,3,7,1.5
0.456524893598286,114.211805,499,1000,3,7,1.5
0.0138228688686324,84.633514,2499,1000,3,7,1.5
0.00905161557697819,116.995904,4999,1000,3,7,1.5
0.262399699903607,105.5317,499,50,6,7,1.5
0.161319789042315,177.85648,2499,50,6,7,1.5
0.182505120743202,154.54894,4999,50,6,7,1.5
0.270538275307462,128.82183,499,500,6,7,1.5
0.0271543315716945,113.088814,2499,500,6,7,1.5
0.0250930692673589,126.48713,4999,500,6,7,1.5
0.0923353207112395,88.807954,499,1000,6,7,1.5
0.0691677293457743,109.462234,2499,1000,6,7,1.5
0.00347463092429264,136.493389,4999,1000,6,7,1.5
0.226954931154955,75.10892,499,50,9,7,1.5
0.155773362645857,198.80986,2499,50,9,7,1.5
0.0688562637829648,51.01416,4999,50,9,7,1.5
0.133080662662583,126.45387,499,500,9,7,1.5
0.106066716586741,299.631446,2499,500,9,7,1.5
0.0244940066387265,82.710202,4999,500,9,7,1.5
0.162541331117325,141.817842,499,1000,9,7,1.5
0.0174722267650495,56.435918,2499,1000,9,7,1.5
0.0108624707193051,164.707568,4999,1000,9,7,1.5
0.335320668858818,69.6149,499,50,3,10,1.5
0.0740735351427753,81.18778,2499,50,3,10,1.5
0.0446930825842698,118.3614,4999,50,3,10,1.5
0.374408188047452,64.933466,499,500,3,10,1.5
0.0550293671232674,89.464428,2499,500,3,10,1.5
0.0292577215046737,209.441882,4999,500,3,10,1.5
0.266667637936781,31.346012,499,1000,3,10,1.5
0.0175505652972741,109.751449,2499,1000,3,10,1.5
0.0101593833393689,111.017461,4999,1000,3,10,1.5
0.436550759968658,134.0497,499,50,6,10,1.5
0.058385519851522,61.07982,2499,50,6,10,1.5
0.129917163206262,142.7707,4999,50,6,10,1.5
0.150127820720429,70.963674,499,500,6,10,1.5
0.137625960192657,211.757612,2499,500,6,10,1.5
0.0160622413929064,87.958578,4999,500,6,10,1.5
0.282634933531704,107.275825,499,1000,6,10,1.5
0.0204408928410164,87.242415,2499,1000,6,10,1.5
0.0098925116675654,55.940486,4999,1000,6,10,1.5
0.051166190392007,57.7563,499,50,9,10,1.5
0.0271111078975203,88.90426,2499,50,9,10,1.5
0.262146475813993,223.56934,4999,50,9,10,1.5
0.063786224008837,64.193946,499,500,9,10,1.5
0.0248515061270656,124.177056,2499,500,9,10,1.5
0.00936077295806612,190.580218,4999,500,9,10,1.5
0.0966366953030044,69.535392,499,1000,9,10,1.5
0.00415680239784709,77.527973,2499,1000,9,10,1.5
0.0130196597151031,151.5135,4999,1000,9,10,1.5
0.685705395639185,67.42654,499,50,3,4,0.5
0.374422391919214,111.28402,2499,50,3,4,0.5
0.0818440900159609,51.60334,4999,50,3,4,0.5
0.290247330665399,42.162066,499,500,3,4,0.5
0.0170287249674726,48.601154,2499,500,3,4,0.5
0.0118443265850674,74.510938,4999,500,3,4,0.5
0.41415169531761,66.717398,499,1000,3,4,0.5
0.00827467902132683,59.224285,2499,1000,3,4,0.5
0.00411657046516703,137.530447,4999,1000,3,4,0.5
0.361071447350072,143.5187,499,50,6,4,0.5
0.883845673939748,310.47598,2499,50,6,4,0.5
0.0993891950692956,89.61496,4999,50,6,4,0.5
0.182442170909036,64.774532,499,500,6,4,0.5
0.0403963598519277,183.93247,2499,500,6,4,0.5
0.00954399845775223,140.189684,4999,500,6,4,0.5
0.0350794772621895,28.079418,499,1000,6,4,0.5
0.0258979144787116,119.016795,2499,1000,6,4,0.5
0.00722280242987918,82.091572,4999,1000,6,4,0.5
0.331261442459527,143.07742,499,50,9,4,0.5
0.335929330596648,68.74988,2499,50,9,4,0.5
0.113720984699905,96.43768,4999,50,9,4,0.5
0.0217882360287623,124.31744,499,500,9,4,0.5
0.0230150666774733,86.366496,2499,500,9,4,0.5
0.0359174435345544,172.858904,4999,500,9,4,0.5
0.198109401842202,143.537058,499,1000,9,4,0.5
0.00858770650693467,79.097077,2499,1000,9,4,0.5
0.0154018431652016,205.722852,4999,1000,9,4,0.5
1.07570985113179,67.8071,499,50,3,5,0.5
0.0871496770296577,80.6837,2499,50,3,5,0.5
0.0846958351786154,92.60096,4999,50,3,5,0.5
0.363277143203212,84.078746,499,500,3,5,0.5
0.106531647378846,230.350638,2499,500,3,5,0.5
0.007651815188264,63.05303,4999,500,3,5,0.5
0.321620869667508,70.365469,499,1000,3,5,0.5
0.0299237548443829,95.545896,2499,1000,3,5,0.5
0.0135340810191818,154.566636,4999,1000,3,5,0.5
0.178724276634733,32.92046,499,50,6,5,0.5
0.110062060607842,76.05336,2499,50,6,5,0.5
0.140788103949227,133.8425,4999,50,6,5,0.5
0.125085894127551,31.780754,499,500,6,5,0.5
0.0325088325480951,113.745136,2499,500,6,5,0.5
0.0143504827135107,171.949618,4999,500,6,5,0.5
0.117837325517666,39.578089,499,1000,6,5,0.5
0.0068603019052665,66.154162,2499,1000,6,5,0.5
0.0125532086706275,122.101453,4999,1000,6,5,0.5
0.0665613015321658,83.66232,499,50,9,5,0.5
0.211447478915483,227.62266,2499,50,9,5,0.5
0.13254148593699,113.52702,4999,50,9,5,0.5
0.0726820935585679,80.049534,499,500,9,5,0.5
0.0231400947259077,130.816952,2499,500,9,5,0.5
0.0216668221418877,141.786614,4999,500,9,5,0.5
0.0692042298795364,106.73428,499,1000,9,5,0.5
0.017614604671881,86.151283,2499,1000,9,5,0.5
0.00777962002711431,57.242117,4999,1000,9,5,0.5
0.39059342414069,69.7918,499,50,3,7,0.5
0.312927176997051,62.58128,2499,50,3,7,0.5
0.0478361515869927,72.34074,4999,50,3,7,0.5
1.2796658462318,149.757926,499,500,3,7,0.5
0.00848553979049948,105.693732,2499,500,3,7,0.5
0.0109280438352045,128.527,4999,500,3,7,0.5
0.886081855430183,128.014739,499,1000,3,7,0.5
0.104889936236135,138.577134,2499,1000,3,7,0.5
0.00632850615962908,53.32584,4999,1000,3,7,0.5
0.169490683068621,42.43224,499,50,6,7,0.5
0.355165309187122,333.42314,2499,50,6,7,0.5
0.177822042144715,92.43782,4999,50,6,7,0.5
0.0745666178346722,56.08091,499,500,6,7,0.5
0.0144277269891497,78.150784,2499,500,6,7,0.5
0.00797307212678147,98.986086,4999,500,6,7,0.5
0.126899074619485,78.589831,499,1000,6,7,0.5
0.0271966347647303,89.106207,2499,1000,6,7,0.5
0.0032825024827958,118.503802,4999,1000,6,7,0.5
0.0660343928399974,90.30876,499,50,9,7,0.5
0.11011509115067,84.65942,2499,50,9,7,0.5
0.150724491636493,149.57722,4999,50,9,7,0.5
0.0406673708043928,39.536782,499,500,9,7,0.5
0.0273492720138805,113.044048,2499,500,9,7,0.5
0.00748126981905675,89.92425,4999,500,9,7,0.5
0.170558680473838,176.433627,499,1000,9,7,0.5
0.0222033436474979,158.530011,2499,1000,9,7,0.5
0.00960225722229789,125.970998,4999,1000,9,7,0.5
0.614998220692782,101.37224,499,50,3,10,0.5
0.05183262141561,120.41466,2499,50,3,10,0.5
0.0566718024025956,69.17338,4999,50,3,10,0.5
0.372853747998838,78.598584,499,500,3,10,0.5
0.0348403311359137,111.239338,2499,500,3,10,0.5
0.0141001035602305,58.479234,4999,500,3,10,0.5
0.0818378847717269,38.07932,499,1000,3,10,0.5
0.0175261286408679,47.326242,2499,1000,3,10,0.5
0.00472305473027141,56.176652,4999,1000,3,10,0.5
0.225578253936783,50.84854,499,50,6,10,0.5
0.14526710868624,131.58594,2499,50,6,10,0.5
0.0846077009183652,122.81274,4999,50,6,10,0.5
0.177971848781546,97.2982,499,500,6,10,0.5
0.0339613971301441,146.909166,2499,500,6,10,0.5
0.0111895272553339,59.710386,4999,500,6,10,0.5
0.248620523134233,70.494447,499,1000,6,10,0.5
0.012780258679097,61.433442,2499,1000,6,10,0.5
0.0132041355705824,137.235923,4999,1000,6,10,0.5
0.126326016312577,126.75978,499,50,9,10,0.5
0.156675069334515,101.32792,2499,50,9,10,0.5
0.0541402022635373,126.18052,4999,50,9,10,0.5
0.0747489727532126,99.689606,499,500,9,10,0.5
0.0141158262334904,102.222394,2499,500,9,10,0.5
0.0133613073661332,74.58437,4999,500,9,10,0.5
0.0527698128946599,134.022292,499,1000,9,10,0.5
0.00738871958714223,63.386903,2499,1000,9,10,0.5
0.00408470190319871,100.093176,4999,1000,9,10,0.5
1.24232982194791,122.30108,499,50,3,4,1
0.821789690587658,320.63828,2499,50,3,4,1
0.02327556850857,53.50422,4999,50,3,4,1
0.422176377620788,46.043708,499,500,3,4,1
0.00726493043234377,64.639376,2499,500,3,4,1
0.0133731356641496,148.364742,4999,500,3,4,1
0.153203658699278,47.729613,499,1000,3,4,1
0.0238799676628631,59.628266,2499,1000,3,4,1
0.00566901229438535,127.966037,4999,1000,3,4,1
0.186686109359911,71.85594,499,50,6,4,1
0.111656051495589,84.75762,2499,50,6,4,1
0.230187388563707,98.9364,4999,50,6,4,1
0.0734615603451089,61.057784,499,500,6,4,1
0.0144467966151591,62.136792,2499,500,6,4,1
0.0206460240986296,172.272632,4999,500,6,4,1
0.144514449162165,89.354269,499,1000,6,4,1
0.0214732375165941,51.561339,2499,1000,6,4,1
0.0103820098077013,108.625482,4999,1000,6,4,1
0.159317771431944,68.99088,499,50,9,4,1
0.318931469219462,148.32948,2499,50,9,4,1
0.129007981292886,95.85476,4999,50,9,4,1
0.0512702886934056,82.262992,499,500,9,4,1
0.0263178505514777,150.13198,2499,500,9,4,1
0.0154709405503867,87.228272,4999,500,9,4,1
0.204934186925434,128.96041,499,1000,9,4,1
0.0216031480288522,114.407282,2499,1000,9,4,1
0.00630613601016758,73.956315,4999,1000,9,4,1
0.46010120475563,38.20216,499,50,3,5,1
0.0277597269808217,49.43544,2499,50,3,5,1
0.0565769551577483,49.97468,4999,50,3,5,1
0.0897317303784082,52.324264,499,500,3,5,1
0.0145042846557104,66.85569,2499,500,3,5,1
0.0050846082525827,60.945348,4999,500,3,5,1
0.238637030464891,70.058693,499,1000,3,5,1
0.017001662629953,78.961442,2499,1000,3,5,1
0.00629672525867609,148.972971,4999,1000,3,5,1
0.0924649069721704,79.96966,499,50,6,5,1
0.107868117065366,68.48914,2499,50,6,5,1
0.177448899479292,63.7963,4999,50,6,5,1
0.219788138662064,122.345482,499,500,6,5,1
0.0252801450244782,83.912334,2499,500,6,5,1
0.0243865311737957,85.022362,4999,500,6,5,1
0.083397090151233,54.327753,499,1000,6,5,1
0.0203121380047117,106.380545,2499,1000,6,5,1
0.00913868335206912,86.856374,4999,1000,6,5,1
0.154680959139641,50.40132,499,50,9,5,1
0.264286358528515,255.58354,2499,50,9,5,1
0.177206712151108,61.46994,4999,50,9,5,1
0.0774965783416091,59.570706,499,500,9,5,1
0.0121997066486251,59.470862,2499,500,9,5,1
0.0154608645649276,97.22391,4999,500,9,5,1
0.0675018466210258,87.273191,499,1000,9,5,1
0.0359252797467014,269.908424,2499,1000,9,5,1
0.0138469768702311,139.1041,4999,1000,9,5,1
0.305599369740977,38.2456,499,50,3,7,1
0.0292084832590516,83.99018,2499,50,3,7,1
0.0762197894195984,67.2081,4999,50,3,7,1
0.218129862464241,34.137344,499,500,3,7,1
0.010226841079462,52.29423,2499,500,3,7,1
0.0144882354773886,94.612936,4999,500,3,7,1
0.375855909627701,41.860831,499,1000,3,7,1
0.0263709518246265,245.559325,2499,1000,3,7,1
0.00872862339426464,164.390431,4999,1000,3,7,1
0.665245300522363,126.13362,499,50,6,7,1
0.137552527912586,72.82078,2499,50,6,7,1
0.0488406873565315,91.335,4999,50,6,7,1
0.224805921670559,99.455422,499,500,6,7,1
0.0222708475046751,109.754712,2499,500,6,7,1
0.0173487506392957,92.068508,4999,500,6,7,1
0.182485974444565,51.626046,499,1000,6,7,1
0.0105568036590518,68.923212,2499,1000,6,7,1
0.0193157476626677,211.985863,4999,1000,6,7,1
0.172733314548952,48.56698,499,50,9,7,1
0.100292053992064,92.03278,2499,50,9,7,1
0.0906249969089828,57.8018,4999,50,9,7,1
0.345024720000112,130.861914,499,500,9,7,1
0.0134768801937392,68.305338,2499,500,9,7,1
0.00862772862667963,172.35377,4999,500,9,7,1
0.0413013839200424,46.384766,499,1000,9,7,1
0.0203961537239233,97.71717,2499,1000,9,7,1
0.00858559333446157,122.566837,4999,1000,9,7,1
0.182560544666331,43.3169,499,50,3,10,1
0.0606237676260528,65.83136,2499,50,3,10,1
0.0426051046079315,79.5228,4999,50,3,10,1
0.649374888532936,173.454512,499,500,3,10,1
0.0177758346191084,83.70461,2499,500,3,10,1
0.00910166583323566,175.769144,4999,500,3,10,1
0.281502704094608,81.697636,499,1000,3,10,1
0.0549393147625551,111.643055,2499,1000,3,10,1
0.00616272806252651,150.054492,4999,1000,3,10,1
0.107150638210306,35.494,499,50,6,10,1
0.119230633345384,86.91788,2499,50,6,10,1
0.0933542568122777,59.83174,4999,50,6,10,1
0.106308533996577,35.371878,499,500,6,10,1
0.190278590436339,143.73332,2499,500,6,10,1
0.0211280950891798,100.923306,4999,500,6,10,1
0.2694922897411,91.042603,499,1000,6,10,1
0.00907012289028798,43.962358,2499,1000,6,10,1
0.00705891284494614,92.5163,4999,1000,6,10,1
0.12434035601281,62.1298,499,50,9,10,1
0.135033597441307,168.60906,2499,50,9,10,1
0.13747484825619,159.81884,4999,50,9,10,1
0.0747732949450273,52.819642,499,500,9,10,1
0.0166794599750218,116.726308,2499,500,9,10,1
0.00845736048408306,110.65901,4999,500,9,10,1
0.645011821146826,133.177538,499,1000,9,10,1
0.0102367062613486,55.443364,2499,1000,9,10,1
0.00959207736624013,93.068335,4999,1000,9,10,1
0.502452091501601,64.46862,499,50,3,4,1.5
0.045182693314087,130.43252,2499,50,3,4,1.5
0.160420415892241,55.56158,4999,50,3,4,1.5
0.546738203392843,71.26639,499,500,3,4,1.5
0.0122293130377168,65.226664,2499,500,3,4,1.5
0.0132598812056277,68.160256,4999,500,3,4,1.5
0.41059175172788,113.248371,499,1000,3,4,1.5
0.0346422384962846,161.479794,2499,1000,3,4,1.5
0.0130660572524535,131.173017,4999,1000,3,4,1.5
0.744333047669088,126.54466,499,50,6,4,1.5
0.263344549279489,104.4477,2499,50,6,4,1.5
0.0950398781672514,68.34462,4999,50,6,4,1.5
0.297487402614466,128.67124,499,500,6,4,1.5
0.0184967873261829,65.344932,2499,500,6,4,1.5
0.0129485054168576,79.77161,4999,500,6,4,1.5
0.0566576327259244,61.850456,499,1000,6,4,1.5
0.0799876941773513,228.579885,2499,1000,6,4,1.5
0.0056168880376695,97.287434,4999,1000,6,4,1.5
0.115144894411886,70.1855,499,50,9,4,1.5
0.108736843544711,135.66638,2499,50,9,4,1.5
0.129000852445115,86.61166,4999,50,9,4,1.5
0.250135073394553,92.652658,499,500,9,4,1.5
0.0234212933479277,101.143468,2499,500,9,4,1.5
0.0124990501042038,80.780288,4999,500,9,4,1.5
0.0921148498259493,69.850012,499,1000,9,4,1.5
0.0180568386606159,61.600423,2499,1000,9,4,1.5
0.0180221174047129,171.035209,4999,1000,9,4,1.5
0.29195336201139,37.14576,499,50,3,5,1.5
0.104377913604129,97.47002,2499,50,3,5,1.5
0.125347983952224,52.5901,4999,50,3,5,1.5
0.271175383458251,94.322764,499,500,3,5,1.5
0.0606928524746861,79.431216,2499,500,3,5,1.5
0.00977909904966637,61.81492,4999,500,3,5,1.5
0.0800673651039535,27.177319,499,1000,3,5,1.5
0.0602580038802586,110.860806,2499,1000,3,5,1.5
0.00933391400758793,100.013538,4999,1000,3,5,1.5
0.246522989734296,67.50768,499,50,6,5,1.5
0.230807495670296,200.70804,2499,50,6,5,1.5
0.125654882129998,91.57698,4999,50,6,5,1.5
0.267044122885498,139.247246,499,500,6,5,1.5
0.0200935949634447,157.438404,2499,500,6,5,1.5
0.00500102880723854,87.162336,4999,500,6,5,1.5
0.204180056331487,56.331762,499,1000,6,5,1.5
0.0161516832331265,142.412325,2499,1000,6,5,1.5
0.0134316353713538,62.109057,4999,1000,6,5,1.5
0.209872562999844,109.87012,499,50,9,5,1.5
0.17317210592787,49.33404,2499,50,9,5,1.5
0.112302240194536,204.22196,4999,50,9,5,1.5
0.0498849789453333,39.13265,499,500,9,5,1.5
0.0676363114860674,267.906318,2499,500,9,5,1.5
0.0122942259724657,98.880964,4999,500,9,5,1.5
0.225379584716017,135.470263,499,1000,9,5,1.5
0.0267857410012506,106.066794,2499,1000,9,5,1.5
0.0209854365780136,184.921574,4999,1000,9,5,1.5
0.487691231776644,42.5555,499,50,3,7,1.5
0.197576291219386,62.44274,2499,50,3,7,1.5
0.125776038874362,57.75968,4999,50,3,7,1.5
0.509703096434984,70.721916,499,500,3,7,1.5
0.0536665534229759,92.79655,2499,500,3,7,1.5
0.0273334598687097,174.18009,4999,500,3,7,1.5
0.204430297960686,46.351351,499,1000,3,7,1.5
0.0429664216190344,72.86438,2499,1000,3,7,1.5
0.00261317332391227,102.210198,4999,1000,3,7,1.5
0.333180751646487,51.69256,499,50,6,7,1.5
0.0838108557106656,58.33208,2499,50,6,7,1.5
0.45854659273073,301.6822,4999,50,6,7,1.5
0.153110700941806,46.999308,499,500,6,7,1.5
0.0416122417331435,147.119008,2499,500,6,7,1.5
0.0364073863458895,198.787064,4999,500,6,7,1.5
0.0484360430166071,50.655224,499,1000,6,7,1.5
0.00958462115237719,70.980406,2499,1000,6,7,1.5
0.00503777196979974,142.085692,4999,1000,6,7,1.5
0.152423231478916,50.59732,499,50,9,7,1.5
0.0845116968027636,167.01924,2499,50,9,7,1.5
0.0672935407778432,73.12074,4999,50,9,7,1.5
0.0574332852955111,49.215752,499,500,9,7,1.5
0.0172044521043737,127.635796,2499,500,9,7,1.5
0.00346294684298474,97.288206,4999,500,9,7,1.5
0.0679605431467363,45.756651,499,1000,9,7,1.5
0.2383226519658,297.28168,2499,1000,9,7,1.5
0.00367673102672774,106.15897,4999,1000,9,7,1.5
0.403002314093715,71.78004,499,50,3,10,1.5
0.196571031025858,122.93396,2499,50,3,10,1.5
0.178568362158141,66.21696,4999,50,3,10,1.5
0.119264989355194,48.978598,499,500,3,10,1.5
0.0312451058003614,67.552752,2499,500,3,10,1.5
0.00862282826943224,59.36656,4999,500,3,10,1.5
0.228388840261429,44.781434,499,1000,3,10,1.5
0.151057506972977,92.804689,2499,1000,3,10,1.5
0.0115112823670473,188.193677,4999,1000,3,10,1.5
0.165270537875566,60.51972,499,50,6,10,1.5
0.0784986189593501,107.20686,2499,50,6,10,1.5
0.0800515512153724,174.95026,4999,50,6,10,1.5
0.127967144750141,85.02354,499,500,6,10,1.5
0.00835888677035409,67.988192,2499,500,6,10,1.5
0.0213525880828604,140.22412,4999,500,6,10,1.5
0.223023889628206,119.073821,499,1000,6,10,1.5
0.0198470349988237,88.30534,2499,1000,6,10,1.5
0.0139121145467338,143.916554,4999,1000,6,10,1.5
0.179228129381018,53.4006,499,50,9,10,1.5
0.0807805869074346,123.50014,2499,50,9,10,1.5
0.152408362013939,114.88666,4999,50,9,10,1.5
0.367232807720968,130.92571,499,500,9,10,1.5
0.0198080552440878,85.940228,2499,500,9,10,1.5
0.0290945233397365,154.039836,4999,500,9,10,1.5
0.0398760655105308,42.8318,499,1000,9,10,1.5
0.00903153027342175,87.961578,2499,1000,9,10,1.5
0.00395843237890101,57.872697,4999,1000,9,10,1.5
