"kld","mae","n_years","n_samples","n_clusters","tau","w_prec"
0.241836818925417,59.815216,499,1000,6,7,1
0.0174094351695114,100.335365,2499,1000,6,7,1
0.00519014694864831,129.467407,4999,1000,6,7,1
0.136463135594876,52.77332,499,50,9,7,1
0.344721544742531,99.82878,2499,50,9,7,1
0.0992518052908042,153.21126,4999,50,9,7,1
0.0405624526777884,50.415204,499,500,9,7,1
0.0821098291005288,296.223738,2499,500,9,7,1
0.012971169105223,113.150212,4999,500,9,7,1
0.0561269088133379,50.50923,499,1000,9,7,1
0.0134700502060039,69.846276,2499,1000,9,7,1
0.00474066839985208,83.241385,4999,1000,9,7,1
0.21467829915516,42.55332,499,50,3,10,1
0.122926360458822,112.3339,2499,50,3,10,1
0.100188208512,78.95552,4999,50,3,10,1
0.181941642248941,84.818738,499,500,3,10,1
0.0256659609055203,64.719756,2499,500,3,10,1
0.0111849411664548,63.809074,4999,500,3,10,1
0.405714974541777,98.579586,499,1000,3,10,1
0.256564456937385,253.036674,2499,1000,3,10,1
0.003764924971968,62.421879,4999,1000,3,10,1
0.0640663293936376,33.68252,499,50,6,10,1
0.0582809362406636,144.36688,2499,50,6,10,1
0.117682325534953,93.44156,4999,50,6,10,1
0.171686632364641,74.501592,499,500,6,10,1
0.0155685347852991,82.82198,2499,500,6,10,1
0.0157149227019011,91.546004,4999,500,6,10,1
0.179068660092034,108.435204,499,1000,6,10,1
0.0139109305994871,80.468737,2499,1000,6,10,1
0.0104228998689989,108.851449,4999,1000,6,10,1
0.305396017118895,161.03502,499,50,9,10,1
0.0440940740638958,59.50084,2499,50,9,10,1
0.160638038654623,87.40146,4999,50,9,10,1
0.0776242643399054,79.9076,499,500,9,10,1
0.0164910703804605,73.539554,2499,500,9,10,1
0.0237043267520239,186.281362,4999,500,9,10,1
0.0483467967240011,49.349088,499,1000,9,10,1
0.00642694931697652,45.240466,2499,1000,9,10,1
0.00877077858794334,111.534434,4999,1000,9,10,1
0.119945431751289,37.36592,499,50,3,4,1.5
0.0392637508651658,41.66418,2499,50,3,4,1.5
0.115591269775897,94.51368,4999,50,3,4,1.5
0.0970571443879565,39.816918,499,500,3,4,1.5
0.0622601799231024,108.795728,2499,500,3,4,1.5
0.0135161441824198,64.78583,4999,500,3,4,1.5
0.156289956307405,88.726826,499,1000,3,4,1.5
0.0404923587927742,168.335316,2499,1000,3,4,1.5
0.0087495453056792,111.400756,4999,1000,3,4,1.5
0.205353312269108,52.01542,499,50,6,4,1.5
0.254474248675113,135.9472,2499,50,6,4,1.5
0.111984970993523,228.6697,4999,50,6,4,1.5
0.187464708023184,58.068698,499,500,6,4,1.5
0.032437330536765,94.225064,2499,500,6,4,1.5
0.00645348098962576,61.550288,4999,500,6,4,1.5
0.192763787203699,101.304794,499,1000,6,4,1.5
0.0524444264701098,136.333108,2499,1000,6,4,1.5
0.0119012086242156,61.281939,4999,1000,6,4,1.5
0.163529722713124,64.03266,499,50,9,4,1.5
0.274341889643913,271.88554,2499,50,9,4,1.5
0.0553717682780276,49.9846,4999,50,9,4,1.5
0.168848283685658,86.666478,499,500,9,4,1.5
0.0281167867991551,148.98245,2499,500,9,4,1.5
0.019142472552548,117.707814,4999,500,9,4,1.5
0.0551637053682165,79.126029,499,1000,9,4,1.5
0.0080520954699494,82.520509,2499,1000,9,4,1.5
0.00770714973701896,115.012416,4999,1000,9,4,1.5
0.379094284704896,67.39748,499,50,3,5,1.5
0.126626084204723,103.49954,2499,50,3,5,1.5
0.135101418763904,202.00984,4999,50,3,5,1.5
0.589678780437077,66.068422,499,500,3,5,1.5
0.0061304204343168,117.852066,2499,500,3,5,1.5
0.00687732031637203,107.03628,4999,500,3,5,1.5
0.399472403860543,85.302112,499,1000,3,5,1.5
0.0148560808103958,57.066327,2499,1000,3,5,1.5
0.00914584299797363,149.999875,4999,1000,3,5,1.5
0.161034537787758,68.45668,499,50,6,5,1.5
0.043699695551653,109.0564,2499,50,6,5,1.5
0.401446542101655,101.1402,4999,50,6,5,1.5
0.0721554509029977,40.5385,499,500,6,5,1.5
0.0472117292998343,193.857158,2499,500,6,5,1.5
0.0178554632844237,99.530764,4999,500,6,5,1.5
0.17449211321276,96.604821,499,1000,6,5,1.5
0.0200244113783656,103.946308,2499,1000,6,5,1.5
0.00867442527958921,57.371002,4999,1000,6,5,1.5
0.16925348120461,77.64948,499,50,9,5,1.5
0.119320867351079,93.32744,2499,50,9,5,1.5
0.110705088482029,102.37916,4999,50,9,5,1.5
0.179916790978892,151.256086,499,500,9,5,1.5
0.0658552109381017,169.251358,2499,500,9,5,1.5
0.0233119726223721,163.999328,4999,500,9,5,1.5
0.294416316755166,142.449192,499,1000,9,5,1.5
0.0179774304983457,119.545995,2499,1000,9,5,1.5
0.0115922432998903,220.461905,4999,1000,9,5,1.5
0.174089240241128,36.51144,499,50,3,7,1.5
0.0672205603208467,85.89248,2499,50,3,7,1.5
0.130237343816873,69.3835,4999,50,3,7,1.5
0.194140807178876,80.835678,499,500,3,7,1.5
0.0204249567705041,85.432674,2499,500,3,7,1.5
0.00493267885715276,56.415522,4999,500,3,7,1.5
0.120721997916857,46.233379,499,1000,3,7,1.5
0.0342724480711672,90.129759,2499,1000,3,7,1.5
0.00301663031285223,88.44356,4999,1000,3,7,1.5
0.178368980853807,87.22386,499,50,6,7,1.5
0.202456227241465,97.25068,2499,50,6,7,1.5
0.0474523806489028,108.39594,4999,50,6,7,1.5
0.1750514012802,84.392118,499,500,6,7,1.5
0.0140801657604142,56.543582,2499,500,6,7,1.5
0.00991005148993901,55.466182,4999,500,6,7,1.5
0.165799621870131,91.117219,499,1000,6,7,1.5
0.0481420712254176,95.414308,2499,1000,6,7,1.5
0.00831598098993617,182.282653,4999,1000,6,7,1.5
0.216791909903528,145.13272,499,50,9,7,1.5
0.0689393637055395,56.52406,2499,50,9,7,1.5
0.0330833132234463,60.29636,4999,50,9,7,1.5
0.130168242456733,62.93998,499,500,9,7,1.5
0.0336517704018251,134.242226,2499,500,9,7,1.5
0.00957343328739034,149.796108,4999,500,9,7,1.5
0.142260391902131,93.330546,499,1000,9,7,1.5
0.0226635120922994,91.235879,2499,1000,9,7,1.5
0.00978633891585102,81.54071,4999,1000,9,7,1.5
0.617318037976595,144.81052,499,50,3,10,1.5
0.117439275009239,146.31428,2499,50,3,10,1.5
0.190416471569307,123.00154,4999,50,3,10,1.5
0.395504978630425,62.07942,499,500,3,10,1.5
0.286705220123011,258.482478,2499,500,3,10,1.5
0.00618713609333584,98.59966,4999,500,3,10,1.5
0.31279949678003,65.308154,499,1000,3,10,1.5
0.0300956190511181,86.152352,2499,1000,3,10,1.5
0.0195343576463649,186.869624,4999,1000,3,10,1.5
0.0906369319485061,49.0787,499,50,6,10,1.5
0.1811384202282,143.8063,2499,50,6,10,1.5
0.13561951093063,116.3662,4999,50,6,10,1.5
0.30731630160627,100.831522,499,500,6,10,1.5
0.0627518767718835,296.311662,2499,500,6,10,1.5
0.0178246977559186,130.805516,4999,500,6,10,1.5
0.0608913253016304,39.576624,499,1000,6,10,1.5
0.00956300663462502,95.646253,2499,1000,6,10,1.5
0.01167496406271,117.843349,4999,1000,6,10,1.5
0.0688589601876486,34.8881,499,50,9,10,1.5
0.0709740075133323,69.15834,2499,50,9,10,1.5
0.0595590401543347,121.1467,4999,50,9,10,1.5
0.0974631681689861,36.499386,499,500,9,10,1.5
0.0301237018173326,98.72776,2499,500,9,10,1.5
0.0255531218253795,160.76724,4999,500,9,10,1.5
0.0629171847590255,104.033311,499,1000,9,10,1.5
0.0157374379462111,84.343838,2499,1000,9,10,1.5
0.00580609519547525,88.091994,4999,1000,9,10,1.5
0.745755770492598,99.44036,499,50,3,4,0.5
0.210186471476989,140.1404,2499,50,3,4,0.5
0.283498768017391,145.42888,4999,50,3,4,0.5
0.10310163710325,42.09736,499,500,3,4,0.5
0.0111403223215525,47.907398,2499,500,3,4,0.5
0.0163013087755647,59.144044,4999,500,3,4,0.5
0.256581547054999,87.864473,499,1000,3,4,0.5
0.0392542201088991,92.336875,2499,1000,3,4,0.5
0.0190361346154758,155.056731,4999,1000,3,4,0.5
0.230836514610745,113.79454,499,50,6,4,0.5
0.296790163268018,92.62572,2499,50,6,4,0.5
0.14257924035677,68.25602,4999,50,6,4,0.5
0.0538676079155642,51.926332,499,500,6,4,0.5
0.0176903634284076,159.528438,2499,500,6,4,0.5
0.00967178275157409,181.361708,4999,500,6,4,0.5
0.269162744306152,93.569417,499,1000,6,4,0.5
0.00927391886575889,132.647727,2499,1000,6,4,0.5
0.00858234551007454,99.679401,4999,1000,6,4,0.5
0.333904014845473,123.09286,499,50,9,4,0.5
0.149688717135166,125.33652,2499,50,9,4,0.5
0.135486463359568,166.61878,4999,50,9,4,0.5
0.0551989387247223,49.448504,499,500,9,4,0.5
0.0112586574418085,83.824696,2499,500,9,4,0.5
0.0323018085081062,102.705358,4999,500,9,4,0.5
0.0710179715454356,64.417807,499,1000,9,4,0.5
0.0132943230910944,191.594923,2499,1000,9,4,0.5
0.00656833007293019,85.183443,4999,1000,9,4,0.5
0.617351811670758,111.45776,499,50,3,5,0.5
0.109058378770773,58.39938,2499,50,3,5,0.5
0.0505916931843499,119.2732,4999,50,3,5,0.5
0.0627620172253417,38.068132,499,500,3,5,0.5
0.0235499111083126,81.889252,2499,500,3,5,0.5
0.0105770873830936,112.053792,4999,500,3,5,0.5
0.194972762507167,51.110035,499,1000,3,5,0.5
0.0340220432915424,99.411506,2499,1000,3,5,0.5
0.0142996199401598,47.782208,4999,1000,3,5,0.5
0.0963256854050977,49.13064,499,50,6,5,0.5
0.19048196201509,79.36608,2499,50,6,5,0.5
0.116393282640824,78.1005,4999,50,6,5,0.5
0.174564915471847,82.00234,499,500,6,5,0.5
0.0129739293142852,66.340978,2499,500,6,5,0.5
0.0244727358568195,129.80615,4999,500,6,5,0.5
0.270496463130292,89.310133,499,1000,6,5,0.5
0.0484325720907535,158.054648,2499,1000,6,5,0.5
0.00757306352749869,110.373506,4999,1000,6,5,0.5
0.0679666351370927,59.49968,499,50,9,5,0.5
0.220776767475283,53.59798,2499,50,9,5,0.5
0.0908486782370581,62.53814,4999,50,9,5,0.5
0.348910396152603,172.31034,499,500,9,5,0.5
0.0247865141216362,66.048306,2499,500,9,5,0.5
0.0154572111857212,78.000982,4999,500,9,5,0.5
0.0948857499829975,71.431551,499,1000,9,5,0.5
0.0830535329760744,258.181043,2499,1000,9,5,0.5
0.0120333792305285,117.105816,4999,1000,9,5,0.5
0.640788414029436,71.7516,499,50,3,7,0.5
0.0916360855416548,65.39484,2499,50,3,7,0.5
0.0910298337489447,57.66972,4999,50,3,7,0.5
0.597484323456081,135.523282,499,500,3,7,0.5
0.0272418621498236,53.131284,2499,500,3,7,0.5
0.00642636550357434,153.853318,4999,500,3,7,0.5
0.0168107281619891,32.805886,499,1000,3,7,0.5
0.0376359663096482,143.78571,2499,1000,3,7,0.5
0.00546469809223243,77.989376,4999,1000,3,7,0.5
0.242906303844388,84.4669,499,50,6,7,0.5
0.330270392109576,91.13832,2499,50,6,7,0.5
0.189514531803117,111.59468,4999,50,6,7,0.5
0.172141254762445,82.364336,499,500,6,7,0.5
0.0225662063631739,130.63035,2499,500,6,7,0.5
0.0274470912657637,100.20508,4999,500,6,7,0.5
0.0445015203316637,61.830231,499,1000,6,7,0.5
0.00659272255096731,61.244347,2499,1000,6,7,0.5
0.00674557826728821,90.710266,4999,1000,6,7,0.5
0.144027792124131,57.62078,499,50,9,7,0.5
0.0777570159654411,77.74988,2499,50,9,7,0.5
0.565193691191442,171.98,4999,50,9,7,0.5
0.0901961917032258,83.903564,499,500,9,7,0.5
0.0105849487864327,98.047978,2499,500,9,7,0.5
0.0199077504523076,60.765434,4999,500,9,7,0.5
0.159365440237576,84.920657,499,1000,9,7,0.5
0.0227644010887492,107.269161,2499,1000,9,7,0.5
0.00876570155988158,82.879523,4999,1000,9,7,0.5
0.194523433279344,49.03604,499,50,3,10,0.5
0.0916506137425703,55.48084,2499,50,3,10,0.5
0.0173246711196511,88.50118,4999,50,3,10,0.5
0.13673539498845,62.21627,499,500,3,10,0.5
0.0132226546488131,93.731984,2499,500,3,10,0.5
0.0158980598896405,124.568272,4999,500,3,10,0.5
0.188673650213627,103.990902,499,1000,3,10,0.5
0.0332027498289303,105.700084,2499,1000,3,10,0.5
0.00690387149319383,96.541339,4999,1000,3,10,0.5
0.156805524190811,43.8789,499,50,6,10,0.5
0.194642041452512,147.23074,2499,50,6,10,0.5
0.0887331255900718,64.5486,4999,50,6,10,0.5
0.217052304616448,125.772702,499,500,6,10,0.5
0.0428201420579559,113.277144,2499,500,6,10,0.5
0.0126790725612602,70.306022,4999,500,6,10,0.5
0.101860190427693,57.092504,499,1000,6,10,0.5
0.0805598029389134,287.135465,2499,1000,6,10,0.5
0.0112264430298818,111.888342,4999,1000,6,10,0.5
0.0523619740461454,52.8577,499,50,9,10,0.5
0.160473065478071,85.32604,2499,50,9,10,0.5
0.188061870483799,121.18082,4999,50,9,10,0.5
0.0880530879954678,82.469914,499,500,9,10,0.5
0.0521616813442001,83.41785,2499,500,9,10,0.5
0.0251723224707573,85.896502,4999,500,9,10,0.5
0.0879294680741878,59.430906,499,1000,9,10,0.5
0.0230532469553926,276.649188,2499,1000,9,10,0.5
0.00565136433174459,153.44134,4999,1000,9,10,0.5
0.314752718077298,61.0767,499,50,3,4,1
0.101038568920623,88.3687,2499,50,3,4,1
0.0592738159212922,149.62252,4999,50,3,4,1
0.438067903627988,49.671232,499,500,3,4,1
0.0282237151313353,77.987442,2499,500,3,4,1
0.0335202217841068,196.354284,4999,500,3,4,1
0.198734800813029,49.903454,499,1000,3,4,1
0.0243704923172597,93.798353,2499,1000,3,4,1
0.00329781286957208,78.263887,4999,1000,3,4,1
0.283464259438535,52.06002,499,50,6,4,1
0.129457969717349,119.7464,2499,50,6,4,1
0.247151052447116,119.18038,4999,50,6,4,1
0.0613281169253871,88.504504,499,500,6,4,1
0.0096183927199843,93.812188,2499,500,6,4,1
0.0201344357333575,112.496484,4999,500,6,4,1
0.0731861371522987,35.977441,499,1000,6,4,1
0.00779600612065431,52.610059,2499,1000,6,4,1
0.00629512984271986,64.29215,4999,1000,6,4,1
0.114887611607483,98.4485,499,50,9,4,1
0.0845248293835327,116.5667,2499,50,9,4,1
0.0562216931466522,102.19086,4999,50,9,4,1
0.0774355194239263,70.780478,499,500,9,4,1
0.0283583607684827,104.344984,2499,500,9,4,1
0.0202410708180391,126.115242,4999,500,9,4,1
0.0448190500911602,44.157114,499,1000,9,4,1
0.0101795116290939,93.860065,2499,1000,9,4,1
0.00626384520549461,92.63296,4999,1000,9,4,1
0.330934079002566,53.83782,499,50,3,5,1
0.0611334641629898,90.47774,2499,50,3,5,1
0.0769163196227403,59.00616,4999,50,3,5,1
1.08262190942587,211.199538,499,500,3,5,1
0.0476450693484227,223.167172,2499,500,3,5,1
0.00913983643197358,156.083016,4999,500,3,5,1
0.326694996106894,44.507521,499,1000,3,5,1
0.0980647466198705,215.165195,2499,1000,3,5,1
0.00554936544065553,125.65522,4999,1000,3,5,1
0.350739079374776,74.26148,499,50,6,5,1
0.289275570492445,208.25932,2499,50,6,5,1
0.139996945248747,67.604,4999,50,6,5,1
0.166311026604448,89.078452,499,500,6,5,1
0.0328502296775911,110.394906,2499,500,6,5,1
0.0133361702307623,167.796692,4999,500,6,5,1
0.239746859755609,74.913546,499,1000,6,5,1
0.0303654342767978,109.733412,2499,1000,6,5,1
0.013860835920657,101.096915,4999,1000,6,5,1
0.131187060600173,36.52114,499,50,9,5,1
0.0894098243881505,174.61864,2499,50,9,5,1
0.0822716423934129,160.23906,4999,50,9,5,1
0.0846072938983451,41.861156,499,500,9,5,1
0.0107782662755063,69.821764,2499,500,9,5,1
0.0119438720033841,108.75422,4999,500,9,5,1
0.10278395278505,50.822467,499,1000,9,5,1
0.0132681018891036,73.884224,2499,1000,9,5,1
0.00988655328415306,171.361874,4999,1000,9,5,1
0.251714060882958,22.82156,499,50,3,7,1
0.0996606741395844,97.92954,2499,50,3,7,1
0.0578146440385616,216.59272,4999,50,3,7,1
0.251072057997571,60.476372,499,500,3,7,1
0.11959871480921,189.346802,2499,500,3,7,1
0.0144353678618074,99.984558,4999,500,3,7,1
0.0840735726992572,31.712186,499,1000,3,7,1
0.0554094668002999,143.365114,2499,1000,3,7,1
0.0124385673115366,95.956014,4999,1000,3,7,1
0.0966440088518536,64.22782,499,50,6,7,1
0.117265515765841,197.94364,2499,50,6,7,1
0.157593025236876,72.4418,4999,50,6,7,1
0.164371273468134,45.884664,499,500,6,7,1
0.034002092899224,68.647618,2499,500,6,7,1
0.0173366549957013,79.699884,4999,500,6,7,1
0.0916066775940657,68.428834,499,1000,6,7,1
0.0177383608360758,80.509188,2499,1000,6,7,1
0.00436510947166288,117.231262,4999,1000,6,7,1
0.286805958591754,83.43676,499,50,9,7,1
0.12267025310508,92.83208,2499,50,9,7,1
0.0856806413022283,178.57812,4999,50,9,7,1
0.0755169773062541,76.402648,499,500,9,7,1
0.0158575649207955,114.99988,2499,500,9,7,1
0.00986538237603844,83.634888,4999,500,9,7,1
0.106139178525007,107.936868,499,1000,9,7,1
0.0108039475427454,54.370067,2499,1000,9,7,1
0.00506846299503835,110.658114,4999,1000,9,7,1
0.494397075324352,93.06022,499,50,3,10,1
0.15058567219555,162.96186,2499,50,3,10,1
0.0362212901633878,93.4432,4999,50,3,10,1
0.169006931399528,21.980984,499,500,3,10,1
0.0189843916606701,61.094228,2499,500,3,10,1
0.00533497623607944,59.252024,4999,500,3,10,1
0.899726313713632,95.887689,499,1000,3,10,1
0.0443095375843959,87.971805,2499,1000,3,10,1
0.00595370753301295,58.472933,4999,1000,3,10,1
0.168589842683272,70.36172,499,50,6,10,1
0.0833072170009443,79.81212,2499,50,6,10,1
0.195344849383706,104.67538,4999,50,6,10,1
0.126501758581052,104.561388,499,500,6,10,1
0.0155811182151266,113.519378,2499,500,6,10,1
0.0186099956726498,189.634224,4999,500,6,10,1
0.0290589021127394,64.903305,499,1000,6,10,1
0.0127694193438356,56.25598,2499,1000,6,10,1
0.0108776193677637,83.006446,4999,1000,6,10,1
0.114427411315102,62.81866,499,50,9,10,1
0.054821621543636,104.45572,2499,50,9,10,1
0.104968713389497,134.80126,4999,50,9,10,1
0.0438154582754274,75.1693,499,500,9,10,1
0.0110900695823975,78.555488,2499,500,9,10,1
