"dataset","source","site","id","c14_age","c14_error"
"Iron","Heaton2021",,"1037",2990,40
"Iron","Heaton2021",,"1318",2994,20
"Iron","Heaton2021",,"2637",2995,33
"Iron","Heaton2021",,"1451",2995,50
"Iron","Heaton2021",,"1767",2996,25
"Iron","Heaton2021",,"1851",2998,48
"Iron","Heaton2021",,"1447",2998,22
"Iron","Heaton2021",,"1232",2999,28
"Iron","Heaton2021",,"1217",2999,26
"Iron","Heaton2021",,"2521",3000,40
"Iron","Heaton2021",,"2701",3000,30
"Iron","Heaton2021",,"1047",3000,210
"Iron","Heaton2021",,"2572",3000,60
"Iron","Heaton2021",,"1279",3000,110
"Iron","Heaton2021",,"1155",3000,70
"Iron","Heaton2021",,"1227",3001,21
"Iron","Heaton2021",,"1571",3001,33
"Iron","Heaton2021",,"1494",3001,22
"Iron","Heaton2021",,"1444",3002,43
"Iron","Heaton2021",,"1287",3002,27
"Iron","Heaton2021",,"2884",3003,24
"Iron","Heaton2021",,"1158",3005,30
"Iron","Heaton2021",,"1481",3005,20
"Iron","Heaton2021",,"1912",3005,45
"Iron","Heaton2021",,"838",3005,45
"Iron","Heaton2021",,"1270",3005,37
"Iron","Heaton2021",,"2193",3005,35
"Iron","Heaton2021",,"2643",3009,36
"Iron","Heaton2021",,"1036",3010,40
"Iron","Heaton2021",,"2154",3011,25
"Iron","Heaton2021",,"2059",3012,23
"Iron","Heaton2021",,"1184",3013,35
"Iron","Heaton2021",,"815",3015,65
"Iron","Heaton2021",,"1548",3015,22
"Iron","Heaton2021",,"1183",3016,33
"Iron","Heaton2021",,"2440",3016,41
"Iron","Heaton2021",,"1592",3017,37
"Iron","Heaton2021",,"2795",3019,25
"Iron","Heaton2021",,"1117",3019,53
"Iron","Heaton2021",,"1046",3020,90
"Iron","Heaton2021",,"1441",3020,70
"Iron","Heaton2021",,"2159",3020,35
"Iron","Heaton2021",,"1426",3020,60
"Iron","Heaton2021",,"1692",3020,66
"Iron","Heaton2021",,"103",3020,70
"Iron","Heaton2021",,"2282",3020,50
"Iron","Heaton2021",,"1302",3021,20
"Iron","Heaton2021",,"2197",3023,34
"Iron","Heaton2021",,"1145",3025,35
"Iron","Heaton2021",,"1378",3025,35
"Iron","Heaton2021",,"1010",3026,33
"Iron","Heaton2021",,"1348",3026,34
"Iron","Heaton2021",,"1585",3028,40
"Iron","Heaton2021",,"2632",3029,37
"Iron","Heaton2021",,"2276",3030,40
"Iron","Heaton2021",,"1417",3030,50
"Iron","Heaton2021",,"1425",3030,40
"Iron","Heaton2021",,"1057",3030,80
"Iron","Heaton2021",,"1921",3031,37
"Iron","Heaton2021",,"2728",3031,40
"Iron","Heaton2021",,"1219",3032,38
"Iron","Heaton2021",,"1584",3033,31
"Iron","Heaton2021",,"1582",3034,37
"Iron","Heaton2021",,"1159",3038,43
"Iron","Heaton2021",,"1810",3040,50
"Iron","Heaton2021",,"2550",3040,40
"Iron","Heaton2021",,"794",3040,40
"Iron","Heaton2021",,"2308",3050,50
"Iron","Heaton2021",,"1008",3050,60
"Iron","Heaton2021",,"1443",3050,60
"Iron","Heaton2021",,"847",3050,60
"Iron","Heaton2021",,"2431",3050,70
"Iron","Heaton2021",,"1028",3050,80
"Iron","Heaton2021",,"1221",3057,44
"Iron","Heaton2021",,"1151",3060,60
"Iron","Heaton2021",,"2531",3060,70
"Iron","Heaton2021",,"2560",3070,70
"Iron","Heaton2021",,"2035",3070,90
"Iron","Heaton2021",,"2037",3070,60
"Iron","Heaton2021",,"1360",3070,20
"Iron","Heaton2021",,"1418",3080,70
"Iron","Heaton2021",,"2330",3080,60
"Iron","Heaton2021",,"1496",3083,24
"Iron","Heaton2021",,"2838",3090,80
"Iron","Heaton2021",,"2533",3090,60
"Iron","Heaton2021",,"2329",3090,70
"Iron","Heaton2021",,"2327",3090,70
"Iron","Heaton2021",,"2705",3100,40
"Iron","Heaton2021",,"1621",3100,40
"Iron","Heaton2021",,"2671",3105,80
"Iron","Heaton2021",,"1272",3111,43
"Iron","Heaton2021",,"1379",3111,26
"Iron","Heaton2021",,"2038",3130,80
"Iron","Heaton2021",,"2436",3150,70
"Iron","Heaton2021",,"1058",3160,100
"Iron","Heaton2021",,"679",3185,225
"Iron","Heaton2021",,"2796",3220,55
"Iron","Heaton2021",,"1251",3221,122
"Iron","Heaton2021",,"441",3230,295
"Iron","Heaton2021",,"2049",3260,160
"Iron","Heaton2021",,"122",3680,80
"Iron","Heaton2021",,"2325",3788,30
"Iron","Heaton2021",,"890",3870,35
"Iron","Heaton2021",,"1565",3912,23
"Paleo","Heaton2021","12 Mile Creek","1",10504,66
"Paleo","Heaton2021","13TM173","1",9550,100
"Paleo","Heaton2021","32DU181","1",8870,70
"Paleo","Heaton2021","32DU183","1",9840,60
"Paleo","Heaton2021","32DU224","1",9690,60
"Paleo","Heaton2021","35CU67C","1",8429,48
"Paleo","Heaton2021","35HA1028","1",8440,90
"Paleo","Heaton2021","35HA2222","1",9361,122
"Paleo","Heaton2021","35JE49","1",8202,46
"Paleo","Heaton2021","35JE49","1",9361,34
"Paleo","Heaton2021","35LA861","1",9485,90
"Paleo","Heaton2021","35LK1180","1",8220,430
"Paleo","Heaton2021","35LK1180","1",9880,360
"Paleo","Heaton2021","35LK1871","1",11490,90
"Paleo","Heaton2021","35LK1881","1",8750,55
"Paleo","Heaton2021","35LK2076","1",8804,103
"Paleo","Heaton2021","35LK2076","1",10020,370
"Paleo","Heaton2021","41LU26","1",11100,80
"Paleo","Heaton2021","41WH19","1",9920,530
"Paleo","Heaton2021","42SA17107","1",8340,290
"Paleo","Heaton2021","42SA17215","1",8330,110
"Paleo","Heaton2021","42SA17216","1",8100,220
"Paleo","Heaton2021","45CH58","1",8180,90
"Paleo","Heaton2021","45GA47","1",8050,110
"Paleo","Heaton2021","45KI25","1",8540,110
"Paleo","Heaton2021","45WT111","1",8590,160
"Paleo","Heaton2021","48FR3160","1",8210,60
"Paleo","Heaton2021","48LN1101","1",8500,120
"Paleo","Heaton2021","48LN1185","1",8180,270
"Paleo","Heaton2021","48LN1185","1",8570,220
"Paleo","Heaton2021","48LN1658","1",9530,300
"Paleo","Heaton2021","48LN1679","1",9650,290
"Paleo","Heaton2021","48LN2996","1",8170,70
"Paleo","Heaton2021","48LN373","1",8980,130
"Paleo","Heaton2021","48PA328","1",8270,90
"Paleo","Heaton2021","48SU2980","1",8510,160
"Paleo","Heaton2021","48SW4492","1",8020,90
"Paleo","Heaton2021","48UT786","1",8475,59
"Paleo","Heaton2021","8LE2105","1",9870,38
"Paleo","Heaton2021","Agate Basin","1",9750,130
"Paleo","Heaton2021","Agate Basin","1",9990,225
"Paleo","Heaton2021","Agate Basin","1",10375,700
"Paleo","Heaton2021","Agate Basin","1",10413,548
"Paleo","Heaton2021","Agate Basin","1",10445,110
"Paleo","Heaton2021","Agate Basin","1",10575,90
"Paleo","Heaton2021","Agate Basin","1",10780,120
"Paleo","Heaton2021","Agate Basin","1",11145,60
"Paleo","Heaton2021","Agate Basin","1",11700,95
"Paleo","Heaton2021","Albertson","1",8410,245
"Paleo","Heaton2021","Alexon","1",9990,200
"Paleo","Heaton2021","Alexon","1",11170,130
"Paleo","Heaton2021","Alkali Creek","1",8528,29
"Paleo","Heaton2021","Allen","1",8050,80
"Paleo","Heaton2021","Allen","1",8160,80
"Paleo","Heaton2021","Angeles Mesa","1",10500,2000
"Paleo","Heaton2021","Anzick","2",11040,35
"Paleo","Heaton2021","Arenosa Shelter","1",9550,190
"Paleo","Heaton2021","Arlington Springs","2",10960,80
"Paleo","Heaton2021","Armijo Shelter","1",10000,490
"Paleo","Heaton2021","Arnold Research Cave","1",8120,350
"Paleo","Heaton2021","Arnold Research Cave","1",8792,240
"Paleo","Heaton2021","Arrow Creek 1 (766T)","1",8175,42
"Paleo","Heaton2021","Arrow Creek 2 (925T)","1",9366,35
"Paleo","Heaton2021","Arrow Creek 2 (925T)","1",9594,18
"Paleo","Heaton2021","Arrow Creek 2 (925T)","1",9731,66
"Paleo","Heaton2021","Aubrey","1",11151,45
"Paleo","Heaton2021","Avon  Hidden Valley","1",9390,222
"Paleo","Heaton2021","Awl","1",9440,81
"Paleo","Heaton2021","Baker Cave","1",8080,80
"Paleo","Heaton2021","Baker Cave","1",9004,86
"Paleo","Heaton2021","Barton Gulch","1",8200,67
"Paleo","Heaton2021","Barton Gulch","1",8753,19
"Paleo","Heaton2021","Barton Gulch","1",8843,124
"Paleo","Heaton2021","Bass-Anderson","1",8900,210
"Paleo","Heaton2021","Baucom","1",8170,110
"Paleo","Heaton2021","Bear Cove","1",8020,110
"Paleo","Heaton2021","Beaver Creek Shelter","1",9380,300
"Paleo","Heaton2021","Bench Mark Bay","1",10270,160
"Paleo","Heaton2021","Benz","1",9540,50
"Paleo","Heaton2021","Berger Bluff","1",10190,160
"Paleo","Heaton2021","Berger Bluff","1",11550,800
"Paleo","Heaton2021","Beta Rockshelter","1",8175,230
"Paleo","Heaton2021","Betty Greene","1",9860,300
"Paleo","Heaton2021","Big Bone Lick","1",10600,250
"Paleo","Heaton2021","Big Eddy","1",9525,65
"Paleo","Heaton2021","Big Eddy","1",10415,56
"Paleo","Heaton2021","Big Eddy","1",12145,41
"Paleo","Heaton2021","Big Lake","1",8147,116
"Paleo","Heaton2021","Bison Rockshelter","1",10340,830
"Paleo","Heaton2021","Blackwater Draw 1","1",8873,45
"Paleo","Heaton2021","Blackwater Draw 1","1",10264,219
"Paleo","Heaton2021","Blackwater Draw 1","1",10377,156
"Paleo","Heaton2021","Blackwater Draw 1","1",10823,103
"Paleo","Heaton2021","Blue Dart","1",8320,60
"Paleo","Heaton2021","Blue Point","1",8330,420
"Paleo","Heaton2021","Blue Point","1",9540,50
"Paleo","Heaton2021","Bobtail Wolf","1",9300,60
"Paleo","Heaton2021","Bobtail Wolf","1",9990,60
"Paleo","Heaton2021","Boca Negra Wash","1",9540,580
"Paleo","Heaton2021","Bolton Spring","1",10700,70
"Paleo","Heaton2021","Bonfire Shelter","1",9991,82
"Paleo","Heaton2021","Bonfire Shelter","1",12430,490
"Paleo","Heaton2021","Bonneville Estates","2",11010,40
"Paleo","Heaton2021","Bottleneck Cave","1",8112,139
"Paleo","Heaton2021","Bottleneck Cave","1",8210,200
"Paleo","Heaton2021","Bottleneck Cave","1",8270,180
"Paleo","Heaton2021","Bowling Dune","1",8080,90
"Paleo","Heaton2021","Bozner","1",9080,350
"Paleo","Heaton2021","Bradbury Brook","1",9220,75
"Paleo","Heaton2021","Brigham","1",8500,70
"Paleo","Heaton2021","Brigham","1",8580,45
"Paleo","Heaton2021","Brigham","1",10290,460
"Paleo","Heaton2021","Browns Valley","1",8956,66
"Paleo","Heaton2021","Buchanan","1",10230,150
"Paleo","Heaton2021","Buena Vista Lake","1",8475,283
"Paleo","Heaton2021","Buffalo Flat","1",9130,130
"Paleo","Heaton2021","Buffalo Flat","1",10800,600
"Paleo","Heaton2021","Buhl burial","1",10675,95
"Paleo","Heaton2021","Burning Tree Mastodon","1",11705,36
"Paleo","Heaton2021","Bush Shelter","1",9000,240
"Paleo","Heaton2021","Bush Shelter","1",9530,100
"Paleo","Heaton2021","BZT-1","1",10539,722
"Paleo","Heaton2021","C.W. Harris","1",8490,283
"Paleo","Heaton2021","Cactus Hill","2",10920,250
"Paleo","Heaton2021","Callahan Sand Pit","1",8750,230
"Paleo","Heaton2021","Campbell Hollow","1",8350,100
"Paleo","Heaton2021","Cape","1",8050,80
"Paleo","Heaton2021","CAPla164","1",8130,130
"Paleo","Heaton2021","Caratunk","1",10110,70
"Paleo","Heaton2021","Carter/Kerr-McGee","1",9130,220
"Paleo","Heaton2021","Carter/Kerr-McGee","1",10400,600
"Paleo","Heaton2021","CASCl178","1",8050,300
"Paleo","Heaton2021","CASCl178","1",9960,500
"Paleo","Heaton2021","CASCr177","1",10080,460
"Paleo","Heaton2021","Casper","1",10140,170
"Paleo","Heaton2021","Casper","3",11190,50
"Paleo","Heaton2021","CASRI1","1",8730,110
"Paleo","Heaton2021","Castle Rock","1",8270,130
"Paleo","Heaton2021","Cedar Lake","1",9530,177
"Paleo","Heaton2021","CeEt-482","1",8250,260
"Paleo","Heaton2021","Charlestown Meadows","1",9120,280
"Paleo","Heaton2021","Charlie Lake Cave","1",9490,140
"Paleo","Heaton2021","Charlie Lake Cave","1",9852,81
"Paleo","Heaton2021","Charlie Lake Cave","1",10500,42
"Paleo","Heaton2021","Charlie Range Basalt Ridge","1",8390,130
"Paleo","Heaton2021","Cherokee Sewer","1",8391,135
"Paleo","Heaton2021","China Wall","1",8806,23
"Paleo","Heaton2021","Clarks Flat","1",10142,84
"Paleo","Heaton2021","Cloudsplitter Rockshelter","1",9073,87
"Paleo","Heaton2021","Colby","1",10985,119
"Paleo","Heaton2021","Connley Cave 3","1",8290,310
"Paleo","Heaton2021","Connley Cave 4A","1",9150,150
"Paleo","Heaton2021","Connley Cave 4A","1",10100,400
"Paleo","Heaton2021","Connley Cave 4B","1",10436,109
"Paleo","Heaton2021","Connley Cave 5A","1",9800,250
"Paleo","Heaton2021","Connley Cave 5B","1",9540,260
"Paleo","Heaton2021","Connley Cave 6","1",9710,880
"Paleo","Heaton2021","Coontail Spin","1",10300,400
"Paleo","Heaton2021","Cooper","1",10050,210
"Paleo","Heaton2021","Cooper Hollow","1",12590,195
"Paleo","Heaton2021","Cooper’s Ferry","1",9700,38
"Paleo","Heaton2021","Cougar Mountain Cave","1",8510,250
"Paleo","Heaton2021","Cowboy Cave","1",8275,80
"Paleo","Heaton2021","Cowpath","1",8600,325
"Paleo","Heaton2021","Crypt Cave","1",9120,60
"Paleo","Heaton2021","Cully’s Dump","1",8060,160
"Paleo","Heaton2021","Cummins","1",8480,390
"Paleo","Heaton2021","Cutler Hammock","1",9760,120
"Paleo","Heaton2021","Daisy Cave","1",8178,54
"Paleo","Heaton2021","Daisy Cave","1",8460,100
"Paleo","Heaton2021","Daisy Cave","1",8660,54
"Paleo","Heaton2021","Daisy Cave","1",9053,60
"Paleo","Heaton2021","Daisy Cave","1",9158,50
"Paleo","Heaton2021","Daisy Cave","1",10600,51
"Paleo","Heaton2021","Danger Cave","1",9859,82
"Paleo","Heaton2021","Danger Cave","1",10131,79
"Paleo","Heaton2021","Debert","3",10590,50
"Paleo","Heaton2021","Deep Shelter","1",8520,470
"Paleo","Heaton2021","Deer Creek Cave","1",9670,300
"Paleo","Heaton2021","Deer Creek Cave","1",10085,400
"Paleo","Heaton2021","Dent","2",10990,25
"Paleo","Heaton2021","Devil’s Mouth","1",8780,310
"Paleo","Heaton2021","DgPm-1","1",8220,260
"Paleo","Heaton2021","Diablo Canyon","1",8820,190
"Paleo","Heaton2021","Diablo Canyon","1",9402,113
"Paleo","Heaton2021","Dietz or Tucker","1",9494,62
"Paleo","Heaton2021","Dill Farm","1",8050,90
"Paleo","Heaton2021","Dirty Shame Rockshelter","1",8995,42
"Paleo","Heaton2021","DjPm-79","1",8560,160
"Paleo","Heaton2021","DjPo-81","1",8594,170
"Paleo","Heaton2021","Domebo","2",10960,30
"Paleo","Heaton2021","Double Adobe","1",9350,160
"Paleo","Heaton2021","Double P","1",8555,200
"Paleo","Heaton2021","Dust Cave","1",8470,50
"Paleo","Heaton2021","Dust Cave","1",8790,48
"Paleo","Heaton2021","Dust Cave","1",9922,46
"Paleo","Heaton2021","Dust Cave","1",10168,16
"Paleo","Heaton2021","Dust Devil Cave (NA7613)","1",8762,91
"Paleo","Heaton2021","Dutchess Quarry Cave No. 8","1",8290,100
"Paleo","Heaton2021","Dyer Elk","1",9200,280
"Paleo","Heaton2021","Eagle Cave","1",8678,62
"Paleo","Heaton2021","Eagle Shelter","1",9775,90
"Paleo","Heaton2021","East Wenatchee","2",11125,130
"Paleo","Heaton2021","Echo Bay (1128T)","1",9270,100
"Paleo","Heaton2021","Echo Bay (1128T)","1",9640,70
"Paleo","Heaton2021","Edgar","1",8860,170
"Paleo","Heaton2021","EgPs-48","1",8250,130
"Paleo","Heaton2021","EiBl-5","1",8010,110
"Paleo","Heaton2021","ElTa-18","1",9940,50
"Paleo","Heaton2021","Enoch Fork Rockshelter","1",8740,130
"Paleo","Heaton2021","Enoch Fork Rockshelter","1",10960,240
"Paleo","Heaton2021","Eppley Rockshelter","1",10743,79
"Paleo","Heaton2021","Esker","1",10060,60
"Paleo","Heaton2021","FALSE Cougar Cave","1",8255,120
"Paleo","Heaton2021","FALSE Cougar Cave","1",10530,140
"Paleo","Heaton2021","FcQa-8","1",8030,200
"Paleo","Heaton2021","Ferry","1",8160,200
"Paleo","Heaton2021","Filemile Rapids/Roadcut","1",9785,220
"Paleo","Heaton2021","Finley","1",9166,55
"Paleo","Heaton2021","Fishbone Cave","1",11200,250
"Paleo","Heaton2021","Fishing Bridge","1",8940,60
"Paleo","Heaton2021","Flaming Arrow","1",9937,67
"Paleo","Heaton2021","Flooded Cave","1",10000,200
"Paleo","Heaton2021","Folsom","1",10891,49
"Paleo","Heaton2021","Fort Langley","1",8368,46
"Paleo","Heaton2021","Fort Rock Cave","1",8765,69
"Paleo","Heaton2021","Fort Rock Cave","1",9044,118
"Paleo","Heaton2021","Fossil Lake","1",10177,82
"Paleo","Heaton2021","Gap","1",8449,127
"Paleo","Heaton2021","Gardepe","1",9380,100
"Paleo","Heaton2021","Glenrose Cannery","1",8150,250
"Paleo","Heaton2021","Gore Creek","1",8340,115
"Paleo","Heaton2021","Graham Cave","1",8830,250
"Paleo","Heaton2021","Graham Cave","1",9520,173
"Paleo","Heaton2021","Grey-Taylor","1",8600,245
"Paleo","Heaton2021","Grimes Burial Shelter","1",9470,60
"Paleo","Heaton2021","Guest mammoth","1",9840,190
"Paleo","Heaton2021","Handprint Cave","1",10740,70
"Paleo","Heaton2021","Hanson","1",9285,90
"Paleo","Heaton2021","Hanson","1",10232,88
"Paleo","Heaton2021","Harney Lake","1",8680,55
"Paleo","Heaton2021","Hastqin","1",8260,100
"Paleo","Heaton2021","Hatwai","1",9555,77
"Paleo","Heaton2021","Hatwai","1",10356,118
"Paleo","Heaton2021","Hawkwood","1",8330,330
"Paleo","Heaton2021","Headquarters","1",8300,140
"Paleo","Heaton2021","Hebior","1",12531,26
"Paleo","Heaton2021","Hedden","3",10550,43
"Paleo","Heaton2021","Heisler mastodon","1",11465,78
"Paleo","Heaton2021","Hell Gap","1",8590,350
"Paleo","Heaton2021","Hell Gap","1",8600,600
"Paleo","Heaton2021","Hell Gap","1",8690,380
"Paleo","Heaton2021","Hell Gap","1",8890,110
"Paleo","Heaton2021","Hell Gap","1",10090,200
"Paleo","Heaton2021","Hell Gap","1",10240,300
"Paleo","Heaton2021","Hell Gap","1",10260,95
"Paleo","Heaton2021","Hell Gap","1",10290,500
"Paleo","Heaton2021","Hell Gap","1",10850,550
"Paleo","Heaton2021","Hell Gap","1",10897,186
"Paleo","Heaton2021","Hell Gap","2",10955,135
"Paleo","Heaton2021","Henwood","1",8470,370
"Paleo","Heaton2021","Hermit’s Cave","1",12900,350
"Paleo","Heaton2021","Heron Eden","1",9150,40
"Paleo","Heaton2021","Hetrick","1",9912,50
"Paleo","Heaton2021","Hinds Cave","1",8279,47
"Paleo","Heaton2021","Hinds Cave","1",9120,90
"Paleo","Heaton2021","Hiscock","3",10795,39
"Paleo","Heaton2021","Hogup Cave","1",8350,160
"Paleo","Heaton2021","Hogup Cave","1",8800,200
"Paleo","Heaton2021","Horace Rivers","1",9089,38
"Paleo","Heaton2021","Horn Rock Shelter 2","1",8675,120
"Paleo","Heaton2021","Horn Rock Shelter 2","1",10211,90
"Paleo","Heaton2021","Horner","1",9164,56
"Paleo","Heaton2021","Horner","1",9899,79
"Paleo","Heaton2021","Howard Gully","1",10860,98
"Paleo","Heaton2021","Hudson-Meng","1",9513,38
"Paleo","Heaton2021","Huntington Dam","1",11320,78
"Paleo","Heaton2021","Icehouse Bottom","1",8984,95
"Paleo","Heaton2021","Indian Creek","1",8340,100
"Paleo","Heaton2021","Indian Creek","1",9290,120
"Paleo","Heaton2021","Indian Creek","1",9860,70
"Paleo","Heaton2021","Indian Creek","1",9870,130
"Paleo","Heaton2021","Indian Creek","1",10010,110
"Paleo","Heaton2021","Indian Creek","1",10140,78
"Paleo","Heaton2021","Indian Creek","1",10420,59
"Paleo","Heaton2021","Indian Creek","2",10980,110
"Paleo","Heaton2021","Indian Sands","1",10430,150
"Paleo","Heaton2021","Jackknife Cave","1",8130,105
"Paleo","Heaton2021","Jaguar Cave","1",11171,203
"Paleo","Heaton2021","Jake Bluff","2",10765,25
"Paleo","Heaton2021","James Pass Meadow","1",9750,80
"Paleo","Heaton2021","James Pass Meadow","1",10120,80
"Paleo","Heaton2021","J-Crossing","1",8955,127
"Paleo","Heaton2021","Jim Pitts","1",10168,37
"Paleo","Heaton2021","Jim Pitts","1",11589,116
"Paleo","Heaton2021","Joe’s Valley Alcove","1",8210,220
"Paleo","Heaton2021","John’s Bridge","1",8289,171
"Paleo","Heaton2021","Johnsen No. 3","1",8690,152
"Paleo","Heaton2021","Johnsen No. 3","1",8855,155
"Paleo","Heaton2021","Johnsen No. 3","1",8952,163
"Paleo","Heaton2021","Johnsen No. 3","1",9040,285
"Paleo","Heaton2021","Johnsen No. 3","1",9665,550
"Paleo","Heaton2021","Johnson","1",11985,109
"Paleo","Heaton2021","Kanorado","2",10980,40
"Paleo","Heaton2021","Kennewick Man","1",8295,26
"Paleo","Heaton2021","Kilgii Gwaay 1325T","1",9671,13
"Paleo","Heaton2021","Kincaid Shelter","1",10244,79
"Paleo","Heaton2021","Koehn-Schneider","1",11050,170
"Paleo","Heaton2021","Koster","1",8130,80
"Paleo","Heaton2021","Koster","1",8220,80
"Paleo","Heaton2021","Koster","1",8230,120
"Paleo","Heaton2021","Koster","1",8376,41
"Paleo","Heaton2021","Koster","1",8730,90
"Paleo","Heaton2021","La Paloma","1",9951,85
"Paleo","Heaton2021","Lagrange","1",11240,635
"Paleo","Heaton2021","Laguna Beach","1",9360,105
"Paleo","Heaton2021","Lake Abert","1",10671,73
"Paleo","Heaton2021","Lake Theo","1",9950,110
"Paleo","Heaton2021","Landels","1",8400,90
"Paleo","Heaton2021","Lange/Ferguson","1",10800,530
"Paleo","Heaton2021","Lange-Ferguson","2",11080,40
"Paleo","Heaton2021","Last Supper Cave","1",8488,74
"Paleo","Heaton2021","Lehner","1",9900,80
"Paleo","Heaton2021","Lehner","2",10950,40
"Paleo","Heaton2021","Leonard Rockshelter","1",8660,300
"Paleo","Heaton2021","Leonard Rockshelter","1",11199,570
"Paleo","Heaton2021","Levi","1",9300,160
"Paleo","Heaton2021","Levi","1",10000,175
"Paleo","Heaton2021","Lime Creek","1",9524,450
"Paleo","Heaton2021","Limington","1",8470,110
"Paleo","Heaton2021","Lind Coulee","1",8614,61
"Paleo","Heaton2021","Lindoe","1",9869,101
"Paleo","Heaton2021","Lindsay mammoth","1",12035,41
"Paleo","Heaton2021","Little Canyon Creek Cave","1",8790,210
"Paleo","Heaton2021","Little Canyon Creek Cave","1",10170,250
"Paleo","Heaton2021","Little Ossipee North","1",9350,90
"Paleo","Heaton2021","Little River Rapids","1",10910,110
"Paleo","Heaton2021","Little Salt Spring","1",9596,78
"Paleo","Heaton2021","Little Salt Spring","1",12030,200
"Paleo","Heaton2021","Locus III","1",9400,270
"Paleo","Heaton2021","Lodgepole Creek","1",8700,190
"Paleo","Heaton2021","Loeve","1",8500,130
"Paleo","Heaton2021","Logan Creek","1",8125,250
"Paleo","Heaton2021","Long Tom","1",8890,120
"Paleo","Heaton2021","Longworth-Gick","1",8420,110
"Paleo","Heaton2021","Longworth-Gick","1",8661,106
"Paleo","Heaton2021","Lookingbill","1",8525,100
"Paleo","Heaton2021","Lookingbill","1",10405,95
"Paleo","Heaton2021","Lubbock Lake","1",8303,69
"Paleo","Heaton2021","Lubbock Lake","1",8600,84
"Paleo","Heaton2021","Lubbock Lake","1",8730,240
"Paleo","Heaton2021","Lubbock Lake","1",9133,62
"Paleo","Heaton2021","Lubbock Lake","1",9330,70
"Paleo","Heaton2021","Lubbock Lake","1",9550,67
"Paleo","Heaton2021","Lubbock Lake","1",9600,55
"Paleo","Heaton2021","Lubbock Lake","1",9616,50
"Paleo","Heaton2021","Lubbock Lake","1",9780,100
"Paleo","Heaton2021","Lubbock Lake","1",9810,50
"Paleo","Heaton2021","Lubbock Lake","1",9898,75
"Paleo","Heaton2021","Lubbock Lake","1",9950,120
"Paleo","Heaton2021","Lubbock Lake","1",9960,80
"Paleo","Heaton2021","Lubbock Lake","1",10015,75
"Paleo","Heaton2021","Lubbock Lake","1",10080,71
"Paleo","Heaton2021","Lubbock Lake","1",10142,72
"Paleo","Heaton2021","Lubbock Lake","1",10240,64
"Paleo","Heaton2021","Lubbock Lake","1",10540,100
"Paleo","Heaton2021","Lubbock Lake","2",11100,60
"Paleo","Heaton2021","Lyell Bay East (1354T)","1",8610,42
"Paleo","Heaton2021","Lyell Bay South (1355T)","1",8387,23
"Paleo","Heaton2021","MacHaffie","1",8657,34
"Paleo","Heaton2021","MacHaffie","1",9124,42
"Paleo","Heaton2021","MacHaffie","1",9845,34
"Paleo","Heaton2021","MacHaffie","1",10390,40
"Paleo","Heaton2021","Main","1",8303,41
"Paleo","Heaton2021","Mammoth Meadow I","1",8768,61
"Paleo","Heaton2021","Mangus","1",8645,71
"Paleo","Heaton2021","Manis","1",11100,30
"Paleo","Heaton2021","Manning","1",9681,78
"Paleo","Heaton2021","Manning","1",9865,141
"Paleo","Heaton2021","Maple Leaf","1",8630,270
"Paleo","Heaton2021","Marial","1",8560,190
"Paleo","Heaton2021","Marks Beach","1",9920,380
"Paleo","Heaton2021","Marmes Rockshelter","1",8869,68
"Paleo","Heaton2021","Marmes Rockshelter","1",10119,82
"Paleo","Heaton2021","Marshmeadow","1",10700,870
"Paleo","Heaton2021","McCulley Creek","1",8760,70
"Paleo","Heaton2021","McFaddin Beach","1",11100,750
"Paleo","Heaton2021","Meadowcroft Rockshelter","1",8519,79
"Paleo","Heaton2021","Meadowcroft Rockshelter","1",11300,700
"Paleo","Heaton2021","Meadowcroft Rockshelter","1",12800,870
"Paleo","Heaton2021","Medicine Creek","1",8274,500
"Paleo","Heaton2021","Medicine Creek","1",10493,1500
"Paleo","Heaton2021","Medicine Lodge Creek","1",8191,131
"Paleo","Heaton2021","Medicine Lodge Creek","1",8320,220
"Paleo","Heaton2021","Medicine Lodge Creek","1",8680,250
"Paleo","Heaton2021","Medicine Lodge Creek","1",8760,400
"Paleo","Heaton2021","Medicine Lodge Creek","1",8830,470
"Paleo","Heaton2021","Medicine Lodge Creek","1",9030,460
"Paleo","Heaton2021","Medicine Lodge Creek","1",9206,84
"Paleo","Heaton2021","Michaud","1",10200,620
"Paleo","Heaton2021","Mill Iron","1",11071,44
"Paleo","Heaton2021","Millard Creek","1",8300,200
"Paleo","Heaton2021","Milliken","1",8150,300
"Paleo","Heaton2021","Milliken","1",9000,150
"Paleo","Heaton2021","Mitchell Farm","1",11480,400
"Paleo","Heaton2021","Modoc Rockshelter","1",8000,80
"Paleo","Heaton2021","Modoc Rockshelter","1",8030,220
"Paleo","Heaton2021","Modoc Rockshelter","1",8109,76
"Paleo","Heaton2021","Modoc Rockshelter","1",8270,80
"Paleo","Heaton2021","Modoc Rockshelter","1",8353,57
"Paleo","Heaton2021","Modoc Rockshelter","1",8430,70
"Paleo","Heaton2021","Modoc Rockshelter","1",8457,86
"Paleo","Heaton2021","Modoc Rockshelter","1",8530,120
"Paleo","Heaton2021","Modoc Rockshelter","1",8920,220
"Paleo","Heaton2021","Modoc Rockshelter","1",9101,440
"Paleo","Heaton2021","Mona Lisa","1",8080,150
"Paleo","Heaton2021","Mona Lisa","1",8545,280
