"dataset","source","site","id","c14_age","c14_error"
"Iron","Heaton2021",,"1800",2192,22
"Iron","Heaton2021",,"1290",2192,34
"Iron","Heaton2021",,"1666",2192,40
"Iron","Heaton2021",,"1358",2193,54
"Iron","Heaton2021",,"615",2193,38
"Iron","Heaton2021",,"696",2194,34
"Iron","Heaton2021",,"2658",2195,30
"Iron","Heaton2021",,"401",2195,75
"Iron","Heaton2021",,"393",2195,80
"Iron","Heaton2021",,"1394",2199,30
"Iron","Heaton2021",,"743",2199,34
"Iron","Heaton2021",,"2209",2200,60
"Iron","Heaton2021",,"610",2200,39
"Iron","Heaton2021",,"604",2200,40
"Iron","Heaton2021",,"232",2200,50
"Iron","Heaton2021",,"764",2200,30
"Iron","Heaton2021",,"691",2200,35
"Iron","Heaton2021",,"109",2200,20
"Iron","Heaton2021",,"113",2200,50
"Iron","Heaton2021",,"187",2202,35
"Iron","Heaton2021",,"711",2202,28
"Iron","Heaton2021",,"1157",2204,39
"Iron","Heaton2021",,"2876",2205,35
"Iron","Heaton2021",,"635",2205,35
"Iron","Heaton2021",,"1698",2207,39
"Iron","Heaton2021",,"1391",2209,31
"Iron","Heaton2021",,"1860",2209,28
"Iron","Heaton2021",,"2233",2210,25
"Iron","Heaton2021",,"54",2210,20
"Iron","Heaton2021",,"2874",2210,35
"Iron","Heaton2021",,"1432",2210,40
"Iron","Heaton2021",,"1388",2210,40
"Iron","Heaton2021",,"2546",2210,40
"Iron","Heaton2021",,"720",2210,35
"Iron","Heaton2021",,"594",2210,35
"Iron","Heaton2021",,"558",2210,60
"Iron","Heaton2021",,"221",2210,20
"Iron","Heaton2021",,"1456",2210,40
"Iron","Heaton2021",,"2871",2210,115
"Iron","Heaton2021",,"124",2210,60
"Iron","Heaton2021",,"613",2212,41
"Iron","Heaton2021",,"1200",2214,22
"Iron","Heaton2021",,"2659",2215,30
"Iron","Heaton2021",,"215",2215,35
"Iron","Heaton2021",,"334",2215,80
"Iron","Heaton2021",,"312",2215,50
"Iron","Heaton2021",,"1773",2220,270
"Iron","Heaton2021",,"2817",2220,30
"Iron","Heaton2021",,"657",2220,30
"Iron","Heaton2021",,"772",2220,70
"Iron","Heaton2021",,"484",2220,70
"Iron","Heaton2021",,"2297",2220,40
"Iron","Heaton2021",,"554",2220,40
"Iron","Heaton2021",,"337",2220,80
"Iron","Heaton2021",,"1069",2220,40
"Iron","Heaton2021",,"260",2221,26
"Iron","Heaton2021",,"135",2221,30
"Iron","Heaton2021",,"2298",2223,25
"Iron","Heaton2021",,"573",2224,36
"Iron","Heaton2021",,"1264",2227,20
"Iron","Heaton2021",,"1772",2227,34
"Iron","Heaton2021",,"2355",2230,50
"Iron","Heaton2021",,"1712",2230,40
"Iron","Heaton2021",,"2877",2230,35
"Iron","Heaton2021",,"1359",2230,60
"Iron","Heaton2021",,"560",2230,60
"Iron","Heaton2021",,"1454",2230,40
"Iron","Heaton2021",,"612",2232,38
"Iron","Heaton2021",,"2257",2233,22
"Iron","Heaton2021",,"1501",2235,40
"Iron","Heaton2021",,"1805",2235,30
"Iron","Heaton2021",,"108",2235,20
"Iron","Heaton2021",,"2033",2238,50
"Iron","Heaton2021",,"49",2239,33
"Iron","Heaton2021",,"2286",2240,40
"Iron","Heaton2021",,"736",2240,70
"Iron","Heaton2021",,"1462",2240,40
"Iron","Heaton2021",,"359",2240,45
"Iron","Heaton2021",,"147",2240,90
"Iron","Heaton2021",,"686",2240,50
"Iron","Heaton2021",,"107",2240,40
"Iron","Heaton2021",,"2263",2245,33
"Iron","Heaton2021",,"739",2245,70
"Iron","Heaton2021",,"1617",2245,120
"Iron","Heaton2021",,"2085",2245,35
"Iron","Heaton2021",,"593",2248,43
"Iron","Heaton2021",,"2415",2249,32
"Iron","Heaton2021",,"2875",2250,35
"Iron","Heaton2021",,"1535",2250,40
"Iron","Heaton2021",,"292",2250,130
"Iron","Heaton2021",,"116",2250,40
"Iron","Heaton2021",,"111",2250,50
"Iron","Heaton2021",,"118",2250,60
"Iron","Heaton2021",,"261",2253,26
"Iron","Heaton2021",,"2179",2255,35
"Iron","Heaton2021",,"1293",2258,21
"Iron","Heaton2021",,"750",2259,33
"Iron","Heaton2021",,"1595",2260,40
"Iron","Heaton2021",,"737",2260,45
"Iron","Heaton2021",,"2445",2260,55
"Iron","Heaton2021",,"213",2260,70
"Iron","Heaton2021",,"131",2260,60
"Iron","Heaton2021",,"616",2266,38
"Iron","Heaton2021",,"2265",2266,24
"Iron","Heaton2021",,"2873",2269,28
"Iron","Heaton2021",,"2274",2270,40
"Iron","Heaton2021",,"1525",2270,40
"Iron","Heaton2021",,"1524",2270,40
"Iron","Heaton2021",,"1661",2270,40
"Iron","Heaton2021",,"580",2270,40
"Iron","Heaton2021",,"1455",2270,40
"Iron","Heaton2021",,"138",2270,60
"Iron","Heaton2021",,"564",2271,67
"Iron","Heaton2021",,"1906",2275,30
"Iron","Heaton2021",,"1647",2277,27
"Iron","Heaton2021",,"2223",2279,40
"Iron","Heaton2021",,"1473",2280,40
"Iron","Heaton2021",,"210",2280,25
"Iron","Heaton2021",,"1193",2284,20
"Iron","Heaton2021",,"154",2288,35
"Iron","Heaton2021",,"1468",2290,40
"Iron","Heaton2021",,"653",2290,75
"Iron","Heaton2021",,"300",2290,30
"Iron","Heaton2021",,"244",2295,60
"Iron","Heaton2021",,"2760",2295,70
"Iron","Heaton2021",,"75",2295,55
"Iron","Heaton2021",,"2555",2300,40
"Iron","Heaton2021",,"1736",2300,23
"Iron","Heaton2021",,"592",2302,33
"Iron","Heaton2021",,"583",2303,21
"Iron","Heaton2021",,"343",2305,70
"Iron","Heaton2021",,"638",2309,35
"Iron","Heaton2021",,"2376",2310,60
"Iron","Heaton2021",,"2507",2310,35
"Iron","Heaton2021",,"1336",2313,45
"Iron","Heaton2021",,"2031",2315,32
"Iron","Heaton2021",,"738",2315,45
"Iron","Heaton2021",,"1464",2320,40
"Iron","Heaton2021",,"101",2320,50
"Iron","Heaton2021",,"1605",2320,60
"Iron","Heaton2021",,"2780",2320,70
"Iron","Heaton2021",,"1778",2322,31
"Iron","Heaton2021",,"1831",2328,21
"Iron","Heaton2021",,"192",2330,20
"Iron","Heaton2021",,"629",2335,35
"Iron","Heaton2021",,"1465",2340,40
"Iron","Heaton2021",,"1695",2340,77
"Iron","Heaton2021",,"607",2342,42
"Iron","Heaton2021",,"1341",2343,39
"Iron","Heaton2021",,"311",2345,50
"Iron","Heaton2021",,"586",2347,32
"Iron","Heaton2021",,"1088",2349,20
"Iron","Heaton2021",,"1660",2350,40
"Iron","Heaton2021",,"2291",2350,40
"Iron","Heaton2021",,"1802",2350,40
"Iron","Heaton2021",,"123",2350,50
"Iron","Heaton2021",,"43",2352,51
"Iron","Heaton2021",,"2229",2355,30
"Iron","Heaton2021",,"1553",2360,40
"Iron","Heaton2021",,"1466",2360,40
"Iron","Heaton2021",,"290",2360,45
"Iron","Heaton2021",,"158",2360,40
"Iron","Heaton2021",,"159",2360,40
"Iron","Heaton2021",,"566",2360,60
"Iron","Heaton2021",,"323",2360,45
"Iron","Heaton2021",,"318",2360,45
"Iron","Heaton2021",,"2781",2365,70
"Iron","Heaton2021",,"2812",2370,40
"Iron","Heaton2021",,"2782",2370,70
"Iron","Heaton2021",,"237",2370,85
"Iron","Heaton2021",,"241",2374,36
"Iron","Heaton2021",,"2184",2380,40
"Iron","Heaton2021",,"125",2380,60
"Iron","Heaton2021",,"305",2385,70
"Iron","Heaton2021",,"2172",2385,35
"Iron","Heaton2021",,"1859",2386,38
"Iron","Heaton2021",,"2713",2387,25
"Iron","Heaton2021",,"2295",2390,40
"Iron","Heaton2021",,"2421",2390,40
"Iron","Heaton2021",,"42",2394,30
"Iron","Heaton2021",,"1922",2395,18
"Iron","Heaton2021",,"2770",2395,235
"Iron","Heaton2021",,"2422",2397,39
"Iron","Heaton2021",,"1642",2398,29
"Iron","Heaton2021",,"2743",2399,20
"Iron","Heaton2021",,"552",2400,50
"Iron","Heaton2021",,"780",2400,15
"Iron","Heaton2021",,"1508",2403,22
"Iron","Heaton2021",,"2120",2404,25
"Iron","Heaton2021",,"1603",2405,35
"Iron","Heaton2021",,"2866",2405,44
"Iron","Heaton2021",,"2076",2409,22
"Iron","Heaton2021",,"319",2410,80
"Iron","Heaton2021",,"10",2410,60
"Iron","Heaton2021",,"606",2410,40
"Iron","Heaton2021",,"239",2410,60
"Iron","Heaton2021",,"781",2410,15
"Iron","Heaton2021",,"1295",2414,23
"Iron","Heaton2021",,"2080",2415,40
"Iron","Heaton2021",,"310",2415,45
"Iron","Heaton2021",,"2199",2418,30
"Iron","Heaton2021",,"309",2420,40
"Iron","Heaton2021",,"82",2420,60
"Iron","Heaton2021",,"207",2420,100
"Iron","Heaton2021",,"119",2420,70
"Iron","Heaton2021",,"1766",2421,48
"Iron","Heaton2021",,"1176",2424,20
"Iron","Heaton2021",,"1325",2427,23
"Iron","Heaton2021",,"1852",2428,30
"Iron","Heaton2021",,"2656",2432,49
"Iron","Heaton2021",,"1790",2433,26
"Iron","Heaton2021",,"2635",2433,32
"Iron","Heaton2021",,"2075",2434,22
"Iron","Heaton2021",,"242",2435,45
"Iron","Heaton2021",,"2077",2435,23
"Iron","Heaton2021",,"770",2437,29
"Iron","Heaton2021",,"302",2440,65
"Iron","Heaton2021",,"223",2440,20
"Iron","Heaton2021",,"177",2440,50
"Iron","Heaton2021",,"201",2440,70
"Iron","Heaton2021",,"199",2440,55
"Iron","Heaton2021",,"2766",2440,50
"Iron","Heaton2021",,"1472",2440,70
"Iron","Heaton2021",,"1261",2443,24
"Iron","Heaton2021",,"303",2445,40
"Iron","Heaton2021",,"609",2446,39
"Iron","Heaton2021",,"2213",2446,27
"Iron","Heaton2021",,"137",2447,22
"Iron","Heaton2021",,"1091",2449,20
"Iron","Heaton2021",,"1839",2450,19
"Iron","Heaton2021",,"575",2450,60
"Iron","Heaton2021",,"333",2450,75
"Iron","Heaton2021",,"1902",2455,22
"Iron","Heaton2021",,"2073",2456,39
"Iron","Heaton2021",,"2056",2457,24
"Iron","Heaton2021",,"1545",2458,35
"Iron","Heaton2021",,"2293",2460,40
"Iron","Heaton2021",,"1382",2460,35
"Iron","Heaton2021",,"69",2460,70
"Iron","Heaton2021",,"563",2460,106
"Iron","Heaton2021",,"112",2460,20
"Iron","Heaton2021",,"2294",2461,32
"Iron","Heaton2021",,"585",2461,31
"Iron","Heaton2021",,"1233",2465,20
"Iron","Heaton2021",,"2783",2465,160
"Iron","Heaton2021",,"1765",2465,20
"Iron","Heaton2021",,"2078",2467,27
"Iron","Heaton2021",,"714",2468,31
"Iron","Heaton2021",,"243",2470,35
"Iron","Heaton2021",,"2165",2470,35
"Iron","Heaton2021",,"1483",2470,30
"Iron","Heaton2021",,"2722",2470,30
"Iron","Heaton2021",,"1881",2470,140
"Iron","Heaton2021",,"335",2470,80
"Iron","Heaton2021",,"50",2470,60
"Iron","Heaton2021",,"1342",2471,25
"Iron","Heaton2021",,"38",2472,38
"Iron","Heaton2021",,"1506",2473,26
"Iron","Heaton2021",,"1357",2473,47
"Iron","Heaton2021",,"1405",2474,26
"Iron","Heaton2021",,"704",2474,33
"Iron","Heaton2021",,"1396",2474,30
"Iron","Heaton2021",,"2683",2475,25
"Iron","Heaton2021",,"289",2475,45
"Iron","Heaton2021",,"336",2475,80
"Iron","Heaton2021",,"220",2475,100
"Iron","Heaton2021",,"102",2475,25
"Iron","Heaton2021",,"224",2475,25
"Iron","Heaton2021",,"2169",2475,35
"Iron","Heaton2021",,"1204",2478,24
"Iron","Heaton2021",,"1578",2480,40
"Iron","Heaton2021",,"2071",2480,30
"Iron","Heaton2021",,"1420",2480,60
"Iron","Heaton2021",,"193",2480,55
"Iron","Heaton2021",,"194",2480,55
"Iron","Heaton2021",,"1285",2484,27
"Iron","Heaton2021",,"1286",2484,32
"Iron","Heaton2021",,"1757",2485,35
"Iron","Heaton2021",,"2055",2486,23
"Iron","Heaton2021",,"1637",2489,37
"Iron","Heaton2021",,"1775",2489,39
"Iron","Heaton2021",,"2509",2490,40
"Iron","Heaton2021",,"2166",2490,35
"Iron","Heaton2021",,"1681",2490,40
"Iron","Heaton2021",,"238",2490,85
"Iron","Heaton2021",,"2678",2490,120
"Iron","Heaton2021",,"601",2490,30
"Iron","Heaton2021",,"198",2490,55
"Iron","Heaton2021",,"1507",2491,24
"Iron","Heaton2021",,"1649",2491,23
"Iron","Heaton2021",,"1697",2493,32
"Iron","Heaton2021",,"538",2495,35
"Iron","Heaton2021",,"304",2495,70
"Iron","Heaton2021",,"2099",2495,35
"Iron","Heaton2021",,"1203",2496,25
"Iron","Heaton2021",,"2161",2498,23
"Iron","Heaton2021",,"1434",2499,37
"Iron","Heaton2021",,"1042",2500,34
"Iron","Heaton2021",,"2535",2500,40
"Iron","Heaton2021",,"797",2500,30
"Iron","Heaton2021",,"2119",2500,40
"Iron","Heaton2021",,"2487",2500,35
"Iron","Heaton2021",,"1050",2500,120
"Iron","Heaton2021",,"104",2500,25
"Iron","Heaton2021",,"1339",2501,25
"Iron","Heaton2021",,"584",2503,30
"Iron","Heaton2021",,"766",2505,35
"Iron","Heaton2021",,"2774",2505,50
"Iron","Heaton2021",,"2827",2505,40
"Iron","Heaton2021",,"1139",2507,30
"Iron","Heaton2021",,"1853",2508,39
"Iron","Heaton2021",,"608",2508,39
"Iron","Heaton2021",,"763",2509,30
"Iron","Heaton2021",,"1343",2509,24
"Iron","Heaton2021",,"2639",2509,33
"Iron","Heaton2021",,"2141",2510,40
"Iron","Heaton2021",,"1463",2510,40
"Iron","Heaton2021",,"63",2510,60
"Iron","Heaton2021",,"487",2510,80
"Iron","Heaton2021",,"2448",2510,55
"Iron","Heaton2021",,"64",2510,40
"Iron","Heaton2021",,"2236",2516,34
"Iron","Heaton2021",,"1654",2518,45
"Iron","Heaton2021",,"450",2518,60
"Iron","Heaton2021",,"2350",2519,27
"Iron","Heaton2021",,"2164",2520,60
"Iron","Heaton2021",,"96",2520,40
"Iron","Heaton2021",,"798",2520,25
"Iron","Heaton2021",,"785",2520,50
"Iron","Heaton2021",,"498",2520,30
"Iron","Heaton2021",,"1423",2520,70
"Iron","Heaton2021",,"446",2525,25
"Iron","Heaton2021",,"2837",2525,20
"Iron","Heaton2021",,"672",2530,60
"Iron","Heaton2021",,"2668",2530,70
"Iron","Heaton2021",,"1123",2530,130
"Iron","Heaton2021",,"671",2530,70
"Iron","Heaton2021",,"459",2530,35
"Iron","Heaton2021",,"2381",2530,60
"Iron","Heaton2021",,"2498",2534,28
"Iron","Heaton2021",,"1284",2534,26
"Iron","Heaton2021",,"1729",2535,35
"Iron","Heaton2021",,"2117",2535,35
"Iron","Heaton2021",,"1355",2536,47
"Iron","Heaton2021",,"1281",2537,20
"Iron","Heaton2021",,"481",2540,35
"Iron","Heaton2021",,"557",2540,40
"Iron","Heaton2021",,"1448",2540,25
"Iron","Heaton2021",,"62",2540,40
"Iron","Heaton2021",,"505",2540,70
"Iron","Heaton2021",,"2447",2540,60
"Iron","Heaton2021",,"165",2540,20
"Iron","Heaton2021",,"2074",2544,37
"Iron","Heaton2021",,"603",2544,41
"Iron","Heaton2021",,"2593",2550,36
"Iron","Heaton2021",,"2793",2550,60
"Iron","Heaton2021",,"440",2550,130
"Iron","Heaton2021",,"1346",2550,60
"Iron","Heaton2021",,"1653",2551,20
"Iron","Heaton2021",,"2084",2555,35
"Iron","Heaton2021",,"843",2557,28
"Iron","Heaton2021",,"501",2560,105
"Iron","Heaton2021",,"1726",2563,34
"Iron","Heaton2021",,"1899",2565,35
"Iron","Heaton2021",,"30",2565,22
"Iron","Heaton2021",,"1563",2567,23
"Iron","Heaton2021",,"2168",2570,35
"Iron","Heaton2021",,"644",2570,40
"Iron","Heaton2021",,"787",2570,60
"Iron","Heaton2021",,"1433",2570,38
"Iron","Heaton2021",,"783",2570,40
"Iron","Heaton2021",,"1191",2571,23
"Iron","Heaton2021",,"1636",2572,45
"Iron","Heaton2021",,"1235",2574,27
"Iron","Heaton2021",,"1608",2577,35
"Iron","Heaton2021",,"1730",2580,34
"Iron","Heaton2021",,"1612",2580,38
"Iron","Heaton2021",,"733",2580,70
"Iron","Heaton2021",,"2835",2583,38
"Iron","Heaton2021",,"1876",2585,80
"Iron","Heaton2021",,"456",2585,60
"Iron","Heaton2021",,"2685",2585,45
"Iron","Heaton2021",,"1383",2585,29
"Iron","Heaton2021",,"2032",2588,49
"Iron","Heaton2021",,"1408",2589,21
"Iron","Heaton2021",,"2014",2590,30
"Iron","Heaton2021",,"2290",2590,40
"Iron","Heaton2021",,"1370",2590,35
"Iron","Heaton2021",,"479",2590,45
"Iron","Heaton2021",,"74",2590,70
"Iron","Heaton2021",,"1562",2592,22
"Iron","Heaton2021",,"1389",2596,42
"Iron","Heaton2021",,"1747",2597,41
"Iron","Heaton2021",,"2500",2600,28
"Iron","Heaton2021",,"2110",2600,35
"Iron","Heaton2021",,"1815",2600,50
"Iron","Heaton2021",,"2608",2603,22
"Iron","Heaton2021",,"1165",2605,33
"Iron","Heaton2021",,"2799",2605,85
"Iron","Heaton2021",,"652",2605,85
"Iron","Heaton2021",,"1374",2606,27
"Iron","Heaton2021",,"6",2607,38
"Iron","Heaton2021",,"842",2609,28
"Iron","Heaton2021",,"663",2610,50
"Iron","Heaton2021",,"488",2610,50
"Iron","Heaton2021",,"2541",2610,40
"Iron","Heaton2021",,"1521",2610,32
"Iron","Heaton2021",,"574",2610,80
"Iron","Heaton2021",,"39",2610,70
"Iron","Heaton2021",,"1350",2612,56
"Iron","Heaton2021",,"419",2615,75
"Iron","Heaton2021",,"1560",2617,32
"Iron","Heaton2021",,"2228",2620,30
"Iron","Heaton2021",,"1667",2620,60
"Iron","Heaton2021",,"2804",2620,50
"Iron","Heaton2021",,"2803",2620,50
"Iron","Heaton2021",,"37",2625,60
"Iron","Heaton2021",,"1791",2625,31
"Iron","Heaton2021",,"2096",2625,35
"Iron","Heaton2021",,"1557",2630,40
"Iron","Heaton2021",,"2130",2630,40
"Iron","Heaton2021",,"1469",2630,40
"Iron","Heaton2021",,"1686",2630,24
"Iron","Heaton2021",,"437",2630,45
"Iron","Heaton2021",,"2446",2630,55
"Iron","Heaton2021",,"418",2630,50
"Iron","Heaton2021",,"2271",2630,30
"Iron","Heaton2021",,"2424",2632,40
"Iron","Heaton2021",,"822",2635,27
"Iron","Heaton2021",,"611",2638,39
"Iron","Heaton2021",,"1574",2639,32
"Iron","Heaton2021",,"1213",2640,40
"Iron","Heaton2021",,"1809",2640,50
"Iron","Heaton2021",,"1965",2640,45
"Iron","Heaton2021",,"1470",2640,40
"Iron","Heaton2021",,"1247",2640,21
"Iron","Heaton2021",,"2062",2640,45
"Iron","Heaton2021",,"438",2640,45
"Iron","Heaton2021",,"85",2640,80
"Iron","Heaton2021",,"1704",2640,66
"Iron","Heaton2021",,"1566",2643,23
"Iron","Heaton2021",,"2089",2645,40
"Iron","Heaton2021",,"41",2646,24
"Iron","Heaton2021",,"1129",2650,40
"Iron","Heaton2021",,"426",2650,80
"Iron","Heaton2021",,"664",2650,70
"Iron","Heaton2021",,"2834",2653,43
"Iron","Heaton2021",,"1049",2655,35
"Iron","Heaton2021",,"429",2660,70
"Iron","Heaton2021",,"2833",2660,30
"Iron","Heaton2021",,"562",2660,40
"Iron","Heaton2021",,"553",2660,40
"Iron","Heaton2021",,"2667",2660,70
"Iron","Heaton2021",,"651",2660,80
"Iron","Heaton2021",,"2798",2660,80
"Iron","Heaton2021",,"1283",2660,40
"Iron","Heaton2021",,"7",2660,30
"Iron","Heaton2021",,"1721",2661,30
"Iron","Heaton2021",,"617",2661,39
"Iron","Heaton2021",,"151",2662,54
"Iron","Heaton2021",,"2170",2665,35
"Iron","Heaton2021",,"466",2665,15
"Iron","Heaton2021",,"434",2665,50
"Iron","Heaton2021",,"1178",2669,21
"Iron","Heaton2021",,"1570",2669,29
"Iron","Heaton2021",,"796",2670,20
"Iron","Heaton2021",,"1898",2676,30
"Iron","Heaton2021",,"160",2679,23
"Iron","Heaton2021",,"1564",2680,40
"Iron","Heaton2021",,"1135",2680,40
"Iron","Heaton2021",,"660",2680,25
"Iron","Heaton2021",,"2385",2680,70
"Iron","Heaton2021",,"499",2685,115
"Iron","Heaton2021",,"1638",2688,38
"Iron","Heaton2021",,"1164",2689,34
"Iron","Heaton2021",,"1555",2690,40
"Iron","Heaton2021",,"2857",2690,35
"Iron","Heaton2021",,"654",2690,20
"Iron","Heaton2021",,"662",2690,30
"Iron","Heaton2021",,"1550",2690,40
"Iron","Heaton2021",,"1428",2690,70
"Iron","Heaton2021",,"480",2690,45
"Iron","Heaton2021",,"2853",2690,35
"Iron","Heaton2021",,"1414",2691,34
"Iron","Heaton2021",,"698",2694,35
"Iron","Heaton2021",,"2357",2695,40
"Iron","Heaton2021",,"2638",2695,21
"Iron","Heaton2021",,"2248",2695,30
"Iron","Heaton2021",,"1632",2695,25
"Iron","Heaton2021",,"1792",2696,25
"Iron","Heaton2021",,"1635",2697,38
"Iron","Heaton2021",,"2591",2700,31
"Iron","Heaton2021",,"1808",2700,50
"Iron","Heaton2021",,"1551",2700,40
"Iron","Heaton2021",,"447",2700,35
"Iron","Heaton2021",,"2815",2700,20
"Iron","Heaton2021",,"83",2700,40
"Iron","Heaton2021",,"2435",2700,60
"Iron","Heaton2021",,"454",2702,49
"Iron","Heaton2021",,"2504",2705,25
"Iron","Heaton2021",,"619",2705,58
"Iron","Heaton2021",,"430",2705,70
"Iron","Heaton2021",,"2613",2708,23
"Iron","Heaton2021",,"1249",2708,39
"Iron","Heaton2021",,"1133",2710,40
"Iron","Heaton2021",,"1315",2710,40
"Iron","Heaton2021",,"1575",2710,40
"Iron","Heaton2021",,"2244",2710,30
"Iron","Heaton2021",,"661",2710,40
"Iron","Heaton2021",,"1471",2710,40
"Iron","Heaton2021",,"2188",2710,35
"Iron","Heaton2021",,"1633",2710,32
"Iron","Heaton2021",,"1907",2712,21
"Iron","Heaton2021",,"1505",2712,19
"Iron","Heaton2021",,"1298",2713,40
"Iron","Heaton2021",,"2865",2715,35
"Iron","Heaton2021",,"1594",2715,35
"Iron","Heaton2021",,"2262",2715,40
"Iron","Heaton2021",,"13",2715,30
"Iron","Heaton2021",,"2499",2716,31
"Iron","Heaton2021",,"1236",2716,27
"Iron","Heaton2021",,"2058",2716,23
"Iron","Heaton2021",,"1900",2717,30
"Iron","Heaton2021",,"1143",2717,35
"Iron","Heaton2021",,"1142",2718,35
"Iron","Heaton2021",,"1180",2718,33
"Iron","Heaton2021",,"2494",2719,30
"Iron","Heaton2021",,"2497",2720,26
"Iron","Heaton2021",,"1386",2720,60
"Iron","Heaton2021",,"1402",2720,24
"Iron","Heaton2021",,"1130",2720,40
"Iron","Heaton2021",,"1246",2722,20
"Iron","Heaton2021",,"1826",2723,23
"Iron","Heaton2021",,"1849",2724,49
"Iron","Heaton2021",,"432",2725,55
"Iron","Heaton2021",,"1587",2725,37
"Iron","Heaton2021",,"1497",2726,24
"Iron","Heaton2021",,"1194",2726,21
"Iron","Heaton2021",,"1347",2728,30
"Iron","Heaton2021",,"1960",2728,30
"Iron","Heaton2021",,"1720",2729,32
"Iron","Heaton2021",,"614",2729,39
"Iron","Heaton2021",,"2816",2730,30
"Iron","Heaton2021",,"2342",2730,40
"Iron","Heaton2021",,"1458",2730,40
"Iron","Heaton2021",,"1156",2730,60
"Iron","Heaton2021",,"449",2730,50
"Iron","Heaton2021",,"435",2730,45
"Iron","Heaton2021",,"443",2730,50
"Iron","Heaton2021",,"2423",2730,34
"Iron","Heaton2021",,"1439",2730,100
"Iron","Heaton2021",,"1160",2733,39
"Iron","Heaton2021",,"12",2734,36
"Iron","Heaton2021",,"841",2735,30
"Iron","Heaton2021",,"2650",2735,27
"Iron","Heaton2021",,"1885",2735,32
"Iron","Heaton2021",,"1373",2735,35
"Iron","Heaton2021",,"1865",2736,30
"Iron","Heaton2021",,"2255",2738,27
"Iron","Heaton2021",,"2495",2738,29
"Iron","Heaton2021",,"1864",2738,26
"Iron","Heaton2021",,"1652",2738,20
"Iron","Heaton2021",,"700",2739,35
"Iron","Heaton2021",,"1445",2739,22
"Iron","Heaton2021",,"1134",2740,40
"Iron","Heaton2021",,"668",2740,70
"Iron","Heaton2021",,"2849",2740,25
"Iron","Heaton2021",,"1199",2740,23
"Iron","Heaton2021",,"1816",2740,50
"Iron","Heaton2021",,"2177",2740,35
"Iron","Heaton2021",,"1634",2740,23
"Iron","Heaton2021",,"452",2740,80
"Iron","Heaton2021",,"1793",2741,22
"Iron","Heaton2021",,"699",2741,35
"Iron","Heaton2021",,"1412",2742,28
"Iron","Heaton2021",,"2598",2742,21
"Iron","Heaton2021",,"1840",2744,25
"Iron","Heaton2021",,"1409",2744,35
"Iron","Heaton2021",,"807",2745,29
"Iron","Heaton2021",,"2356",2745,40
"Iron","Heaton2021",,"433",2745,25
"Iron","Heaton2021",,"821",2746,26
"Iron","Heaton2021",,"2642",2747,32
"Iron","Heaton2021",,"1607",2748,23
"Iron","Heaton2021",,"768",2749,38
"Iron","Heaton2021",,"2218",2750,40
"Iron","Heaton2021",,"462",2750,75
"Iron","Heaton2021",,"2063",2750,26
"Iron","Heaton2021",,"2275",2750,40
"Iron","Heaton2021",,"1576",2750,40
"Iron","Heaton2021",,"2563",2750,60
"Iron","Heaton2021",,"2221",2750,70
"Iron","Heaton2021",,"2224",2750,70
"Iron","Heaton2021",,"774",2750,80
"Iron","Heaton2021",,"1304",2750,50
"Iron","Heaton2021",,"1915",2750,60
"Iron","Heaton2021",,"442",2750,70
"Iron","Heaton2021",,"2312",2750,70
"Iron","Heaton2021",,"1869",2752,26
"Iron","Heaton2021",,"1493",2753,26
"Iron","Heaton2021",,"1580",2753,23
"Iron","Heaton2021",,"2281",2754,30
"Iron","Heaton2021",,"1716",2755,32
"Iron","Heaton2021",,"1168",2755,24
"Iron","Heaton2021",,"1390",2755,20
"Iron","Heaton2021",,"2511",2756,61
"Iron","Heaton2021",,"1254",2756,26
"Iron","Heaton2021",,"521",2756,32
"Iron","Heaton2021",,"759",2756,38
"Iron","Heaton2021",,"1567",2757,30
"Iron","Heaton2021",,"1292",2757,32
"Iron","Heaton2021",,"1013",2757,42
"Iron","Heaton2021",,"1841",2757,20
"Iron","Heaton2021",,"1211",2758,19
"Iron","Heaton2021",,"1243",2758,25
"Iron","Heaton2021",,"1398",2758,29
"Iron","Heaton2021",,"2198",2758,31
"Iron","Heaton2021",,"1179",2759,26
"Iron","Heaton2021",,"1186",2759,34
"Iron","Heaton2021",,"1821",2759,21
"Iron","Heaton2021",,"2577",2760,50
"Iron","Heaton2021",,"2493",2760,27
"Iron","Heaton2021",,"2088",2760,40
"Iron","Heaton2021",,"1136",2760,40
"Iron","Heaton2021",,"458",2760,35
"Iron","Heaton2021",,"2354",2760,50
"Iron","Heaton2021",,"1482",2760,60
"Iron","Heaton2021",,"2105",2760,60
"Iron","Heaton2021",,"1124",2760,60
"Iron","Heaton2021",,"790",2760,40
"Iron","Heaton2021",,"1926",2760,50
"Iron","Heaton2021",,"2313",2760,60
"Iron","Heaton2021",,"2318",2760,70
"Iron","Heaton2021",,"1012",2761,34
"Iron","Heaton2021",,"831",2762,32
"Iron","Heaton2021",,"1363",2762,21
"Iron","Heaton2021",,"1328",2763,36
"Iron","Heaton2021",,"1327",2763,36
"Iron","Heaton2021",,"2590",2763,22
"Iron","Heaton2021",,"1893",2765,24
"Iron","Heaton2021",,"457",2765,35
"Iron","Heaton2021",,"2107",2765,35
"Iron","Heaton2021",,"2246",2765,30
"Iron","Heaton2021",,"2592",2765,31
"Iron","Heaton2021",,"1875",2765,80
"Iron","Heaton2021",,"1561",2766,31
