"cal_age","c14_age","c14_error"
26978,22542.5,63.1
26979,22543.75,63.05
26980,22545,63
26981,22546.15,62.9
26982,22547.3,62.8
26983,22548.45,62.7
26984,22549.6,62.6
26985,22550.75,62.5
26986,22551.9,62.4
26987,22553.05,62.3
26988,22554.2,62.2
26989,22555.35,62.1
26990,22556.5,62
26991,22557.65,61.9
26992,22558.8,61.8
26993,22559.95,61.7
26994,22561.1,61.6
26995,22562.25,61.5
26996,22563.4,61.4
26997,22564.55,61.3
26998,22565.7,61.2
26999,22566.85,61.1
27000,22568,61
27001,22568.95,60.85
27002,22569.9,60.7
27003,22570.85,60.55
27004,22571.8,60.4
27005,22572.75,60.25
27006,22573.7,60.1
27007,22574.65,59.95
27008,22575.6,59.8
27009,22576.55,59.65
27010,22577.5,59.5
27011,22578.45,59.35
27012,22579.4,59.2
27013,22580.35,59.05
27014,22581.3,58.9
27015,22582.25,58.75
27016,22583.2,58.6
27017,22584.15,58.45
27018,22585.1,58.3
27019,22586.05,58.15
27020,22587,58
27021,22587.95,57.9
27022,22588.9,57.8
27023,22589.85,57.7
27024,22590.8,57.6
27025,22591.75,57.5
27026,22592.7,57.4
27027,22593.65,57.3
27028,22594.6,57.2
27029,22595.55,57.1
27030,22596.5,57
27031,22597.45,56.9
27032,22598.4,56.8
27033,22599.35,56.7
27034,22600.3,56.6
27035,22601.25,56.5
27036,22602.2,56.4
27037,22603.15,56.3
27038,22604.1,56.2
27039,22605.05,56.1
27040,22606,56
27041,22606.85,56
27042,22607.7,56
27043,22608.55,56
27044,22609.4,56
27045,22610.25,56
27046,22611.1,56
27047,22611.95,56
27048,22612.8,56
27049,22613.65,56
27050,22614.5,56
27051,22615.35,56
27052,22616.2,56
27053,22617.05,56
27054,22617.9,56
27055,22618.75,56
27056,22619.6,56
27057,22620.45,56
27058,22621.3,56
27059,22622.15,56
27060,22623,56
27061,22623.9,56
27062,22624.8,56
27063,22625.7,56
27064,22626.6,56
27065,22627.5,56
27066,22628.4,56
27067,22629.3,56
27068,22630.2,56
27069,22631.1,56
27070,22632,56
27071,22632.9,56
27072,22633.8,56
27073,22634.7,56
27074,22635.6,56
27075,22636.5,56
27076,22637.4,56
27077,22638.3,56
27078,22639.2,56
27079,22640.1,56
27080,22641,56
27081,22641.95,56.05
27082,22642.9,56.1
27083,22643.85,56.15
27084,22644.8,56.2
27085,22645.75,56.25
27086,22646.7,56.3
27087,22647.65,56.35
27088,22648.6,56.4
27089,22649.55,56.45
27090,22650.5,56.5
27091,22651.45,56.55
27092,22652.4,56.6
27093,22653.35,56.65
27094,22654.3,56.7
27095,22655.25,56.75
27096,22656.2,56.8
27097,22657.15,56.85
27098,22658.1,56.9
27099,22659.05,56.95
27100,22660,57
27101,22661.15,57
27102,22662.3,57
27103,22663.45,57
27104,22664.6,57
27105,22665.75,57
27106,22666.9,57
27107,22668.05,57
27108,22669.2,57
27109,22670.35,57
27110,22671.5,57
27111,22672.65,57
27112,22673.8,57
27113,22674.95,57
27114,22676.1,57
27115,22677.25,57
27116,22678.4,57
27117,22679.55,57
27118,22680.7,57
27119,22681.85,57
27120,22683,57
27121,22684.2,57.1
27122,22685.4,57.2
27123,22686.6,57.3
27124,22687.8,57.4
27125,22689,57.5
27126,22690.2,57.6
27127,22691.4,57.7
27128,22692.6,57.8
27129,22693.8,57.9
27130,22695,58
27131,22696.2,58.1
27132,22697.4,58.2
27133,22698.6,58.3
27134,22699.8,58.4
27135,22701,58.5
27136,22702.2,58.6
27137,22703.4,58.7
27138,22704.6,58.8
27139,22705.8,58.9
27140,22707,59
27141,22708.45,59.15
27142,22709.9,59.3
27143,22711.35,59.45
27144,22712.8,59.6
27145,22714.25,59.75
27146,22715.7,59.9
27147,22717.15,60.05
27148,22718.6,60.2
27149,22720.05,60.35
27150,22721.5,60.5
27151,22722.95,60.65
27152,22724.4,60.8
27153,22725.85,60.95
27154,22727.3,61.1
27155,22728.75,61.25
27156,22730.2,61.4
27157,22731.65,61.55
27158,22733.1,61.7
27159,22734.55,61.85
27160,22736,62
27161,22737.65,62.25
27162,22739.3,62.5
27163,22740.95,62.75
27164,22742.6,63
27165,22744.25,63.25
27166,22745.9,63.5
27167,22747.55,63.75
27168,22749.2,64
27169,22750.85,64.25
27170,22752.5,64.5
27171,22754.15,64.75
27172,22755.8,65
27173,22757.45,65.25
27174,22759.1,65.5
27175,22760.75,65.75
27176,22762.4,66
27177,22764.05,66.25
27178,22765.7,66.5
27179,22767.35,66.75
27180,22769,67
27181,22770.95,67.25
27182,22772.9,67.5
27183,22774.85,67.75
27184,22776.8,68
27185,22778.75,68.25
27186,22780.7,68.5
27187,22782.65,68.75
27188,22784.6,69
27189,22786.55,69.25
27190,22788.5,69.5
27191,22790.45,69.75
27192,22792.4,70
27193,22794.35,70.25
27194,22796.3,70.5
27195,22798.25,70.75
27196,22800.2,71
27197,22802.15,71.25
27198,22804.1,71.5
27199,22806.05,71.75
27200,22808,72
27201,22810.15,72.2
27202,22812.3,72.4
27203,22814.45,72.6
27204,22816.6,72.8
27205,22818.75,73
27206,22820.9,73.2
27207,22823.05,73.4
27208,22825.2,73.6
27209,22827.35,73.8
27210,22829.5,74
27211,22831.65,74.2
27212,22833.8,74.4
27213,22835.95,74.6
27214,22838.1,74.8
27215,22840.25,75
27216,22842.4,75.2
27217,22844.55,75.4
27218,22846.7,75.6
27219,22848.85,75.8
27220,22851,76
27221,22853.45,76.1
27222,22855.9,76.2
27223,22858.35,76.3
27224,22860.8,76.4
27225,22863.25,76.5
27226,22865.7,76.6
27227,22868.15,76.7
27228,22870.6,76.8
27229,22873.05,76.9
27230,22875.5,77
27231,22877.95,77.1
27232,22880.4,77.2
27233,22882.85,77.3
27234,22885.3,77.4
27235,22887.75,77.5
27236,22890.2,77.6
27237,22892.65,77.7
27238,22895.1,77.8
27239,22897.55,77.9
27240,22900,78
27241,22902.6,78.05
27242,22905.2,78.1
27243,22907.8,78.15
27244,22910.4,78.2
27245,22913,78.25
27246,22915.6,78.3
27247,22918.2,78.35
27248,22920.8,78.4
27249,22923.4,78.45
27250,22926,78.5
27251,22928.6,78.55
27252,22931.2,78.6
27253,22933.8,78.65
27254,22936.4,78.7
27255,22939,78.75
27256,22941.6,78.8
27257,22944.2,78.85
27258,22946.8,78.9
27259,22949.4,78.95
27260,22952,79
27261,22954.7,79
27262,22957.4,79
27263,22960.1,79
27264,22962.8,79
27265,22965.5,79
27266,22968.2,79
27267,22970.9,79
27268,22973.6,79
27269,22976.3,79
27270,22979,79
27271,22981.7,79
27272,22984.4,79
27273,22987.1,79
27274,22989.8,79
27275,22992.5,79
27276,22995.2,79
27277,22997.9,79
27278,23000.6,79
27279,23003.3,79
27280,23006,79
27281,23008.6,78.95
27282,23011.2,78.9
27283,23013.8,78.85
27284,23016.4,78.8
27285,23019,78.75
27286,23021.6,78.7
27287,23024.2,78.65
27288,23026.8,78.6
27289,23029.4,78.55
27290,23032,78.5
27291,23034.6,78.45
27292,23037.2,78.4
27293,23039.8,78.35
27294,23042.4,78.3
27295,23045,78.25
27296,23047.6,78.2
27297,23050.2,78.15
27298,23052.8,78.1
27299,23055.4,78.05
27300,23058,78
27301,23060.5,77.9
27302,23063,77.8
27303,23065.5,77.7
27304,23068,77.6
27305,23070.5,77.5
27306,23073,77.4
27307,23075.5,77.3
27308,23078,77.2
27309,23080.5,77.1
27310,23083,77
27311,23085.5,76.9
27312,23088,76.8
27313,23090.5,76.7
27314,23093,76.6
27315,23095.5,76.5
27316,23098,76.4
27317,23100.5,76.3
27318,23103,76.2
27319,23105.5,76.1
27320,23108,76
27321,23110.15,75.85
27322,23112.3,75.7
27323,23114.45,75.55
27324,23116.6,75.4
27325,23118.75,75.25
27326,23120.9,75.1
27327,23123.05,74.95
27328,23125.2,74.8
27329,23127.35,74.65
27330,23129.5,74.5
27331,23131.65,74.35
27332,23133.8,74.2
27333,23135.95,74.05
27334,23138.1,73.9
27335,23140.25,73.75
27336,23142.4,73.6
27337,23144.55,73.45
27338,23146.7,73.3
27339,23148.85,73.15
27340,23151,73
27341,23152.85,72.8
27342,23154.7,72.6
27343,23156.55,72.4
27344,23158.4,72.2
27345,23160.25,72
27346,23162.1,71.8
27347,23163.95,71.6
27348,23165.8,71.4
27349,23167.65,71.2
27350,23169.5,71
27351,23171.35,70.8
27352,23173.2,70.6
27353,23175.05,70.4
27354,23176.9,70.2
27355,23178.75,70
27356,23180.6,69.8
27357,23182.45,69.6
27358,23184.3,69.4
27359,23186.15,69.2
27360,23188,69
27361,23189.5,68.75
27362,23191,68.5
27363,23192.5,68.25
27364,23194,68
27365,23195.5,67.75
27366,23197,67.5
27367,23198.5,67.25
27368,23200,67
27369,23201.5,66.75
27370,23203,66.5
27371,23204.5,66.25
27372,23206,66
27373,23207.5,65.75
27374,23209,65.5
27375,23210.5,65.25
27376,23212,65
27377,23213.5,64.75
27378,23215,64.5
27379,23216.5,64.25
27380,23218,64
27381,23219.15,63.85
27382,23220.3,63.7
27383,23221.45,63.55
27384,23222.6,63.4
27385,23223.75,63.25
27386,23224.9,63.1
27387,23226.05,62.95
27388,23227.2,62.8
27389,23228.35,62.65
27390,23229.5,62.5
27391,23230.65,62.35
27392,23231.8,62.2
27393,23232.95,62.05
27394,23234.1,61.9
27395,23235.25,61.75
27396,23236.4,61.6
27397,23237.55,61.45
27398,23238.7,61.3
27399,23239.85,61.15
27400,23241,61
27401,23241.9,60.95
27402,23242.8,60.9
27403,23243.7,60.85
27404,23244.6,60.8
27405,23245.5,60.75
27406,23246.4,60.7
27407,23247.3,60.65
27408,23248.2,60.6
27409,23249.1,60.55
27410,23250,60.5
27411,23250.9,60.45
27412,23251.8,60.4
27413,23252.7,60.35
27414,23253.6,60.3
27415,23254.5,60.25
27416,23255.4,60.2
27417,23256.3,60.15
27418,23257.2,60.1
27419,23258.1,60.05
27420,23259,60
27421,23259.65,60.1
27422,23260.3,60.2
27423,23260.95,60.3
27424,23261.6,60.4
27425,23262.25,60.5
27426,23262.9,60.6
27427,23263.55,60.7
27428,23264.2,60.8
27429,23264.85,60.9
27430,23265.5,61
27431,23266.15,61.1
27432,23266.8,61.2
27433,23267.45,61.3
27434,23268.1,61.4
27435,23268.75,61.5
27436,23269.4,61.6
27437,23270.05,61.7
27438,23270.7,61.8
27439,23271.35,61.9
27440,23272,62
27441,23272.45,62.25
27442,23272.9,62.5
27443,23273.35,62.75
27444,23273.8,63
27445,23274.25,63.25
27446,23274.7,63.5
27447,23275.15,63.75
27448,23275.6,64
27449,23276.05,64.25
27450,23276.5,64.5
27451,23276.95,64.75
27452,23277.4,65
27453,23277.85,65.25
27454,23278.3,65.5
27455,23278.75,65.75
27456,23279.2,66
27457,23279.65,66.25
27458,23280.1,66.5
27459,23280.55,66.75
27460,23281,67
27461,23281.25,67.2
27462,23281.5,67.4
27463,23281.75,67.6
27464,23282,67.8
27465,23282.25,68
27466,23282.5,68.2
27467,23282.75,68.4
27468,23283,68.6
27469,23283.25,68.8
27470,23283.5,69
27471,23283.75,69.2
27472,23284,69.4
27473,23284.25,69.6
27474,23284.5,69.8
27475,23284.75,70
27476,23285,70.2
27477,23285.25,70.4
27478,23285.5,70.6
27479,23285.75,70.8
27480,23286,71
27481,23286.15,71.15
27482,23286.3,71.3
27483,23286.45,71.45
27484,23286.6,71.6
27485,23286.75,71.75
27486,23286.9,71.9
27487,23287.05,72.05
27488,23287.2,72.2
27489,23287.35,72.35
27490,23287.5,72.5
27491,23287.65,72.65
27492,23287.8,72.8
27493,23287.95,72.95
27494,23288.1,73.1
27495,23288.25,73.25
27496,23288.4,73.4
27497,23288.55,73.55
27498,23288.7,73.7
27499,23288.85,73.85
27500,23289,74
27501,23289,74.05
27502,23289,74.1
27503,23289,74.15
27504,23289,74.2
27505,23289,74.25
27506,23289,74.3
27507,23289,74.35
27508,23289,74.4
27509,23289,74.45
27510,23289,74.5
27511,23289,74.55
27512,23289,74.6
27513,23289,74.65
27514,23289,74.7
27515,23289,74.75
27516,23289,74.8
27517,23289,74.85
27518,23289,74.9
27519,23289,74.95
27520,23289,75
27521,23288.95,74.95
27522,23288.9,74.9
27523,23288.85,74.85
27524,23288.8,74.8
27525,23288.75,74.75
27526,23288.7,74.7
27527,23288.65,74.65
27528,23288.6,74.6
27529,23288.55,74.55
27530,23288.5,74.5
27531,23288.45,74.45
27532,23288.4,74.4
27533,23288.35,74.35
27534,23288.3,74.3
27535,23288.25,74.25
27536,23288.2,74.2
27537,23288.15,74.15
27538,23288.1,74.1
27539,23288.05,74.05
27540,23288,74
27541,23288.05,73.9
27542,23288.1,73.8
27543,23288.15,73.7
27544,23288.2,73.6
27545,23288.25,73.5
27546,23288.3,73.4
27547,23288.35,73.3
27548,23288.4,73.2
27549,23288.45,73.1
27550,23288.5,73
27551,23288.55,72.9
27552,23288.6,72.8
27553,23288.65,72.7
27554,23288.7,72.6
27555,23288.75,72.5
27556,23288.8,72.4
27557,23288.85,72.3
27558,23288.9,72.2
27559,23288.95,72.1
27560,23289,72
27561,23289.2,71.9
27562,23289.4,71.8
27563,23289.6,71.7
27564,23289.8,71.6
27565,23290,71.5
27566,23290.2,71.4
27567,23290.4,71.3
27568,23290.6,71.2
27569,23290.8,71.1
27570,23291,71
27571,23291.2,70.9
27572,23291.4,70.8
27573,23291.6,70.7
27574,23291.8,70.6
27575,23292,70.5
27576,23292.2,70.4
27577,23292.4,70.3
27578,23292.6,70.2
27579,23292.8,70.1
27580,23293,70
27581,23293.45,69.9
27582,23293.9,69.8
27583,23294.35,69.7
27584,23294.8,69.6
27585,23295.25,69.5
27586,23295.7,69.4
27587,23296.15,69.3
27588,23296.6,69.2
27589,23297.05,69.1
27590,23297.5,69
27591,23297.95,68.9
27592,23298.4,68.8
27593,23298.85,68.7
27594,23299.3,68.6
27595,23299.75,68.5
27596,23300.2,68.4
27597,23300.65,68.3
27598,23301.1,68.2
27599,23301.55,68.1
27600,23302,68
27601,23302.75,67.95
27602,23303.5,67.9
27603,23304.25,67.85
27604,23305,67.8
27605,23305.75,67.75
27606,23306.5,67.7
27607,23307.25,67.65
27608,23308,67.6
27609,23308.75,67.55
27610,23309.5,67.5
27611,23310.25,67.45
27612,23311,67.4
27613,23311.75,67.35
27614,23312.5,67.3
27615,23313.25,67.25
27616,23314,67.2
27617,23314.75,67.15
27618,23315.5,67.1
27619,23316.25,67.05
27620,23317,67
27621,23318.1,67.15
27622,23319.2,67.3
27623,23320.3,67.45
27624,23321.4,67.6
27625,23322.5,67.75
27626,23323.6,67.9
27627,23324.7,68.05
27628,23325.8,68.2
27629,23326.9,68.35
27630,23328,68.5
27631,23329.1,68.65
27632,23330.2,68.8
27633,23331.3,68.95
27634,23332.4,69.1
27635,23333.5,69.25
27636,23334.6,69.4
27637,23335.7,69.55
27638,23336.8,69.7
27639,23337.9,69.85
27640,23339,70
27641,23340.45,70.35
27642,23341.9,70.7
27643,23343.35,71.05
27644,23344.8,71.4
27645,23346.25,71.75
27646,23347.7,72.1
27647,23349.15,72.45
27648,23350.6,72.8
27649,23352.05,73.15
27650,23353.5,73.5
27651,23354.95,73.85
27652,23356.4,74.2
27653,23357.85,74.55
27654,23359.3,74.9
27655,23360.75,75.25
27656,23362.2,75.6
27657,23363.65,75.95
27658,23365.1,76.3
27659,23366.55,76.65
27660,23368,77
27661,23369.75,77.55
27662,23371.5,78.1
27663,23373.25,78.65
27664,23375,79.2
27665,23376.75,79.75
27666,23378.5,80.3
27667,23380.25,80.85
27668,23382,81.4
27669,23383.75,81.95
27670,23385.5,82.5
27671,23387.25,83.05
27672,23389,83.6
27673,23390.75,84.15
27674,23392.5,84.7
27675,23394.25,85.25
27676,23396,85.8
27677,23397.75,86.35
27678,23399.5,86.9
27679,23401.25,87.45
27680,23403,88
27681,23405,88.5
27682,23407,89
27683,23409,89.5
27684,23411,90
27685,23413,90.5
27686,23415,91
27687,23417,91.5
27688,23419,92
27689,23421,92.5
27690,23423,93
27691,23425,93.5
27692,23427,94
27693,23429,94.5
27694,23431,95
27695,23433,95.5
27696,23435,96
27697,23437,96.5
27698,23439,97
27699,23441,97.5
27700,23443,98
27701,23445.3,98.45
27702,23447.6,98.9
27703,23449.9,99.35
27704,23452.2,99.8
27705,23454.5,100.25
27706,23456.8,100.7
27707,23459.1,101.15
27708,23461.4,101.6
27709,23463.7,102.05
27710,23466,102.5
27711,23468.3,102.95
27712,23470.6,103.4
27713,23472.9,103.85
27714,23475.2,104.3
27715,23477.5,104.75
27716,23479.8,105.2
27717,23482.1,105.65
27718,23484.4,106.1
27719,23486.7,106.55
27720,23489,107
27721,23491.5,107.3
27722,23494,107.6
27723,23496.5,107.9
27724,23499,108.2
27725,23501.5,108.5
27726,23504,108.8
27727,23506.5,109.1
27728,23509,109.4
27729,23511.5,109.7
27730,23514,110
27731,23516.5,110.3
27732,23519,110.6
27733,23521.5,110.9
27734,23524,111.2
27735,23526.5,111.5
27736,23529,111.8
27737,23531.5,112.1
27738,23534,112.4
27739,23536.5,112.7
27740,23539,113
27741,23541.7,113.05
27742,23544.4,113.1
27743,23547.1,113.15
27744,23549.8,113.2
27745,23552.5,113.25
27746,23555.2,113.3
27747,23557.9,113.35
27748,23560.6,113.4
27749,23563.3,113.45
27750,23566,113.5
27751,23568.7,113.55
27752,23571.4,113.6
27753,23574.1,113.65
27754,23576.8,113.7
27755,23579.5,113.75
27756,23582.2,113.8
27757,23584.9,113.85
27758,23587.6,113.9
27759,23590.3,113.95
27760,23593,114
27761,23595.75,114
27762,23598.5,114
27763,23601.25,114
27764,23604,114
27765,23606.75,114
27766,23609.5,114
27767,23612.25,114
27768,23615,114
27769,23617.75,114
27770,23620.5,114
27771,23623.25,114
27772,23626,114
27773,23628.75,114
27774,23631.5,114
27775,23634.25,114
27776,23637,114
27777,23639.75,114
27778,23642.5,114
27779,23645.25,114
27780,23648,114
27781,23650.7,114
27782,23653.4,114
27783,23656.1,114
27784,23658.8,114
27785,23661.5,114
27786,23664.2,114
27787,23666.9,114
27788,23669.6,114
27789,23672.3,114
27790,23675,114
27791,23677.7,114
27792,23680.4,114
27793,23683.1,114
27794,23685.8,114
27795,23688.5,114
27796,23691.2,114
27797,23693.9,114
27798,23696.6,114
27799,23699.3,114
27800,23702,114
27801,23704.55,113.9
27802,23707.1,113.8
27803,23709.65,113.7
27804,23712.2,113.6
27805,23714.75,113.5
27806,23717.3,113.4
27807,23719.85,113.3
27808,23722.4,113.2
27809,23724.95,113.1
27810,23727.5,113
27811,23730.05,112.9
27812,23732.6,112.8
27813,23735.15,112.7
27814,23737.7,112.6
27815,23740.25,112.5
27816,23742.8,112.4
27817,23745.35,112.3
27818,23747.9,112.2
27819,23750.45,112.1
27820,23753,112
27821,23755.3,111.85
27822,23757.6,111.7
27823,23759.9,111.55
27824,23762.2,111.4
27825,23764.5,111.25
27826,23766.8,111.1
27827,23769.1,110.95
27828,23771.4,110.8
27829,23773.7,110.65
27830,23776,110.5
27831,23778.3,110.35
27832,23780.6,110.2
27833,23782.9,110.05
27834,23785.2,109.9
27835,23787.5,109.75
27836,23789.8,109.6
27837,23792.1,109.45
27838,23794.4,109.3
27839,23796.7,109.15
27840,23799,109
27841,23800.95,108.65
27842,23802.9,108.3
27843,23804.85,107.95
27844,23806.8,107.6
27845,23808.75,107.25
27846,23810.7,106.9
27847,23812.65,106.55
27848,23814.6,106.2
27849,23816.55,105.85
27850,23818.5,105.5
27851,23820.45,105.15
27852,23822.4,104.8
27853,23824.35,104.45
27854,23826.3,104.1
27855,23828.25,103.75
27856,23830.2,103.4
27857,23832.15,103.05
27858,23834.1,102.7
27859,23836.05,102.35
27860,23838,102
27861,23839.6,101.55
27862,23841.2,101.1
27863,23842.8,100.65
27864,23844.4,100.2
27865,23846,99.75
27866,23847.6,99.3
27867,23849.2,98.85
27868,23850.8,98.4
27869,23852.4,97.95
27870,23854,97.5
27871,23855.6,97.05
27872,23857.2,96.6
27873,23858.8,96.15
27874,23860.4,95.7
27875,23862,95.25
27876,23863.6,94.8
27877,23865.2,94.35
27878,23866.8,93.9
27879,23868.4,93.45
27880,23870,93
27881,23871.35,92.55
27882,23872.7,92.1
27883,23874.05,91.65
27884,23875.4,91.2
27885,23876.75,90.75
27886,23878.1,90.3
27887,23879.45,89.85
27888,23880.8,89.4
27889,23882.15,88.95
27890,23883.5,88.5
27891,23884.85,88.05
27892,23886.2,87.6
27893,23887.55,87.15
27894,23888.9,86.7
27895,23890.25,86.25
27896,23891.6,85.8
27897,23892.95,85.35
27898,23894.3,84.9
27899,23895.65,84.45
27900,23897,84
27901,23898.1,83.7
27902,23899.2,83.4
27903,23900.3,83.1
27904,23901.4,82.8
27905,23902.5,82.5
27906,23903.6,82.2
27907,23904.7,81.9
27908,23905.8,81.6
27909,23906.9,81.3
27910,23908,81
27911,23909.1,80.7
27912,23910.2,80.4
27913,23911.3,80.1
27914,23912.4,79.8
27915,23913.5,79.5
27916,23914.6,79.2
27917,23915.7,78.9
27918,23916.8,78.6
27919,23917.9,78.3
27920,23919,78
27921,23919.95,77.8
27922,23920.9,77.6
27923,23921.85,77.4
27924,23922.8,77.2
27925,23923.75,77
27926,23924.7,76.8
27927,23925.65,76.6
27928,23926.6,76.4
27929,23927.55,76.2
27930,23928.5,76
27931,23929.45,75.8
27932,23930.4,75.6
27933,23931.35,75.4
27934,23932.3,75.2
27935,23933.25,75
27936,23934.2,74.8
27937,23935.15,74.6
27938,23936.1,74.4
27939,23937.05,74.2
27940,23938,74
27941,23938.8,73.95
27942,23939.6,73.9
27943,23940.4,73.85
27944,23941.2,73.8
27945,23942,73.75
27946,23942.8,73.7
27947,23943.6,73.65
27948,23944.4,73.6
27949,23945.2,73.55
27950,23946,73.5
27951,23946.8,73.45
27952,23947.6,73.4
27953,23948.4,73.35
27954,23949.2,73.3
27955,23950,73.25
27956,23950.8,73.2
27957,23951.6,73.15
27958,23952.4,73.1
27959,23953.2,73.05
27960,23954,73
27961,23954.7,72.9
27962,23955.4,72.8
27963,23956.1,72.7
27964,23956.8,72.6
27965,23957.5,72.5
27966,23958.2,72.4
27967,23958.9,72.3
27968,23959.6,72.2
27969,23960.3,72.1
27970,23961,72
27971,23961.7,71.9
27972,23962.4,71.8
27973,23963.1,71.7
27974,23963.8,71.6
27975,23964.5,71.5
27976,23965.2,71.4
27977,23965.9,71.3
27978,23966.6,71.2
27979,23967.3,71.1
27980,23968,71
27981,23968.65,70.95
27982,23969.3,70.9
27983,23969.95,70.85
27984,23970.6,70.8
27985,23971.25,70.75
27986,23971.9,70.7
27987,23972.55,70.65
27988,23973.2,70.6
27989,23973.85,70.55
27990,23974.5,70.5
27991,23975.15,70.45
27992,23975.8,70.4
27993,23976.45,70.35
27994,23977.1,70.3
27995,23977.75,70.25
27996,23978.4,70.2
27997,23979.05,70.15
27998,23979.7,70.1
27999,23980.35,70.05
28000,23981,70
28001,23981.6,69.95
28002,23982.2,69.9
28003,23982.8,69.85
28004,23983.4,69.8
28005,23984,69.75
28006,23984.6,69.7
28007,23985.2,69.65
28008,23985.8,69.6
28009,23986.4,69.55
28010,23987,69.5
28011,23987.6,69.45
28012,23988.2,69.4
28013,23988.8,69.35
28014,23989.4,69.3
28015,23990,69.25
28016,23990.6,69.2
28017,23991.2,69.15
28018,23991.8,69.1
28019,23992.4,69.05
28020,23993,69
28021,23993.55,69
28022,23994.1,69
28023,23994.65,69
28024,23995.2,69
28025,23995.75,69
28026,23996.3,69
28027,23996.85,69
28028,23997.4,69
28029,23997.95,69
28030,23998.5,69
28031,23999.05,69
28032,23999.6,69
28033,24000.15,69
28034,24000.7,69
28035,24001.25,69
28036,24001.8,69
28037,24002.35,69
28038,24002.9,69
28039,24003.45,69
28040,24004,69
28041,24004.45,69.05
28042,24004.9,69.1
28043,24005.35,69.15
28044,24005.8,69.2
28045,24006.25,69.25
28046,24006.7,69.3
28047,24007.15,69.35
28048,24007.6,69.4
28049,24008.05,69.45
28050,24008.5,69.5
28051,24008.95,69.55
28052,24009.4,69.6
28053,24009.85,69.65
28054,24010.3,69.7
28055,24010.75,69.75
28056,24011.2,69.8
28057,24011.65,69.85
28058,24012.1,69.9
28059,24012.55,69.95
28060,24013,70
28061,24013.4,70
28062,24013.8,70
28063,24014.2,70
28064,24014.6,70
28065,24015,70
28066,24015.4,70
28067,24015.8,70
28068,24016.2,70
28069,24016.6,70
28070,24017,70
28071,24017.4,70
28072,24017.8,70
28073,24018.2,70
28074,24018.6,70
28075,24019,70
28076,24019.4,70
28077,24019.8,70
28078,24020.2,70
28079,24020.6,70
28080,24021,70
28081,24021.4,69.95
28082,24021.8,69.9
28083,24022.2,69.85
28084,24022.6,69.8
28085,24023,69.75
28086,24023.4,69.7
28087,24023.8,69.65
28088,24024.2,69.6
28089,24024.6,69.55
28090,24025,69.5
28091,24025.4,69.45
28092,24025.8,69.4
28093,24026.2,69.35
28094,24026.6,69.3
28095,24027,69.25
28096,24027.4,69.2
28097,24027.8,69.15
28098,24028.2,69.1
28099,24028.6,69.05
28100,24029,69
28101,24029.3,68.85
28102,24029.6,68.7
28103,24029.9,68.55
28104,24030.2,68.4
28105,24030.5,68.25
28106,24030.8,68.1
28107,24031.1,67.95
28108,24031.4,67.8
28109,24031.7,67.65
28110,24032,67.5
28111,24032.3,67.35
28112,24032.6,67.2
28113,24032.9,67.05
28114,24033.2,66.9
28115,24033.5,66.75
28116,24033.8,66.6
28117,24034.1,66.45
28118,24034.4,66.3
28119,24034.7,66.15
28120,24035,66
28121,24035.3,65.95
28122,24035.6,65.9
28123,24035.9,65.85
28124,24036.2,65.8
28125,24036.5,65.75
28126,24036.8,65.7
28127,24037.1,65.65
28128,24037.4,65.6
28129,24037.7,65.55
28130,24038,65.5
28131,24038.3,65.45
28132,24038.6,65.4
28133,24038.9,65.35
28134,24039.2,65.3
28135,24039.5,65.25
28136,24039.8,65.2
28137,24040.1,65.15
28138,24040.4,65.1
28139,24040.7,65.05
28140,24041,65
28141,24041.25,64.95
28142,24041.5,64.9
28143,24041.75,64.85
28144,24042,64.8
28145,24042.25,64.75
28146,24042.5,64.7
28147,24042.75,64.65
28148,24043,64.6
28149,24043.25,64.55
28150,24043.5,64.5
28151,24043.75,64.45
28152,24044,64.4
28153,24044.25,64.35
28154,24044.5,64.3
28155,24044.75,64.25
28156,24045,64.2
28157,24045.25,64.15
28158,24045.5,64.1
28159,24045.75,64.05
28160,24046,64
28161,24046.25,63.85
28162,24046.5,63.7
28163,24046.75,63.55
28164,24047,63.4
28165,24047.25,63.25
28166,24047.5,63.1
28167,24047.75,62.95
28168,24048,62.8
28169,24048.25,62.65
28170,24048.5,62.5
28171,24048.75,62.35
28172,24049,62.2
28173,24049.25,62.05
28174,24049.5,61.9
28175,24049.75,61.75
28176,24050,61.6
28177,24050.25,61.45
28178,24050.5,61.3
28179,24050.75,61.15
28180,24051,61
28181,24051.3,60.9
28182,24051.6,60.8
28183,24051.9,60.7
28184,24052.2,60.6
28185,24052.5,60.5
28186,24052.8,60.4
28187,24053.1,60.3
28188,24053.4,60.2
28189,24053.7,60.1
28190,24054,60
28191,24054.3,59.9
28192,24054.6,59.8
28193,24054.9,59.7
28194,24055.2,59.6
28195,24055.5,59.5
28196,24055.8,59.4
28197,24056.1,59.3
28198,24056.4,59.2
28199,24056.7,59.1
28200,24057,59
28201,24057.35,58.95
28202,24057.7,58.9
28203,24058.05,58.85
28204,24058.4,58.8
28205,24058.75,58.75
28206,24059.1,58.7
28207,24059.45,58.65
28208,24059.8,58.6
28209,24060.15,58.55
28210,24060.5,58.5
28211,24060.85,58.45
28212,24061.2,58.4
28213,24061.55,58.35
28214,24061.9,58.3
28215,24062.25,58.25
28216,24062.6,58.2
28217,24062.95,58.15
28218,24063.3,58.1
